Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 06:00,0.21,304.0,11.4,9.14,3.17,79.12,,,0.0,989.45,57.82,3.96,28.07,41.02,1.72
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 07:00,0.2,285.0,6.28,4.98,1.69,80.23,,,0.0,990.43,232.47,3.6,28.29,45.55,2.9
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 08:00,0.2,258.0,5.99,4.91,1.78,79.17,,,0.0,990.76,400.36,3.26,28.82,50.21,3.84
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 09:00,0.36,274.0,5.04,6.03,3.41,-9999.0,,,0.0,990.8,544.18,4.32,29.97,49.09,4.52
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 10:00,0.3,279.0,5.23,5.91,3.21,78.98,,,0.0,991.04,684.86,2.56,31.25,43.67,5.31
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 11:00,0.3,279.0,-9999.0,-9999.0,-9999.0,90.84,,,0.0,991.48,493.35,0.91,31.33,39.63,6.13
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 12:00,0.27,281.0,6.68,5.62,2.24,93.98,,,0.0,991.65,747.71,4.02,31.81,35.67,6.83
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 13:00,0.22,265.0,12.85,9.48,2.76,96.43,,,0.0,991.71,671.75,2.38,32.09,33.49,5.81
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 14:00,0.25,269.0,13.41,9.39,2.38,99.01,,,0.0,991.62,725.52,1.9,32.17,29.08,6.4
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 15:00,0.18,267.0,12.67,10.56,3.93,95.12,,,0.0,991.54,684.43,4.02,32.09,23.82,6.3
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 16:00,0.16,260.0,11.84,9.37,3.17,95.26,,,0.0,991.62,498.07,4.12,31.52,24.64,6.05
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 17:00,0.16,258.0,10.94,8.97,3.26,90.63,,,0.0,991.51,408.96,4.48,30.69,27.59,6.81
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 18:00,0.15,258.0,9.1,7.86,3.1,90.43,,,0.0,991.55,215.86,4.55,29.55,30.54,6.34
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 19:00,0.17,265.0,9.93,8.22,3.03,89.15,,,0.0,991.92,70.4,4.89,28.11,37.18,6.36
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 20:00,0.17,281.0,9.01,6.83,2.12,86.7,,,0.0,992.27,4.95,4.47,26.07,43.84,4.01
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 21:00,0.18,280.0,10.01,7.96,2.72,77.98,,,0.0,992.67,0.0,3.9,24.44,49.51,3.17
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 22:00,0.19,274.0,10.77,8.77,3.14,72.68,,,0.0,992.56,0.0,3.91,23.25,54.56,4.25
S_Nicola_di_Melfi,41.069444,15.7225,14/07/2021 23:00,0.17,272.0,9.5,7.4,2.44,75.14,,,0.0,992.44,0.0,4.05,23.06,52.59,6.71
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 00:00,0.19,268.0,5.87,5.01,1.94,82.72,,,0.0,992.65,0.0,3.93,23.09,40.49,6.41
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 01:00,0.17,278.0,7.09,5.68,1.97,80.49,,,0.0,992.88,0.0,3.78,22.37,43.13,3.5
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 02:00,0.17,271.0,6.56,5.22,1.79,83.5,,,0.0,993.3,0.0,3.93,22.11,44.3,3.75
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 03:00,0.17,269.0,7.23,5.83,2.05,80.79,,,0.0,993.04,0.0,4.11,21.79,46.61,5.11
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 04:00,0.17,262.0,8.17,6.61,2.34,80.67,,,0.0,992.36,0.0,3.68,21.56,48.63,6.2
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 05:00,0.19,297.0,7.99,6.56,2.38,81.67,,,0.0,992.82,10.41,3.87,21.37,51.22,4.26
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 06:00,0.18,286.0,8.33,7.26,2.9,76.16,,,0.0,992.62,147.66,3.82,21.63,53.98,4.46
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 07:00,0.19,285.0,9.35,8.94,4.05,75.83,,,0.0,993.13,328.11,3.88,22.74,52.12,4.37
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 08:00,0.16,280.0,10.94,9.75,4.03,75.93,,,0.0,993.13,500.93,3.95,24.26,47.56,5.41
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 09:00,0.16,297.0,10.73,8.79,3.17,81.57,,,0.0,992.9,649.13,3.81,25.72,43.13,6.77
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 10:00,0.16,287.0,7.18,5.88,2.12,89.43,,,0.0,993.07,760.79,3.52,26.84,39.52,4.77
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 11:00,0.16,277.0,9.01,7.73,3.02,93.68,,,0.0,992.8,831.77,4.45,28.04,36.19,4.01
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 12:00,0.16,302.0,7.35,6.22,2.38,95.71,,,0.0,992.22,783.38,4.04,29.16,35.45,5.72
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 13:00,0.16,269.0,10.32,8.39,2.99,98.32,,,0.0,991.84,846.8,3.99,29.99,35.96,4.36
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 14:00,0.16,267.0,14.9,11.94,4.14,104.28,,,0.0,991.65,753.23,3.9,30.8,35.04,4.81
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 15:00,0.17,250.0,12.05,8.62,2.31,109.12,,,0.0,991.67,592.53,3.07,30.56,35.3,4.68
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 16:00,0.16,251.0,10.57,7.46,1.93,111.71,,,0.0,991.93,536.53,1.94,30.24,35.83,5.45
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 17:00,0.16,252.0,12.22,9.35,2.95,109.91,,,0.0,991.88,372.74,0.97,29.47,36.92,5.57
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 18:00,0.17,253.0,12.06,7.77,1.48,106.67,,,0.0,992.03,206.51,0.29,28.89,38.84,4.71
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 19:00,0.17,246.0,9.71,7.27,2.2,99.44,,,0.0,991.76,66.17,3.26,27.46,42.31,4.3
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 20:00,0.17,252.0,10.96,7.55,1.82,94.01,,,0.0,991.61,4.57,3.68,25.8,47.63,3.71
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 21:00,0.18,262.0,13.99,10.36,3.05,83.73,,,0.0,992.07,0.0,3.49,24.4,53.81,3.69
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 22:00,0.19,274.0,10.35,7.66,2.25,86.96,,,0.0,992.18,0.0,3.6,23.67,53.66,4.77
S_Nicola_di_Melfi,41.069444,15.7225,15/07/2021 23:00,0.18,271.0,13.77,9.79,2.59,81.78,,,0.0,991.92,0.01,3.04,23.07,56.85,4.23
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 00:00,0.18,282.0,10.73,7.61,1.99,82.3,,,0.0,991.87,0.0,3.35,22.33,57.8,5.06
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 01:00,0.19,275.0,11.24,7.97,2.09,83.8,,,0.0,991.66,0.01,3.4,22.11,55.98,4.75
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 02:00,0.17,292.0,7.44,5.53,1.63,85.6,,,0.0,991.92,0.0,3.54,21.4,56.39,3.71
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 03:00,0.18,264.0,11.2,8.09,2.23,84.7,,,0.0,991.46,0.01,3.26,21.56,56.01,3.61
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 04:00,0.18,261.0,9.55,6.93,1.94,87.91,,,0.0,990.9,0.02,3.24,21.59,56.44,3.8
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 05:00,0.19,253.0,9.68,8.15,3.09,85.31,,,0.0,990.92,6.93,3.22,21.36,58.08,3.25
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 06:00,0.19,248.0,14.4,12.19,4.65,78.48,,,0.0,990.81,96.46,3.47,21.97,56.72,2.029
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 07:00,0.18,262.0,15.54,13.21,5.08,80.86,,,0.0,990.82,249.32,3.54,23.25,51.8,3.33
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 08:00,0.16,273.0,15.16,11.87,3.94,82.56,,,0.0,990.76,216.66,3.38,24.21,46.07,4.15
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 09:00,0.17,286.0,8.53,7.32,2.86,89.72,,,0.0,990.52,635.07,3.44,26.2,38.66,5.43
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 10:00,0.18,294.0,9.14,7.24,2.46,96.82,,,0.0,990.43,747.82,4.22,27.68,33.9,6.37
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 11:00,0.15,291.0,6.73,5.55,2.03,101.08,,,0.0,990.27,824.85,3.74,28.66,31.21,6.07
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 12:00,0.16,300.0,8.33,6.51,2.15,101.26,,,0.0,989.93,853.22,3.92,29.44,27.55,5.94
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 13:00,0.15,292.0,9.99,8.06,2.84,104.56,,,0.0,989.66,790.08,4.02,30.04,26.5,5.88
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 14:00,0.16,274.0,9.77,7.63,2.52,117.54,,,0.0,989.23,789.46,3.65,30.65,27.65,5.26
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 15:00,0.17,287.0,10.68,7.92,2.33,127.51,,,0.0,989.01,509.19,3.47,30.38,30.91,5.03
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 16:00,0.16,264.0,13.3,9.78,2.83,116.19,,,0.0,988.7,518.64,3.14,30.04,36.01,4.77
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 17:00,0.16,275.0,11.68,8.36,2.25,109.73,,,0.0,988.52,288.86,2.94,29.29,36.25,4.76
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 18:00,0.16,276.0,8.86,6.59,1.96,104.05,,,0.0,988.46,203.31,2.55,28.93,37.24,4.15
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 19:00,0.16,275.0,8.13,5.92,1.67,101.22,,,0.0,988.92,62.84,2.55,27.64,42.4,4.46
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 20:00,0.18,325.0,7.85,5.6,1.5,106.04,,,0.0,989.25,3.88,2.74,25.49,57.79,4.11
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 21:00,0.21,317.0,10.57,7.33,1.8,107.85,,,0.0,989.96,0.14,2.84,23.82,66.78,3.36
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 22:00,0.19,313.0,9.85,6.85,1.7,107.38,,,0.0,990.3,0.15,2.79,23.28,68.51,2.64
S_Nicola_di_Melfi,41.069444,15.7225,16/07/2021 23:00,0.22,308.0,11.24,7.49,1.61,98.27,,,0.0,990.23,0.22,2.61,22.74,71.08,1.32
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 00:00,0.22,280.0,15.5,10.3,2.2,96.05,,,0.0,990.23,0.99,1.02,22.14,74.2,1.65
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 01:00,0.22,329.0,10.78,7.81,2.18,88.23,,,0.0,989.3,0.37,3.15,21.56,75.26,1.57
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 02:00,0.21,283.0,10.55,8.03,2.51,82.33,,,0.0,988.51,0.0,4.12,20.77,76.52,1.59
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 03:00,0.22,292.0,10.92,8.84,3.13,65.89,,,0.0,988.01,0.0,3.92,19.9,76.23,1.23
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 04:00,0.18,291.0,10.23,9.39,4.04,55.52,,,0.0,987.77,0.0,3.75,19.34,72.66,1.11
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 05:00,0.18,180.0,14.09,13.45,6.08,43.1,,,0.0,987.61,4.21,3.76,18.85,74.4,0.07
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 06:00,0.18,196.0,11.91,13.3,7.07,46.97,,,0.0,987.25,67.82,3.6,18.74,75.04,0.48
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 07:00,0.17,305.0,11.05,13.48,7.7,60.65,,,0.0,987.05,295.85,3.84,21.76,65.41,0.53
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 08:00,0.17,294.0,10.78,10.15,4.51,95.81,,,0.0,986.93,471.25,3.75,24.36,54.03,2.17
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 09:00,0.16,326.0,10.21,7.66,2.32,103.56,,,0.0,987.03,554.88,4.35,25.22,50.04,2.71
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 10:00,0.17,327.0,10.67,7.51,1.93,111.08,,,0.0,986.94,528.23,4.03,26.17,45.05,2.64
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 11:00,0.18,339.0,11.22,8.2,2.34,103.11,,,0.0,986.76,259.22,4.2,25.45,50.89,4.47
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 12:00,0.17,335.0,9.93,7.41,2.21,111.41,,,0.0,986.67,917.93,4.53,25.9,50.72,5.2
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 13:00,0.17,23.0,10.2,7.23,1.9,115.95,,,0.0,986.35,469.97,4.3,26.65,45.91,3.27
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 14:00,0.18,179.0,10.0,7.1,1.88,104.59,,,0.0,985.81,230.32,4.24,24.17,63.49,3.18
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 15:00,0.17,157.0,10.19,7.75,2.41,113.89,,,0.0,985.22,450.21,4.13,25.24,56.22,2.67
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 16:00,0.16,299.0,12.12,8.48,2.14,115.53,,,0.0,985.12,158.06,4.06,25.15,54.62,6.64
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 17:00,0.18,315.0,8.51,6.28,1.83,111.22,,,0.0,985.38,32.689,3.86,21.4,74.65,3.77
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 18:00,0.19,316.0,9.56,6.71,1.7,97.92,,,0.0,985.52,27.74,3.69,21.36,80.42,2.22
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 19:00,0.18,323.0,10.92,7.76,2.05,83.43,,,0.0,985.79,19.64,3.6,20.57,86.22,2.04
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 20:00,0.17,287.0,10.63,7.69,2.13,80.72,,,0.0,985.92,3.73,3.33,19.79,84.54,1.98
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 21:00,0.2,281.0,11.11,8.13,2.32,80.25,,,0.0,986.28,0.85,3.32,18.94,88.46,1.83
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 22:00,0.21,282.0,12.66,10.11,3.49,69.13,,,0.0,986.17,0.79,3.33,19.01,89.5,1.45
S_Nicola_di_Melfi,41.069444,15.7225,17/07/2021 23:00,0.21,281.0,10.76,8.65,3.03,71.21,,,0.0,985.39,0.75,3.19,19.0,88.33,1.44
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 00:00,0.19,286.0,11.3,9.21,3.3,69.23,,,0.0,984.85,0.49,2.61,19.29,86.62,1.59
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 01:00,0.2,286.0,11.12,9.09,3.27,62.92,,,0.0,984.88,0.1,2.84,19.39,87.01,1.7
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 02:00,0.2,278.0,10.66,8.72,3.14,67.01,,,0.0,984.77,0.06,2.8,19.3,86.45,1.56
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 03:00,0.2,280.0,9.84,7.57,2.42,77.4,,,0.0,984.45,0.05,2.72,19.57,81.91,1.5
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 04:00,0.2,281.0,9.9,8.39,3.21,76.78,,,0.0,984.13,0.03,2.57,19.62,79.36,1.63
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 05:00,0.2,276.0,11.08,9.16,3.37,72.57,,,0.0,983.89,2.96,2.68,19.69,79.42,0.98
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 06:00,0.2,269.0,11.2,9.31,3.46,81.36,,,0.0,983.69,95.22,2.85,20.22,80.94,1.19
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 07:00,0.17,279.0,11.59,8.09,2.03,88.14,,,0.0,983.78,114.0,2.84,21.18,78.35,1.96
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 08:00,0.19,303.0,12.11,7.54,1.21,89.89,,,0.0,983.85,223.13,3.52,21.87,74.67,3.0
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 09:00,0.2,303.0,9.34,5.53,0.66,95.78,,,0.0,984.18,357.58,2.37,22.99,73.12,3.87
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 10:00,0.19,305.0,8.09,4.49,0.33,104.7,,,0.0,984.41,247.81,1.96,23.61,68.72,4.94
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 11:00,0.19,318.0,7.26,4.12,0.45,108.84,,,0.0,984.21,139.0,1.85,24.17,65.88,5.05
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 12:00,0.19,331.0,8.04,4.33,0.22,115.38,,,0.0,984.2,444.91,1.18,25.18,59.42,5.47
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 13:00,0.19,339.0,8.68,5.11,0.62,118.96,,,0.0,984.19,528.0,1.64,26.39,54.46,5.69
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 14:00,0.18,335.0,8.53,4.86,0.45,122.99,,,0.0,984.21,555.22,1.43,26.48,52.97,5.43
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 15:00,0.17,339.0,8.42,5.44,1.04,123.28,,,0.0,983.92,462.1,2.48,26.88,54.54,5.72
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 16:00,0.2,39.0,9.26,4.32,0.1,122.57,,,0.0,984.33,346.23,0.07,23.4,70.01,5.08
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 17:00,0.2,203.0,11.34,6.15,0.41,102.69,,,0.0,984.63,41.9,1.18,20.8,78.94,4.0
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 18:00,0.17,142.0,11.65,8.16,2.07,81.84,,,0.0,984.06,89.66,3.16,21.13,81.25,2.07
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 19:00,0.17,194.0,11.64,7.96,1.87,89.53,,,0.0,984.46,47.08,3.27,20.72,77.76,2.06
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 20:00,0.17,167.0,12.89,9.73,2.99,66.33,,,0.0,984.49,11.65,4.34,20.07,85.97,0.55
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 21:00,0.17,220.0,13.64,11.68,4.54,51.77,,,0.0,984.62,0.16,4.58,19.52,87.76,0.4
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 22:00,0.18,289.0,14.74,12.95,5.25,63.36,,,0.0,984.72,0.12,4.57,20.62,85.05,1.88
S_Nicola_di_Melfi,41.069444,15.7225,18/07/2021 23:00,0.21,350.0,12.65,9.78,3.16,69.34,,,0.0,984.98,0.01,4.65,21.09,77.52,0.53
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 00:00,0.19,353.0,11.87,11.19,4.99,39.81,,,0.0,985.2,0.02,4.53,19.1,86.51,0.32
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 01:00,0.18,332.0,10.2,12.21,6.88,36.4,,,0.0,985.2,0.13,4.59,18.59,87.71,0.61
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 02:00,0.18,343.0,10.13,13.94,8.64,34.61,,,0.0,985.19,0.2,4.35,18.9,84.79,0.21
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 03:00,0.16,353.0,9.0,15.19,10.49,25.56,,,0.0,985.17,0.33,4.05,18.11,87.72,0.06
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 04:00,0.18,353.0,9.99,16.41,11.19,28.35,,,0.0,985.12,0.3,4.49,17.84,88.45,0.21
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 05:00,0.2,299.0,12.82,17.1,10.4,40.29,,,0.0,985.17,5.0,4.43,19.07,82.55,1.33
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 06:00,0.18,302.0,14.48,15.27,7.71,62.68,,,0.0,985.41,51.07,4.46,20.4,77.57,3.92
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 07:00,0.19,283.0,13.87,9.6,2.35,89.38,,,0.0,985.64,180.68,5.08,20.88,76.5,2.99
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 08:00,0.2,296.0,12.44,8.89,2.39,88.39,,,0.0,985.94,476.06,4.59,23.67,69.83,3.28
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 09:00,0.19,311.0,9.71,6.59,1.52,93.97,,,0.0,986.46,355.98,4.39,24.85,66.39,5.11
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 10:00,0.18,311.0,8.26,6.46,2.14,101.8,,,0.0,986.83,681.39,4.74,25.35,63.34,6.82
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 11:00,0.17,329.0,8.74,6.61,2.03,111.8,,,0.0,987.38,711.65,4.38,25.78,58.96,5.38
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 12:00,0.17,319.0,8.53,5.39,0.93,114.98,,,0.0,987.31,838.44,4.02,26.43,58.6,6.63
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 13:00,0.15,318.0,9.15,6.62,1.84,118.08,,,0.0,987.28,761.26,3.67,27.44,55.03,5.73
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 14:00,0.18,332.0,11.95,7.76,1.52,117.25,,,0.0,987.16,351.51,3.09,26.37,61.9,4.78
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 15:00,0.17,331.0,13.0,7.77,0.98,117.21,,,0.0,987.51,394.32,2.25,25.85,59.64,4.3
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 16:00,0.15,335.0,9.91,6.32,1.16,121.86,,,0.0,987.67,331.9,2.24,27.42,53.63,5.32
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 17:00,0.17,330.0,9.77,6.14,1.05,114.06,,,0.0,988.0,250.16,1.49,27.01,55.43,5.44
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 18:00,0.18,335.0,8.57,4.71,0.38,111.41,,,0.0,988.38,103.35,0.47,26.14,57.92,4.3
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 19:00,0.17,326.0,8.76,4.76,0.26,108.65,,,0.0,988.97,45.44,0.2,25.46,58.66,4.56
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 20:00,0.15,318.0,9.0,4.73,0.18,105.87,,,0.0,989.13,5.16,0.22,24.73,59.24,3.73
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 21:00,0.17,320.0,11.09,6.18,0.47,98.03,,,0.0,989.74,0.72,0.32,23.91,63.46,2.26
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 22:00,0.22,297.0,17.66,10.15,0.92,84.17,,,0.0,989.87,0.63,0.8,23.61,67.0,3.25
S_Nicola_di_Melfi,41.069444,15.7225,19/07/2021 23:00,0.21,301.0,13.67,7.5,0.46,91.36,,,0.0,990.1,0.27,1.47,23.77,64.76,3.68
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 00:00,0.2,302.0,14.16,7.93,0.55,92.18,,,0.0,990.17,0.15,1.86,23.43,64.11,3.67
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 01:00,0.2,290.0,13.39,7.65,0.65,85.3,,,0.0,990.16,0.02,2.76,22.87,67.04,3.04
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 02:00,0.19,290.0,12.89,7.64,0.9,87.23,,,0.0,990.03,0.01,3.1,22.76,66.86,3.44
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 03:00,0.17,287.0,12.33,7.28,0.84,82.37,,,0.0,989.81,0.0,2.97,22.36,69.25,2.72
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 04:00,0.17,286.0,13.06,7.89,1.06,78.26,,,0.0,989.53,0.01,2.99,22.14,70.75,2.71
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 05:00,0.19,288.0,25.15,19.03,5.87,71.79,,,0.0,989.66,4.48,3.51,22.46,68.34,2.99
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 06:00,0.2,288.0,21.66,14.82,3.49,72.91,,,0.0,990.21,61.12,4.52,23.04,64.769,3.62
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 07:00,0.2,297.0,19.19,13.3,3.27,76.59,,,0.0,990.74,98.34,4.35,24.02,60.55,3.93
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 08:00,0.16,311.0,17.58,12.45,3.25,79.23,,,0.0,991.44,112.14,5.04,24.66,58.87,4.39
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 09:00,0.18,327.0,13.56,9.33,2.26,87.21,,,0.0,991.97,209.28,3.67,25.58,55.25,4.29
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 10:00,0.19,338.0,9.33,6.31,1.47,96.98,,,0.0,992.27,238.36,2.52,26.57,50.56,4.48
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 11:00,0.28,340.0,13.95,9.71,2.41,93.65,,,0.0,992.42,231.23,5.34,27.28,49.35,3.92
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 12:00,0.31,322.0,-9999.0,-9999.0,-9999.0,101.87,,,0.0,992.46,237.22,3.9,27.53,50.77,4.76
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 13:00,0.23,329.0,18.72,15.58,5.78,107.99,,,0.0,992.29,394.46,1.72,28.38,48.88,4.54
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 14:00,0.16,331.0,13.54,9.33,2.29,118.32,,,0.0,992.09,748.73,1.15,29.58,45.14,4.83
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 15:00,0.17,330.0,11.48,7.19,1.27,127.75,,,0.0,992.24,631.11,0.19,30.48,40.8,4.91
S_Nicola_di_Melfi,41.069444,15.7225,20/07/2021 16:00,0.17,338.0,12.42,7.8,1.35,122.24,,,0.0,992.34,497.87,1.18,30.45,41.47,4.76
