Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (µg/m³),Metano (ugC/m³),NMHC (ugC/m³),NO2 (µg/m³),NOx (µg/m³),NO (µg/m³),o-Xilene (µg/m³),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (hPa),Radiazione_Globale (W/m²),Radiazione_Netta (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s),Xilene (µg/m³)
Viggiano1,40.334722,15.900555,02/01/2021 16:00,0.46,0.28,284.0,0.12,2.009,890.09,20.78,2.16,2.71,0.36,0.11,84.49,-9999.0,-9999.0,2.4,921.61,6.41,-23.93,3.96,8.22,0.16,80.05,4.1,0.1
Viggiano1,40.334722,15.900555,02/01/2021 17:00,0.45,0.3,50.0,0.12,1.77,893.42,22.63,3.06,3.47,0.27,0.11,80.57,11.75,4.33,0.4,921.75,12.81,-17.51,3.25,7.14,0.16,92.23,2.52,0.1
Viggiano1,40.334722,15.900555,02/01/2021 18:00,0.58,0.41,42.0,0.12,1.91,899.87,29.93,5.47,5.71,0.16,0.11,74.61,10.56,5.21,0.0,921.77,3.06,-25.75,3.46,7.38,0.34,93.49,2.53,0.09
Viggiano1,40.334722,15.900555,02/01/2021 19:00,1.02,0.35,213.0,0.11,1.89,898.77,24.2,4.09,4.36,0.18,0.1,74.73,14.15,7.11,0.0,922.06,2.97,-31.66,3.9,8.0,0.51,90.97,2.79,0.09
Viggiano1,40.334722,15.900555,02/01/2021 20:00,0.77,0.33,284.0,0.12,1.9,904.44,29.81,4.71,4.99,0.18,0.11,73.44,4.73,2.31,0.0,922.17,1.38,-49.92,4.37,7.98,0.31,85.75,2.55,0.1
Viggiano1,40.334722,15.900555,02/01/2021 21:00,0.67,0.35,286.0,0.12,1.8,901.02,28.4,2.97,3.32,0.23,0.11,77.17,13.23,8.55,0.0,922.22,0.69,-72.89,4.3,7.96,0.33,86.05,2.89,0.1
Viggiano1,40.334722,15.900555,02/01/2021 22:00,0.75,0.33,281.0,0.11,2.05,902.5,24.82,2.22,2.52,0.2,0.1,77.91,13.92,8.05,0.0,922.41,1.45,-60.77,4.25,7.89,0.38,85.3,2.67,0.09
Viggiano1,40.334722,15.900555,02/01/2021 23:00,0.61,0.34,285.0,0.12,2.09,903.44,24.09,1.93,2.58,0.42,0.11,77.69,9.3,3.86,0.0,922.55,1.16,-69.35,3.71,7.68,0.33,86.08,2.93,0.1
Viggiano1,40.334722,15.900555,03/01/2021 00:00,0.6,0.33,286.0,0.12,1.92,900.37,24.69,1.67,2.16,0.32,0.11,78.47,11.23,6.64,0.0,922.2,1.23,-65.5,4.15,7.77,0.25,84.53,2.94,0.09
Viggiano1,40.334722,15.900555,03/01/2021 01:00,0.61,0.34,286.0,0.12,1.82,901.61,23.38,1.57,2.08,0.34,0.11,78.32,14.16,11.11,0.0,921.93,2.41,-32.54,4.26,8.0,0.24,82.64,3.16,0.1
Viggiano1,40.334722,15.900555,03/01/2021 02:00,0.51,0.3,275.0,0.12,1.86,896.62,21.57,1.16,1.39,0.15,0.11,83.61,14.92,9.89,0.0,922.09,1.9,-23.08,4.05,8.28,0.25,78.39,3.18,0.1
Viggiano1,40.334722,15.900555,03/01/2021 03:00,0.42,0.33,275.0,0.12,2.28,914.02,33.72,6.58,7.06,0.31,0.11,71.07,14.89,10.68,0.0,922.24,2.12,-16.15,4.97,7.72,0.16,79.64,2.45,0.09
Viggiano1,40.334722,15.900555,03/01/2021 04:00,0.53,0.33,273.0,0.12,2.13,902.8,26.67,8.19,8.69,0.32,0.11,67.61,21.45,15.33,0.0,921.94,2.11,-35.49,4.94,7.44,0.22,84.71,2.12,0.09
Viggiano1,40.334722,15.900555,03/01/2021 05:00,0.44,0.3,280.0,0.12,1.63,895.41,21.29,1.11,1.38,0.17,0.11,78.91,21.04,13.72,0.0,921.68,1.2,-45.77,2.06,8.09,0.18,78.47,3.3,0.1
Viggiano1,40.334722,15.900555,03/01/2021 06:00,0.4,0.29,285.0,0.12,1.5,897.58,20.05,0.94,1.26,0.21,0.11,-9999.0,33.9,16.42,2.2,921.13,0.41,-41.76,1.11,6.76,0.17,81.93,3.98,0.1
Viggiano1,40.334722,15.900555,03/01/2021 07:00,0.36,0.3,305.0,0.11,1.65,897.62,20.89,1.15,1.65,0.32,0.1,80.2,53.47,23.81,0.8,920.49,0.0,-73.58,0.83,5.36,0.16,89.77,5.94,0.09
Viggiano1,40.334722,15.900555,03/01/2021 08:00,0.39,0.31,297.0,0.12,1.32,899.91,22.05,1.69,2.17,0.32,0.11,74.32,29.4,17.48,0.4,921.49,2.27,-41.62,1.0,6.25,0.16,91.66,3.88,0.1
Viggiano1,40.334722,15.900555,03/01/2021 09:00,0.49,0.33,285.0,0.12,1.38,900.86,24.01,2.58,4.5,1.26,0.11,70.42,38.31,21.99,0.0,922.84,53.75,-0.22,0.67,6.94,0.26,94.59,2.21,0.1
Viggiano1,40.334722,15.900555,03/01/2021 10:00,0.54,0.31,281.0,0.12,1.47,901.24,23.43,1.69,2.01,0.21,0.11,79.75,41.96,23.84,0.0,923.16,216.46,144.0,0.91,9.55,0.44,81.53,2.71,0.09
Viggiano1,40.334722,15.900555,03/01/2021 11:00,0.52,0.3,218.0,0.12,1.71,902.55,22.86,1.61,2.0,0.25,0.11,80.56,39.85,23.85,0.0,923.03,121.44,90.67,-9999.0,9.56,0.3,66.45,2.4,0.1
Viggiano1,40.334722,15.900555,03/01/2021 12:00,0.43,0.32,153.0,0.12,1.7,902.85,24.41,2.03,2.33,0.2,0.11,75.57,22.26,12.8,0.0,922.86,43.98,19.8,0.9,7.63,0.24,76.51,4.0,0.1
Viggiano1,40.334722,15.900555,03/01/2021 13:00,0.51,0.35,310.0,0.13,1.48,903.89,27.03,2.85,3.14,0.19,0.12,78.32,24.87,13.49,1.8,921.62,29.79,-38.78,0.69,5.45,0.19,83.11,7.24,0.11
Viggiano1,40.334722,15.900555,03/01/2021 14:00,0.58,0.39,315.0,0.12,1.3,902.97,30.56,3.22,3.69,0.31,0.11,84.8,23.39,14.29,0.4,920.94,59.9,7.25,0.76,5.79,0.28,86.81,6.13,0.1
Viggiano1,40.334722,15.900555,03/01/2021 15:00,0.72,0.33,285.0,0.12,1.37,901.47,24.02,2.02,2.3,0.18,0.11,84.83,19.79,13.06,0.4,922.57,83.09,38.96,0.72,7.19,0.42,84.99,3.38,0.1
Viggiano1,40.334722,15.900555,03/01/2021 16:00,0.67,0.3,275.0,0.13,1.36,904.15,23.95,1.63,1.99,0.23,0.12,82.06,25.89,18.05,0.0,921.83,20.3,-23.69,0.65,6.36,0.26,85.21,4.68,0.11
Viggiano1,40.334722,15.900555,03/01/2021 17:00,0.61,0.44,302.0,0.11,1.49,914.9,35.01,3.66,4.28,0.4,0.1,77.53,25.96,16.6,0.8,922.03,13.51,-62.95,0.85,5.59,0.16,87.32,4.74,0.09
Viggiano1,40.334722,15.900555,03/01/2021 18:00,1.02,0.53,315.0,0.12,1.54,922.87,46.43,4.85,5.4,0.35,0.11,70.48,19.85,11.37,0.0,921.89,0.0,-109.28,1.03,4.46,0.53,90.56,4.84,0.1
Viggiano1,40.334722,15.900555,03/01/2021 19:00,1.63,0.7,347.0,0.12,1.57,934.2,60.61,10.96,12.27,0.85,0.11,67.07,25.56,14.31,0.0,922.16,0.0,-111.93,1.02,4.46,0.87,92.04,4.57,0.1
Viggiano1,40.334722,15.900555,03/01/2021 20:00,2.34,0.58,302.0,0.11,1.7,921.96,41.73,8.41,8.76,0.23,0.1,68.95,30.89,16.52,0.0,922.2,0.0,-102.45,1.29,4.84,1.19,88.06,4.95,0.25
Viggiano1,40.334722,15.900555,03/01/2021 21:00,1.67,0.42,311.0,0.12,1.56,912.46,30.4,3.89,4.33,0.29,0.11,73.3,14.73,9.19,0.0,921.74,0.0,-116.65,2.12,5.39,0.84,78.62,5.82,0.14
Viggiano1,40.334722,15.900555,03/01/2021 22:00,0.91,0.39,298.0,0.12,1.5,909.33,26.55,0.71,1.19,0.31,0.11,77.77,15.64,8.83,0.0,922.5,1.82,-70.02,2.87,6.4,0.53,69.31,5.19,0.1
Viggiano1,40.334722,15.900555,03/01/2021 23:00,0.67,0.42,316.0,0.12,1.38,915.3,26.71,1.13,1.57,0.29,0.11,74.76,13.87,6.33,0.2,921.98,0.94,-52.71,2.35,5.22,0.34,73.92,7.32,0.1
Viggiano1,40.334722,15.900555,04/01/2021 00:00,0.74,0.39,321.0,0.12,1.4,908.84,25.3,0.6,0.92,0.21,0.11,79.28,14.27,7.03,0.0,921.44,0.0,-69.86,2.04,4.84,0.24,73.71,7.08,0.1
Viggiano1,40.334722,15.900555,04/01/2021 01:00,0.64,0.4,324.0,0.11,1.49,907.89,24.91,0.27,0.69,0.27,0.1,79.46,9.32,4.61,5.0,921.22,0.0,-88.44,1.99,3.23,0.17,85.6,7.02,0.09
Viggiano1,40.334722,15.900555,04/01/2021 02:00,0.53,0.38,64.0,0.11,1.54,907.09,22.98,0.22,0.42,0.13,0.1,75.59,8.13,4.96,2.0,920.67,0.0,-74.28,2.5,2.87,0.16,92.45,5.86,0.09
Viggiano1,40.334722,15.900555,04/01/2021 03:00,0.53,0.38,320.0,0.11,1.31,906.14,28.23,1.05,1.4,0.23,0.1,69.57,10.21,5.66,0.0,920.26,0.0,-72.26,2.46,3.11,0.16,94.71,4.68,0.09
Viggiano1,40.334722,15.900555,04/01/2021 04:00,0.5,0.41,41.0,0.11,1.31,907.39,29.4,1.12,1.49,0.24,0.1,67.36,18.95,11.0,0.0,920.07,0.0,-71.7,1.88,3.1,0.28,96.12,4.28,0.09
Viggiano1,40.334722,15.900555,04/01/2021 05:00,0.57,0.41,357.0,0.11,0.82,905.41,24.82,1.32,1.63,0.21,0.1,-9999.0,14.32,5.33,0.0,919.34,0.0,-69.21,1.68,2.88,0.18,97.41,4.87,0.09
Viggiano1,40.334722,15.900555,04/01/2021 06:00,0.58,0.36,308.0,0.12,0.83,903.46,22.85,0.51,0.86,0.22,0.11,70.58,11.37,7.77,0.0,919.4,0.0,-98.85,1.45,3.07,0.28,99.95,5.58,0.1
Viggiano1,40.334722,15.900555,04/01/2021 07:00,0.46,0.36,334.0,0.12,0.68,908.47,26.61,0.83,1.24,0.27,0.11,69.27,5.25,2.44,0.0,919.2,0.0,-92.76,1.08,3.3,0.29,99.99,4.98,0.1
Viggiano1,40.334722,15.900555,04/01/2021 08:00,0.55,0.38,357.0,0.11,0.83,908.48,28.37,3.13,3.44,0.2,0.1,64.0,11.36,4.83,0.0,919.36,0.0,-81.87,0.72,3.19,0.25,100.0,4.83,0.09
Viggiano1,40.334722,15.900555,04/01/2021 09:00,0.63,0.43,359.0,0.12,0.6,909.04,31.75,5.02,5.66,0.42,0.11,61.44,16.45,9.25,0.0,919.67,29.77,-54.7,0.91,3.94,0.17,100.0,5.05,0.13
Viggiano1,40.334722,15.900555,04/01/2021 10:00,0.93,0.42,240.0,0.12,0.87,915.82,31.43,3.87,4.98,0.72,0.11,60.66,14.55,7.58,0.0,920.2,106.38,45.88,0.71,5.35,0.56,99.65,3.42,0.21
Viggiano1,40.334722,15.900555,04/01/2021 11:00,0.84,0.38,295.0,0.12,1.09,-9999.0,-9999.0,2.15,3.41,0.82,0.11,68.16,13.91,9.22,0.0,921.14,181.15,123.61,1.2,6.9,0.65,93.56,1.96,0.22
Viggiano1,40.334722,15.900555,04/01/2021 12:00,0.81,0.41,216.0,0.12,0.9,-9999.0,-9999.0,3.75,5.39,1.07,0.11,61.38,15.25,11.42,0.0,920.64,165.07,258.45,1.76,8.53,0.54,79.53,2.89,0.15
Viggiano1,40.334722,15.900555,04/01/2021 13:00,0.79,0.33,222.0,0.12,0.68,925.61,20.77,1.47,2.33,0.56,0.12,71.66,18.98,12.69,0.0,920.11,307.55,242.05,2.15,9.22,0.46,69.85,4.2,0.1
Viggiano1,40.334722,15.900555,04/01/2021 14:00,0.57,0.3,220.0,0.12,0.75,919.0,21.48,0.51,0.88,0.24,0.11,73.87,15.91,9.8,0.0,919.79,137.89,79.42,2.11,8.64,0.3,71.26,3.91,0.1
Viggiano1,40.334722,15.900555,04/01/2021 15:00,0.5,0.3,231.0,0.12,0.91,912.04,22.44,0.38,0.97,0.38,0.11,75.64,15.61,9.11,0.0,919.83,87.55,33.89,1.69,8.02,0.25,75.88,3.83,0.1
Viggiano1,40.334722,15.900555,04/01/2021 16:00,0.52,0.28,242.0,0.13,0.92,911.91,22.46,0.51,0.81,0.2,0.12,74.51,18.32,11.85,0.0,920.13,50.0,-11.02,1.44,7.76,0.3,76.1,3.39,0.11
Viggiano1,40.334722,15.900555,04/01/2021 17:00,0.53,0.33,285.0,0.12,0.82,914.8,27.88,1.28,1.58,0.2,0.11,77.51,15.14,9.78,0.0,920.54,11.16,-26.48,1.58,7.01,0.26,74.61,2.86,0.09
Viggiano1,40.334722,15.900555,04/01/2021 18:00,0.69,0.36,285.0,0.11,1.2,920.16,30.0,2.37,2.98,0.4,0.1,76.37,16.87,9.61,0.0,920.96,3.57,-27.27,1.26,6.62,0.31,75.78,2.46,0.09
Viggiano1,40.334722,15.900555,04/01/2021 19:00,0.81,0.36,276.0,0.12,1.01,926.98,26.27,3.12,3.47,0.22,0.11,71.85,20.16,12.85,0.0,920.58,1.52,-58.55,1.39,5.75,0.46,80.04,3.03,0.09
Viggiano1,40.334722,15.900555,04/01/2021 20:00,0.71,0.36,302.0,0.12,0.88,926.09,27.18,1.8,2.09,0.2,0.11,72.08,19.02,11.63,0.0,919.8,0.0,-100.54,1.15,4.94,0.42,84.46,5.56,0.1
Viggiano1,40.334722,15.900555,04/01/2021 21:00,0.81,0.39,298.0,0.12,0.69,931.46,30.15,3.46,3.74,0.18,0.11,67.81,22.51,12.77,0.0,920.28,0.0,-85.65,1.32,4.99,0.37,83.81,4.95,0.1
Viggiano1,40.334722,15.900555,04/01/2021 22:00,0.92,0.38,301.0,0.12,0.87,927.57,27.24,1.68,2.0,0.21,0.11,69.94,13.21,7.39,0.0,920.3,0.0,-119.49,1.13,4.47,0.45,86.67,5.59,0.1
Viggiano1,40.334722,15.900555,04/01/2021 23:00,0.75,0.38,303.0,0.12,0.71,928.75,24.63,1.25,1.47,0.14,0.11,69.73,10.29,4.69,0.0,920.3,0.0,-125.24,0.96,4.3,0.39,87.01,6.16,0.1
Viggiano1,40.334722,15.900555,05/01/2021 00:00,0.68,0.37,307.0,0.11,0.89,920.5,24.87,0.4,0.73,0.22,0.1,72.56,13.79,6.03,0.0,920.36,0.0,-131.29,1.05,4.44,0.34,82.75,6.28,0.09
Viggiano1,40.334722,15.900555,05/01/2021 01:00,0.63,0.37,302.0,0.12,0.69,919.91,22.59,0.24,0.48,0.16,0.11,72.11,15.35,7.69,0.0,920.53,0.0,-111.59,1.35,4.53,0.3,80.34,5.67,0.1
Viggiano1,40.334722,15.900555,05/01/2021 02:00,0.48,0.34,302.0,0.11,0.87,918.07,21.61,0.23,0.49,0.17,0.1,74.4,11.32,6.32,0.0,920.63,0.0,-121.87,1.27,4.75,0.17,79.67,6.15,0.09
Viggiano1,40.334722,15.900555,05/01/2021 03:00,0.52,0.34,298.0,0.12,0.9,921.85,21.85,0.27,0.65,0.25,0.11,72.66,10.94,5.44,0.0,921.08,0.0,-82.07,1.16,4.75,0.17,81.43,5.4,0.1
Viggiano1,40.334722,15.900555,05/01/2021 04:00,0.46,0.35,307.0,0.12,0.91,920.69,21.2,0.23,0.5,0.18,0.11,-9999.0,12.97,6.74,0.0,920.94,0.0,-75.89,1.44,5.0,0.23,83.05,5.7,0.1
Viggiano1,40.334722,15.900555,05/01/2021 05:00,0.47,0.32,312.0,0.12,2.0,919.69,22.21,0.21,0.4,0.12,0.11,71.02,13.89,8.08,0.0,920.88,0.0,-93.94,1.3,4.69,0.18,83.41,4.98,0.1
Viggiano1,40.334722,15.900555,05/01/2021 06:00,0.45,0.33,325.0,0.11,2.02,919.5,21.67,0.31,0.65,0.22,0.1,69.16,20.13,10.14,0.0,920.8,0.0,-80.94,1.67,4.49,0.16,86.34,5.08,0.09
Viggiano1,40.334722,15.900555,05/01/2021 07:00,0.52,0.34,325.0,0.12,1.83,921.23,22.49,0.5,0.73,0.15,0.11,71.23,17.42,7.77,0.0,921.01,0.0,-80.68,2.09,5.08,0.16,83.97,4.8,0.1
Viggiano1,40.334722,15.900555,05/01/2021 08:00,0.55,0.35,307.0,0.11,1.97,927.75,28.78,2.67,3.22,0.36,0.1,63.0,8.08,4.34,0.0,921.73,14.97,-29.48,2.28,5.42,0.16,86.54,3.66,0.09
Viggiano1,40.334722,15.900555,05/01/2021 09:00,0.67,0.32,149.0,0.12,1.98,924.8,26.54,3.58,4.41,0.55,0.11,69.75,9.77,4.58,0.0,923.09,76.45,39.09,2.5,7.17,0.52,80.42,1.88,0.1
Viggiano1,40.334722,15.900555,05/01/2021 10:00,0.5,-9999.0,174.0,0.13,2.02,938.94,23.64,5.3,6.29,0.65,0.12,63.37,10.54,5.3,0.6,923.3,85.39,47.43,2.31,6.64,0.21,84.1,1.5,0.11
Viggiano1,40.334722,15.900555,05/01/2021 11:00,0.58,0.4,275.0,0.12,1.93,924.28,25.73,1.99,2.44,0.29,0.11,73.17,13.21,7.08,0.0,923.14,158.99,103.97,2.17,7.49,0.39,86.74,2.009,0.1
