Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,22/10/2021 21:00,0.27,279.0,7.38,5.98,2.12,48.34,,0.0,953.78,0.0,2.22,16.02,76.27,0.79
Melfi,40.983888,15.639722,22/10/2021 22:00,0.26,278.0,7.31,6.19,2.37,47.11,,0.0,953.89,0.0,2.2,15.79,77.19,0.38
Melfi,40.983888,15.639722,22/10/2021 23:00,0.22,224.0,6.69,6.07,2.57,44.84,,0.0,953.94,0.0,1.94,14.8,80.94,0.92
Melfi,40.983888,15.639722,23/10/2021 00:00,0.22,238.0,5.7,4.62,1.64,45.04,,0.0,954.0,0.0,1.53,14.01,84.36,0.78
Melfi,40.983888,15.639722,23/10/2021 01:00,0.22,225.0,3.92,3.0,0.95,49.66,,0.0,954.05,0.0,1.64,13.54,86.05,0.97
Melfi,40.983888,15.639722,23/10/2021 02:00,0.29,212.0,2.53,2.48,1.16,56.86,,0.0,954.0,0.0,1.69,13.99,85.02,1.64
Melfi,40.983888,15.639722,23/10/2021 03:00,0.31,216.0,3.09,2.82,1.21,57.54,,0.0,953.82,0.0,1.81,14.77,77.68,0.84
Melfi,40.983888,15.639722,23/10/2021 04:00,0.33,268.0,2.48,2.89,1.6,62.53,,0.0,953.58,0.0,1.8,13.75,80.3,2.39
Melfi,40.983888,15.639722,23/10/2021 05:00,0.31,283.0,4.29,5.43,3.18,66.23,,0.0,953.64,0.0,1.87,14.68,76.28,2.23
Melfi,40.983888,15.639722,23/10/2021 06:00,0.27,282.0,4.49,5.46,3.11,69.03,,0.0,953.68,0.0,1.61,14.78,74.67,2.24
Melfi,40.983888,15.639722,23/10/2021 07:00,0.33,275.0,4.11,3.98,1.82,80.28,,0.0,953.74,16.58,1.5,15.95,64.89,2.47
Melfi,40.983888,15.639722,23/10/2021 08:00,0.34,272.0,2.91,3.06,1.54,81.73,,0.0,954.46,102.86,1.97,16.61,64.019,2.15
Melfi,40.983888,15.639722,23/10/2021 09:00,0.34,283.0,4.24,4.21,1.99,80.53,,0.0,955.53,168.75,1.59,17.7,63.4,1.75
Melfi,40.983888,15.639722,23/10/2021 10:00,0.33,290.0,4.28,4.78,2.55,77.2,,0.0,955.87,341.74,1.18,18.95,59.45,1.3
Melfi,40.983888,15.639722,23/10/2021 11:00,0.32,316.0,2.91,2.85,1.33,92.74,,0.0,956.06,569.19,1.24,20.47,47.8,1.73
Melfi,40.983888,15.639722,23/10/2021 12:00,0.33,349.0,5.66,4.24,1.28,90.48,,0.0,956.3,576.73,1.39,20.03,60.12,2.009
Melfi,40.983888,15.639722,23/10/2021 13:00,0.33,6.0,4.19,3.05,0.86,95.07,,0.0,956.14,521.99,1.26,19.91,61.2,2.18
Melfi,40.983888,15.639722,23/10/2021 14:00,0.34,357.0,4.12,3.03,0.87,91.06,,0.0,955.99,282.58,1.35,19.45,64.28,1.91
Melfi,40.983888,15.639722,23/10/2021 15:00,0.36,352.0,4.6,3.63,1.22,86.95,,0.0,956.03,135.78,1.25,18.02,69.96,2.09
Melfi,40.983888,15.639722,23/10/2021 16:00,0.35,349.0,5.12,3.79,1.11,81.88,,0.0,956.33,75.62,1.13,17.06,74.91,2.44
Melfi,40.983888,15.639722,23/10/2021 17:00,0.33,351.0,5.92,4.27,1.17,75.47,,0.0,956.8,14.33,1.28,16.03,80.43,1.93
Melfi,40.983888,15.639722,23/10/2021 18:00,0.32,348.0,6.53,4.81,1.4,70.48,,0.0,957.62,0.01,1.07,15.22,86.58,1.89
Melfi,40.983888,15.639722,23/10/2021 19:00,0.32,347.0,6.93,5.96,2.34,68.12,,0.0,957.99,0.0,0.99,14.88,90.58,1.41
Melfi,40.983888,15.639722,23/10/2021 20:00,0.33,280.0,8.62,10.2,5.68,60.96,,0.0,958.18,0.0,1.28,14.65,90.97,1.06
Melfi,40.983888,15.639722,23/10/2021 21:00,0.34,347.0,8.77,8.75,4.17,61.66,,0.0,958.64,0.0,0.91,14.29,90.64,1.15
Melfi,40.983888,15.639722,23/10/2021 22:00,0.35,333.0,5.51,5.24,2.36,68.37,,0.0,959.21,0.0,0.95,14.09,92.9,1.01
Melfi,40.983888,15.639722,23/10/2021 23:00,0.35,335.0,6.44,5.91,2.54,71.38,,0.0,959.45,0.0,1.05,14.01,95.02,1.36
Melfi,40.983888,15.639722,24/10/2021 00:00,0.36,351.0,4.65,3.84,1.41,71.76,,0.0,959.13,0.0,0.89,14.05,96.37,1.7
Melfi,40.983888,15.639722,24/10/2021 01:00,0.38,353.0,4.25,3.24,1.02,67.11,,0.0,959.01,0.0,0.9,14.03,98.34,1.25
Melfi,40.983888,15.639722,24/10/2021 02:00,0.38,11.0,3.01,2.62,1.05,67.4,,0.0,958.87,0.0,0.67,13.92,99.75,1.39
Melfi,40.983888,15.639722,24/10/2021 03:00,0.38,10.0,2.13,1.96,0.84,69.6,,0.0,958.68,0.0,0.95,13.85,99.86,1.4
Melfi,40.983888,15.639722,24/10/2021 04:00,0.38,11.0,2.12,1.98,0.87,65.82,,0.0,958.41,0.0,0.71,13.74,99.87,1.48
Melfi,40.983888,15.639722,24/10/2021 05:00,0.38,11.0,2.14,1.75,0.63,60.04,,0.0,958.47,0.0,0.68,13.43,99.86,1.89
Melfi,40.983888,15.639722,24/10/2021 06:00,0.35,13.0,2.42,2.27,1.01,54.35,,0.0,958.61,0.0,0.59,13.28,99.87,1.54
Melfi,40.983888,15.639722,24/10/2021 07:00,0.37,40.0,4.56,3.93,1.54,50.35,,0.0,958.55,0.14,0.74,13.32,99.87,1.21
Melfi,40.983888,15.639722,24/10/2021 08:00,0.37,86.0,4.77,4.89,2.4,52.07,,0.0,959.18,8.55,0.75,13.16,99.86,1.95
Melfi,40.983888,15.639722,24/10/2021 09:00,0.39,87.0,4.19,4.25,2.06,48.08,,0.0,959.57,22.1,0.41,13.14,99.86,1.85
Melfi,40.983888,15.639722,24/10/2021 10:00,0.36,79.0,4.89,4.93,2.37,49.1,,0.0,959.94,35.25,0.78,13.27,99.86,2.1
Melfi,40.983888,15.639722,24/10/2021 11:00,0.36,80.0,7.71,6.84,2.81,49.93,,0.0,960.02,81.59,0.55,13.39,99.86,2.21
Melfi,40.983888,15.639722,24/10/2021 12:00,0.34,73.0,5.45,4.87,2.02,53.62,,0.0,959.57,53.22,0.73,13.56,99.87,2.46
Melfi,40.983888,15.639722,24/10/2021 13:00,0.36,67.0,4.14,3.61,1.45,60.18,,0.0,959.17,96.34,0.51,13.8,97.87,2.47
Melfi,40.983888,15.639722,24/10/2021 14:00,0.36,66.0,2.24,2.35,1.19,66.49,,0.0,958.63,70.28,0.91,14.28,81.95,2.5
Melfi,40.983888,15.639722,24/10/2021 15:00,0.35,2.0,3.37,2.72,0.95,59.02,,0.0,958.44,32.299,0.84,13.48,90.0,1.88
Melfi,40.983888,15.639722,24/10/2021 16:00,0.34,10.0,3.82,2.98,0.98,59.28,,0.0,958.14,18.3,0.91,13.46,90.24,1.75
Melfi,40.983888,15.639722,24/10/2021 17:00,0.33,72.0,3.62,3.38,1.48,64.73,,0.0,957.98,12.67,0.61,13.58,80.26,1.91
Melfi,40.983888,15.639722,24/10/2021 18:00,0.3,70.0,4.48,4.03,1.69,65.38,,0.0,958.16,0.01,0.42,13.31,86.74,1.9
Melfi,40.983888,15.639722,24/10/2021 19:00,0.31,68.0,6.27,4.91,1.63,59.98,,0.0,958.2,0.0,0.48,13.02,91.74,1.51
Melfi,40.983888,15.639722,24/10/2021 20:00,0.31,61.0,6.33,5.25,1.94,55.52,,0.0,958.42,0.0,0.49,12.83,93.85,1.35
Melfi,40.983888,15.639722,24/10/2021 21:00,0.32,53.0,4.38,3.71,1.43,59.74,,0.2,958.41,0.0,0.6,12.53,96.92,1.73
Melfi,40.983888,15.639722,24/10/2021 22:00,0.32,41.0,3.71,3.29,1.35,64.43,,0.0,958.39,0.0,0.98,11.78,99.3,1.53
Melfi,40.983888,15.639722,24/10/2021 23:00,0.32,36.0,5.15,5.41,2.72,55.08,,0.0,958.21,0.0,0.61,11.5,99.87,0.89
Melfi,40.983888,15.639722,25/10/2021 00:00,0.31,75.0,4.7,5.01,2.55,49.68,,0.0,958.1,0.0,0.79,11.09,99.71,0.88
Melfi,40.983888,15.639722,25/10/2021 01:00,0.31,118.0,5.0,7.43,4.82,42.79,,0.0,957.98,0.0,0.67,11.14,98.31,0.34
Melfi,40.983888,15.639722,25/10/2021 02:00,0.31,79.0,4.17,4.89,2.71,50.75,,0.0,957.81,0.0,0.59,11.14,94.16,0.87
Melfi,40.983888,15.639722,25/10/2021 03:00,0.31,83.0,5.26,7.46,4.72,49.53,,0.0,957.38,0.0,0.91,11.1,89.04,0.69
Melfi,40.983888,15.639722,25/10/2021 04:00,0.31,351.0,5.53,9.02,6.14,49.73,,0.0,957.11,0.0,1.01,11.05,86.46,0.66
Melfi,40.983888,15.639722,25/10/2021 05:00,0.31,317.0,6.74,12.18,8.65,40.55,,0.0,956.89,0.0,1.36,10.73,89.82,0.38
Melfi,40.983888,15.639722,25/10/2021 06:00,0.31,320.0,8.73,14.89,10.33,37.68,,0.0,956.88,0.0,1.31,10.51,91.27,0.55
Melfi,40.983888,15.639722,25/10/2021 07:00,0.3,309.0,8.14,10.21,5.96,42.55,,0.0,956.81,2.25,1.15,10.35,92.05,0.44
Melfi,40.983888,15.639722,25/10/2021 08:00,0.31,274.0,10.87,12.78,7.1,43.23,,0.0,957.06,19.26,0.87,10.46,91.77,0.73
Melfi,40.983888,15.639722,25/10/2021 09:00,0.3,239.0,12.85,13.72,7.01,43.22,,0.4,957.46,31.34,0.84,10.79,92.06,0.42
Melfi,40.983888,15.639722,25/10/2021 10:00,0.3,354.0,8.57,7.31,2.83,51.34,,0.2,957.54,56.95,0.85,10.82,93.05,0.51
Melfi,40.983888,15.639722,25/10/2021 11:00,0.29,311.0,8.04,7.31,3.11,49.1,,0.4,957.5,49.76,1.14,11.16,94.46,0.48
Melfi,40.983888,15.639722,25/10/2021 12:00,0.29,355.0,8.49,7.23,2.79,50.72,,0.4,957.5,43.86,0.74,11.15,96.2,0.63
Melfi,40.983888,15.639722,25/10/2021 13:00,0.3,354.0,10.01,7.06,1.82,48.02,,0.0,956.89,49.99,0.7,11.34,97.71,0.65
Melfi,40.983888,15.639722,25/10/2021 14:00,0.3,92.0,10.67,7.69,2.11,45.92,,0.0,956.38,47.41,0.62,12.06,98.68,0.86
Melfi,40.983888,15.639722,25/10/2021 15:00,0.3,98.0,10.54,7.18,1.66,44.27,,0.0,956.12,42.58,0.83,12.67,99.25,0.93
Melfi,40.983888,15.639722,25/10/2021 16:00,0.31,113.0,12.0,8.33,2.05,37.41,,1.0,955.95,10.76,0.7,12.67,99.27,0.78
Melfi,40.983888,15.639722,25/10/2021 17:00,0.31,99.0,13.14,8.97,2.1,38.75,,0.2,955.56,10.56,0.69,12.69,99.81,1.08
Melfi,40.983888,15.639722,25/10/2021 18:00,0.3,90.0,7.67,5.15,1.14,53.85,,0.0,955.59,0.0,0.44,12.7,99.87,1.68
Melfi,40.983888,15.639722,25/10/2021 19:00,0.3,86.0,8.46,5.66,1.23,53.04,,0.0,956.0,0.0,0.26,12.61,99.87,1.67
Melfi,40.983888,15.639722,25/10/2021 20:00,0.3,80.0,7.33,5.04,1.2,57.12,,0.0,956.05,0.0,2.6,12.53,99.88,1.44
Melfi,40.983888,15.639722,25/10/2021 21:00,0.3,93.0,6.29,4.49,1.21,61.25,,0.0,956.15,0.0,2.62,12.43,99.87,1.69
Melfi,40.983888,15.639722,25/10/2021 22:00,0.3,85.0,9.64,6.69,1.64,51.26,,0.0,956.29,0.0,0.71,12.5,99.86,0.82
Melfi,40.983888,15.639722,25/10/2021 23:00,0.29,83.0,5.28,3.92,1.16,51.64,,0.0,956.24,0.0,0.29,12.49,99.86,0.8
Melfi,40.983888,15.639722,26/10/2021 00:00,0.3,91.0,4.73,3.66,1.18,50.16,,0.0,956.05,0.0,2.42,12.47,99.87,0.98
Melfi,40.983888,15.639722,26/10/2021 01:00,0.3,87.0,4.37,3.72,1.43,55.8,,0.0,955.89,0.0,4.96,12.4,99.87,0.93
Melfi,40.983888,15.639722,26/10/2021 02:00,0.3,64.0,5.03,4.07,1.44,53.57,,0.2,955.63,0.0,5.16,12.2,99.87,0.76
Melfi,40.983888,15.639722,26/10/2021 03:00,0.3,63.0,3.83,3.15,1.14,55.85,,0.0,955.08,0.0,5.02,12.12,99.87,0.56
Melfi,40.983888,15.639722,26/10/2021 04:00,0.29,98.0,3.38,2.64,0.87,60.4,,0.4,954.84,0.0,4.56,12.04,99.87,1.05
Melfi,40.983888,15.639722,26/10/2021 05:00,0.3,91.0,3.72,2.79,0.85,57.62,,0.6,954.82,0.0,5.11,11.87,99.87,1.04
Melfi,40.983888,15.639722,26/10/2021 06:00,0.3,98.0,7.42,5.26,1.38,50.86,,0.0,954.71,0.0,5.15,11.93,99.87,1.04
Melfi,40.983888,15.639722,26/10/2021 07:00,0.29,101.0,11.54,7.75,1.71,45.9,,0.0,954.64,2.67,5.61,12.0,99.87,0.92
Melfi,40.983888,15.639722,26/10/2021 08:00,0.29,98.0,11.63,7.82,1.75,48.86,,0.0,955.06,39.78,4.33,12.33,99.87,1.16
Melfi,40.983888,15.639722,26/10/2021 09:00,0.29,85.0,6.52,4.75,1.34,57.72,,0.0,955.45,154.05,5.11,12.62,99.87,1.8
Melfi,40.983888,15.639722,26/10/2021 10:00,0.29,85.0,2.97,2.61,1.06,64.93,,0.0,955.54,452.39,2.78,13.54,99.86,2.24
Melfi,40.983888,15.639722,26/10/2021 11:00,0.29,93.0,2.64,2.64,1.26,68.46,,0.0,955.48,539.89,3.91,15.21,80.74,2.43
Melfi,40.983888,15.639722,26/10/2021 12:00,0.3,94.0,2.56,2.48,1.14,74.37,,0.0,954.97,508.32,6.42,16.05,63.94,2.16
Melfi,40.983888,15.639722,26/10/2021 13:00,0.29,86.0,2.96,2.7,1.17,80.53,,0.0,954.52,467.91,6.06,16.9,56.41,2.23
Melfi,40.983888,15.639722,26/10/2021 14:00,0.3,72.0,4.2,3.24,1.04,76.69,,0.0,954.11,235.81,6.28,16.49,60.39,1.86
Melfi,40.983888,15.639722,26/10/2021 15:00,0.3,69.0,3.6,2.95,1.07,80.03,,0.0,954.06,209.53,6.28,16.17,55.87,1.91
Melfi,40.983888,15.639722,26/10/2021 16:00,0.3,73.0,6.57,4.75,1.31,74.55,,0.0,954.33,114.57,6.32,15.35,62.29,2.09
Melfi,40.983888,15.639722,26/10/2021 17:00,0.29,94.0,9.57,7.1,2.1,64.06,,0.0,954.67,20.24,6.37,14.11,65.239,0.97
Melfi,40.983888,15.639722,26/10/2021 18:00,0.31,101.0,10.7,8.1,2.51,60.85,,0.0,955.2,0.0,5.74,13.25,68.76,0.93
Melfi,40.983888,15.639722,26/10/2021 19:00,0.29,155.0,8.55,6.73,2.26,54.88,,0.0,955.74,0.0,5.58,12.56,73.54,0.75
Melfi,40.983888,15.639722,26/10/2021 20:00,0.29,192.0,5.97,4.2,1.08,50.29,,0.0,955.99,0.0,5.56,11.86,78.35,0.58
Melfi,40.983888,15.639722,26/10/2021 21:00,0.28,202.0,6.7,5.1,1.59,47.35,,0.0,956.24,0.0,2.14,11.23,77.11,0.49
Melfi,40.983888,15.639722,26/10/2021 22:00,0.29,223.0,6.04,4.98,1.83,53.56,,0.0,956.52,0.0,2.51,11.21,75.78,0.53
Melfi,40.983888,15.639722,26/10/2021 23:00,0.28,225.0,5.44,5.32,2.49,54.39,,0.0,956.64,0.0,1.35,11.19,71.8,0.7
Melfi,40.983888,15.639722,27/10/2021 00:00,0.29,177.0,3.41,3.38,1.61,53.79,,0.0,956.64,0.0,2.67,10.96,71.83,0.6
Melfi,40.983888,15.639722,27/10/2021 01:00,0.29,223.0,1.14,1.2,0.61,60.88,,0.0,956.66,0.0,2.5,10.41,73.47,1.26
Melfi,40.983888,15.639722,27/10/2021 02:00,0.28,221.0,1.68,2.18,1.3,57.18,,0.0,956.62,0.0,2.03,10.42,81.34,1.23
Melfi,40.983888,15.639722,27/10/2021 03:00,0.28,224.0,1.15,1.24,0.65,59.97,,0.0,956.57,0.0,2.24,10.42,83.6,1.28
Melfi,40.983888,15.639722,27/10/2021 04:00,0.28,327.0,4.3,6.17,3.92,53.01,,0.0,956.67,0.0,3.24,11.0,91.41,0.85
Melfi,40.983888,15.639722,27/10/2021 05:00,0.28,283.0,4.01,5.66,3.57,51.96,,0.0,956.7,0.0,2.7,11.41,95.03,0.83
Melfi,40.983888,15.639722,27/10/2021 06:00,0.29,262.0,10.54,10.46,4.95,43.51,,0.0,956.85,0.0,1.78,10.88,96.4,1.12
Melfi,40.983888,15.639722,27/10/2021 07:00,0.28,287.0,5.6,7.43,4.5,55.75,,0.0,957.1,6.32,2.1,11.33,97.81,0.92
Melfi,40.983888,15.639722,27/10/2021 08:00,0.28,349.0,7.12,4.73,1.0,65.36,,0.0,957.61,20.27,1.61,11.61,99.2,2.34
Melfi,40.983888,15.639722,27/10/2021 09:00,0.28,351.0,6.32,4.25,0.95,62.64,,0.0,958.02,43.24,0.88,11.42,99.88,2.89
Melfi,40.983888,15.639722,27/10/2021 10:00,0.27,350.0,7.15,4.76,1.02,61.44,,0.0,958.31,66.82,1.43,11.47,99.57,2.74
Melfi,40.983888,15.639722,27/10/2021 11:00,0.27,350.0,5.47,3.94,1.08,66.69,,0.0,958.38,83.23,2.87,11.79,92.37,2.6
Melfi,40.983888,15.639722,27/10/2021 12:00,0.28,351.0,5.36,3.83,1.03,70.88,,0.0,958.21,143.14,1.66,12.68,82.73,2.84
Melfi,40.983888,15.639722,27/10/2021 13:00,0.28,350.0,8.26,5.45,1.13,66.41,,0.0,957.85,62.97,1.01,12.88,79.55,2.38
Melfi,40.983888,15.639722,27/10/2021 14:00,0.28,350.0,6.69,4.42,0.92,73.49,,0.0,957.51,86.03,0.74,13.24,69.22,2.68
Melfi,40.983888,15.639722,27/10/2021 15:00,0.27,350.0,4.46,3.19,0.86,81.78,,0.0,957.33,146.12,1.42,13.61,65.3,3.16
Melfi,40.983888,15.639722,27/10/2021 16:00,0.27,348.0,4.14,3.01,0.85,83.48,,0.0,957.22,132.41,0.91,13.4,67.12,2.9
Melfi,40.983888,15.639722,27/10/2021 17:00,0.27,345.0,4.48,3.6,1.26,76.5,,0.0,957.32,33.99,0.86,12.38,67.59,2.68
Melfi,40.983888,15.639722,27/10/2021 18:00,0.27,279.0,8.39,8.67,4.29,59.53,,0.0,957.63,0.0,0.95,10.93,75.84,1.53
Melfi,40.983888,15.639722,27/10/2021 19:00,0.27,272.0,6.54,6.46,3.05,59.61,,0.0,957.91,0.0,1.28,10.22,80.69,1.6
Melfi,40.983888,15.639722,27/10/2021 20:00,0.27,267.0,5.87,5.85,2.78,63.66,,0.0,958.14,0.0,4.72,9.99,82.61,1.86
Melfi,40.983888,15.639722,27/10/2021 21:00,0.27,266.0,6.57,7.06,3.62,67.52,,0.0,958.23,0.0,0.65,10.1,87.81,1.88
Melfi,40.983888,15.639722,27/10/2021 22:00,0.27,272.0,5.65,5.94,2.98,67.24,,0.0,958.26,0.0,0.66,10.78,89.26,1.52
Melfi,40.983888,15.639722,27/10/2021 23:00,0.26,255.0,4.78,5.08,2.58,60.77,,0.0,958.08,0.0,0.84,10.07,91.36,1.46
Melfi,40.983888,15.639722,28/10/2021 00:00,0.26,246.0,4.12,3.73,1.57,60.56,,0.0,957.87,0.0,0.63,9.62,93.45,1.31
Melfi,40.983888,15.639722,28/10/2021 01:00,0.26,258.0,4.76,5.64,3.16,61.72,,0.0,957.73,0.0,0.72,10.55,93.9,1.36
Melfi,40.983888,15.639722,28/10/2021 02:00,0.26,286.0,4.57,6.12,3.73,59.96,,0.0,957.53,0.0,0.61,10.77,92.46,1.01
Melfi,40.983888,15.639722,28/10/2021 03:00,0.26,298.0,5.36,6.57,3.77,60.54,,0.0,957.35,0.0,0.48,10.82,92.01,0.96
Melfi,40.983888,15.639722,28/10/2021 04:00,0.26,332.0,5.01,5.24,2.62,66.46,,0.0,957.07,0.0,0.63,10.79,93.58,0.78
Melfi,40.983888,15.639722,28/10/2021 05:00,0.25,325.0,6.61,7.74,4.28,58.83,,0.0,957.06,0.0,0.66,10.54,94.4,0.86
Melfi,40.983888,15.639722,28/10/2021 06:00,0.25,295.0,7.34,9.88,6.04,42.23,,0.0,957.16,0.0,2.87,10.52,95.05,0.46
Melfi,40.983888,15.639722,28/10/2021 07:00,0.25,350.0,10.4,12.53,7.1,45.23,,0.0,957.09,4.57,4.79,10.27,95.62,0.7
Melfi,40.983888,15.639722,28/10/2021 08:00,0.25,344.0,10.43,9.34,3.88,56.0,,0.0,957.3,67.97,3.0,10.79,96.16,0.39
Melfi,40.983888,15.639722,28/10/2021 09:00,0.25,347.0,6.92,5.39,1.77,69.08,,0.0,957.5,250.39,2.44,11.56,91.77,1.04
Melfi,40.983888,15.639722,28/10/2021 10:00,-9999.0,357.0,4.78,3.89,1.4,71.96,,0.0,957.48,369.12,3.26,12.5,79.77,1.39
Melfi,40.983888,15.639722,28/10/2021 11:00,1.2,11.0,3.68,3.03,1.11,72.29,,0.0,957.29,466.65,-9999.0,14.1,68.04,0.97
Melfi,40.983888,15.639722,28/10/2021 12:00,0.62,93.0,1.51,1.48,0.7,82.63,,0.0,957.23,487.26,-9999.0,14.51,59.94,1.6
Melfi,40.983888,15.639722,28/10/2021 13:00,0.23,83.0,2.26,2.06,0.88,85.87,,0.0,956.52,558.74,4.29,15.28,59.2,1.61
Melfi,40.983888,15.639722,28/10/2021 14:00,0.24,107.0,2.27,1.92,0.74,88.92,,0.0,955.81,468.23,1.84,15.82,57.51,1.46
Melfi,40.983888,15.639722,28/10/2021 15:00,0.28,89.0,3.45,3.11,1.31,85.37,,0.0,955.31,376.59,4.89,16.14,56.36,1.54
Melfi,40.983888,15.639722,28/10/2021 16:00,0.27,84.0,4.99,3.83,1.22,82.38,,0.0,955.04,200.46,1.01,15.93,55.4,0.97
Melfi,40.983888,15.639722,28/10/2021 17:00,0.23,204.0,9.65,6.95,1.9,60.01,,0.0,955.13,30.78,0.21,13.36,67.1,0.96
Melfi,40.983888,15.639722,28/10/2021 18:00,0.25,198.0,9.23,6.81,1.99,46.42,,0.0,955.26,0.0,0.74,9.85,82.83,1.07
Melfi,40.983888,15.639722,28/10/2021 19:00,0.23,225.0,10.28,7.54,2.17,49.75,,0.0,955.49,0.0,4.23,9.97,86.93,1.17
Melfi,40.983888,15.639722,28/10/2021 20:00,0.26,279.0,8.92,8.58,3.93,46.45,,0.0,955.54,0.0,4.15,10.87,92.69,0.83
Melfi,40.983888,15.639722,28/10/2021 21:00,0.31,270.0,10.66,11.88,6.3,52.68,,0.0,955.55,0.0,0.79,11.01,94.46,0.65
Melfi,40.983888,15.639722,28/10/2021 22:00,0.27,240.0,7.52,10.29,6.37,43.18,,0.0,955.55,0.0,0.66,10.37,95.58,0.81
Melfi,40.983888,15.639722,28/10/2021 23:00,0.24,219.0,4.94,5.75,3.17,47.61,,0.0,955.42,0.0,0.38,9.96,96.71,0.79
Melfi,40.983888,15.639722,29/10/2021 00:00,0.24,195.0,3.41,3.94,2.17,45.72,,0.0,955.14,0.0,0.37,9.6,97.04,0.59
Melfi,40.983888,15.639722,29/10/2021 01:00,0.25,169.0,4.21,9.66,7.47,36.42,,0.0,954.81,0.0,0.17,8.21,97.43,0.73
Melfi,40.983888,15.639722,29/10/2021 02:00,0.26,175.0,3.89,7.42,5.4,39.16,,0.0,954.47,0.0,0.64,7.41,97.82,0.84
Melfi,40.983888,15.639722,29/10/2021 03:00,0.27,109.0,7.52,8.76,4.82,40.22,,0.0,954.15,0.0,0.21,8.39,98.68,0.64
Melfi,40.983888,15.639722,29/10/2021 04:00,0.27,116.0,8.52,7.58,3.13,44.81,,0.0,953.76,0.0,0.11,8.31,98.03,0.84
Melfi,40.983888,15.639722,29/10/2021 05:00,0.27,111.0,6.14,5.87,2.66,67.1,,0.0,953.67,0.0,0.14,9.57,95.41,1.36
Melfi,40.983888,15.639722,29/10/2021 06:00,0.29,114.0,13.61,18.22,11.1,32.26,,0.0,953.42,0.0,0.47,9.45,90.82,0.33
Melfi,40.983888,15.639722,29/10/2021 07:00,0.27,92.0,14.49,11.09,3.51,49.25,,0.0,953.32,4.12,1.31,9.61,93.73,1.25
Melfi,40.983888,15.639722,29/10/2021 08:00,0.31,93.0,11.01,7.68,1.93,58.71,,0.0,953.54,43.13,0.13,9.81,97.32,1.72
Melfi,40.983888,15.639722,29/10/2021 09:00,0.27,85.0,6.31,4.89,1.59,71.73,,0.0,953.73,176.03,3.07,10.27,99.14,2.32
Melfi,40.983888,15.639722,29/10/2021 10:00,0.26,85.0,4.59,3.82,1.42,75.21,,0.0,953.85,304.49,3.85,11.23,94.54,2.43
Melfi,40.983888,15.639722,29/10/2021 11:00,0.23,91.0,2.03,1.88,0.82,82.65,,0.0,953.76,541.26,3.65,13.05,75.64,3.45
Melfi,40.983888,15.639722,29/10/2021 12:00,0.23,94.0,2.94,2.64,1.11,80.39,,0.0,953.51,393.96,3.65,13.42,70.72,2.81
Melfi,40.983888,15.639722,29/10/2021 13:00,0.23,80.0,2.93,2.51,0.98,85.3,,0.0,952.95,434.24,3.75,13.98,70.32,2.0
Melfi,40.983888,15.639722,29/10/2021 14:00,0.24,85.0,3.62,3.07,1.18,83.09,,0.0,952.33,222.18,2.82,14.27,70.62,1.98
Melfi,40.983888,15.639722,29/10/2021 15:00,0.24,78.0,4.82,3.71,1.19,79.77,,0.0,952.11,149.07,2.67,14.09,72.73,1.87
Melfi,40.983888,15.639722,29/10/2021 16:00,0.25,31.0,8.5,6.12,1.67,76.13,,0.0,952.14,61.35,1.28,13.89,73.58,0.93
Melfi,40.983888,15.639722,29/10/2021 17:00,0.25,86.0,10.82,7.19,1.53,73.36,,0.0,952.12,11.5,2.48,13.33,77.83,1.36
Melfi,40.983888,15.639722,29/10/2021 18:00,0.25,85.0,12.63,8.95,2.34,70.35,,0.0,952.29,0.0,2.86,12.77,82.72,1.35
Melfi,40.983888,15.639722,29/10/2021 19:00,0.26,82.0,12.05,7.76,1.46,66.77,,0.0,952.63,0.0,1.72,12.42,88.37,0.82
Melfi,40.983888,15.639722,29/10/2021 20:00,0.27,111.0,11.04,8.53,2.76,66.65,,0.0,952.94,0.0,0.96,11.96,93.4,0.32
Melfi,40.983888,15.639722,29/10/2021 21:00,0.26,357.0,8.71,8.2,3.64,63.57,,0.0,953.13,0.0,1.34,11.8,94.52,0.38
Melfi,40.983888,15.639722,29/10/2021 22:00,0.28,214.0,8.37,11.2,6.83,43.56,,0.0,953.47,0.0,1.84,11.19,93.87,0.48
Melfi,40.983888,15.639722,29/10/2021 23:00,0.29,224.0,9.12,10.62,5.85,46.1,,0.0,953.53,0.0,1.65,11.14,93.62,0.32
Melfi,40.983888,15.639722,30/10/2021 00:00,0.3,103.0,5.6,4.39,1.46,52.59,,0.0,953.54,0.0,0.61,10.82,95.48,0.93
Melfi,40.983888,15.639722,30/10/2021 01:00,0.31,108.0,4.42,3.66,1.35,61.24,,0.0,953.42,0.0,1.12,11.07,97.17,1.12
Melfi,40.983888,15.639722,30/10/2021 02:00,0.31,20.0,7.25,12.73,8.96,39.95,,0.0,953.23,0.0,2.44,10.87,97.6,0.39
