Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,16/02/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,0.93,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,16/02/2021 21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,0.93,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,16/02/2021 22:00,1.79,0.52,22.99,0.08,4.99,0.03,1.88,0.05,9.73,7.36,2.78,0.02,68.31,0.02,,0.0,955.5,1.0,10.82,1.29,0.87,61.74,0.8
Viggiano,40.313888,15.904444,16/02/2021 23:00,1.92,0.62,21.25,0.05,3.45,0.01,1.91,0.06,6.63,5.37,2.41,0.01,60.14,0.02,,0.0,955.01,1.01,9.38,-0.24,0.88,68.52,0.77
Viggiano,40.313888,15.904444,17/02/2021 00:00,2.24,0.49,43.31,0.08,2.72,0.02,1.87,0.05,3.57,3.83,2.47,0.02,62.79,0.01,,0.0,954.54,0.91,10.52,-0.6,1.12,71.44,0.79
Viggiano,40.313888,15.904444,17/02/2021 01:00,1.52,0.48,317.54,0.01,3.31,0.01,1.86,0.06,2.77,3.25,2.3,0.02,55.02,0.05,,0.0,954.2,1.05,8.83,-1.41,0.67,76.61,0.56
Viggiano,40.313888,15.904444,17/02/2021 02:00,1.41,0.48,0.24,0.01,3.13,0.02,1.89,0.06,2.62,3.66,2.79,0.03,50.37,0.12,,0.0,953.91,1.04,10.88,-1.87,0.7,80.39,0.6
Viggiano,40.313888,15.904444,17/02/2021 03:00,1.16,0.43,44.13,0.01,6.11,0.01,1.86,0.06,2.79,3.26,2.3,0.01,64.7,0.02,,0.0,953.56,1.2,10.56,0.49,0.61,74.96,0.69
Viggiano,40.313888,15.904444,17/02/2021 04:00,1.12,0.39,45.22,0.02,3.9,0.01,1.85,0.06,2.09,3.35,2.76,0.02,120.05,0.01,,0.0,953.23,1.01,10.37,1.7,0.44,74.87,0.85
Viggiano,40.313888,15.904444,17/02/2021 05:00,1.04,0.34,66.86,0.04,4.09,0.01,1.83,0.06,2.7,3.16,2.25,0.01,100.67,0.08,,0.0,952.95,1.02,9.27,3.03,0.36,73.75,0.95
Viggiano,40.313888,15.904444,17/02/2021 06:00,0.97,0.32,45.25,0.03,4.47,0.01,1.84,0.07,5.99,5.19,2.56,0.02,78.08,0.01,,0.0,952.64,1.17,10.22,3.93,0.29,73.72,0.96
Viggiano,40.313888,15.904444,17/02/2021 07:00,1.0,0.31,44.62,0.01,5.6,0.02,1.85,0.07,6.26,5.39,2.61,0.01,70.04,0.01,,0.0,952.35,1.4,9.74,4.29,0.3,75.35,0.88
Viggiano,40.313888,15.904444,17/02/2021 08:00,1.01,0.3,227.39,0.08,3.63,0.01,1.85,0.07,17.19,12.87,4.4,0.01,109.44,0.02,,0.0,952.37,21.55,12.21,5.16,0.28,74.67,1.84
Viggiano,40.313888,15.904444,17/02/2021 09:00,1.07,0.27,226.26,0.02,3.18,0.01,1.82,0.08,19.28,18.27,8.71,0.01,72.25,0.02,,0.0,952.41,72.74,11.17,6.1,0.36,73.72,3.91
Viggiano,40.313888,15.904444,17/02/2021 10:00,1.07,0.27,225.56,0.05,3.07,0.02,1.79,0.08,5.09,5.01,2.85,0.02,94.64,0.08,,0.0,952.39,100.18,9.11,7.08,0.45,69.6,4.3
Viggiano,40.313888,15.904444,17/02/2021 11:00,1.04,0.26,224.95,0.02,2.32,0.01,1.78,0.08,5.47,5.61,3.25,0.01,68.11,0.01,,0.0,952.52,113.93,10.22,7.53,0.26,68.21,4.1
Viggiano,40.313888,15.904444,17/02/2021 12:00,1.02,-9999.0,225.1,0.02,3.0,0.01,-9999.0,-9999.0,4.67,4.82,2.88,0.01,103.3,0.01,,0.0,952.54,116.4,13.29,7.85,0.24,67.77,3.85
Viggiano,40.313888,15.904444,17/02/2021 13:00,1.06,0.25,225.32,0.03,3.1,0.01,1.77,0.08,-9999.0,-9999.0,-9999.0,0.01,74.64,0.01,,0.0,951.9,129.58,9.36,8.15,0.22,67.09,4.24
Viggiano,40.313888,15.904444,17/02/2021 14:00,1.04,0.3,246.71,0.01,3.83,0.01,1.78,0.1,21.93,19.79,8.85,0.01,65.89,0.01,,0.0,951.57,97.43,11.46,8.64,0.25,66.47,3.71
Viggiano,40.313888,15.904444,17/02/2021 15:00,1.3,0.28,314.3,0.05,2.86,0.01,1.77,0.1,12.72,12.36,6.21,0.01,98.04,0.03,,0.0,951.35,84.63,10.77,7.93,0.74,70.02,4.69
Viggiano,40.313888,15.904444,17/02/2021 16:00,1.26,0.25,314.93,0.05,3.7,0.01,1.76,0.1,9.06,8.13,3.91,0.01,77.23,0.03,,0.0,951.26,76.06,10.94,8.109,0.57,66.97,4.08
Viggiano,40.313888,15.904444,17/02/2021 17:00,1.13,0.26,314.53,0.01,3.2,0.01,1.75,0.08,4.34,4.85,3.08,0.01,101.87,0.01,,0.0,951.31,23.29,9.56,7.71,0.35,66.16,5.71
Viggiano,40.313888,15.904444,17/02/2021 18:00,1.07,0.28,314.74,0.02,2.029,0.01,1.76,0.08,5.45,4.82,2.47,0.01,94.52,0.02,,0.0,951.75,1.35,9.21,7.29,0.33,67.78,4.36
Viggiano,40.313888,15.904444,17/02/2021 19:00,1.02,0.29,313.99,0.03,3.21,0.04,1.77,0.08,6.63,5.72,2.76,0.02,111.64,0.02,,0.0,952.05,0.75,9.07,7.12,0.41,69.44,4.77
Viggiano,40.313888,15.904444,17/02/2021 20:00,1.28,0.32,315.86,0.09,2.7,0.02,1.78,0.08,5.18,4.2,2.0,0.01,85.35,0.07,,0.0,952.19,0.88,9.82,6.4,0.56,74.94,3.57
Viggiano,40.313888,15.904444,17/02/2021 21:00,1.41,0.4,65.129,0.12,2.75,0.05,1.79,0.08,6.21,5.52,2.77,0.01,94.73,0.12,,0.0,952.3,0.93,9.77,5.09,0.64,80.14,1.33
Viggiano,40.313888,15.904444,17/02/2021 22:00,1.69,0.39,23.65,0.17,2.64,0.08,1.79,0.07,2.88,3.63,2.63,0.02,100.42,0.15,,0.0,952.42,0.74,9.29,3.57,0.79,80.74,1.61
Viggiano,40.313888,15.904444,17/02/2021 23:00,1.5,0.4,23.76,0.07,3.17,0.01,1.8,0.06,2.39,3.1,2.35,0.01,116.15,0.03,,0.0,952.55,0.94,8.36,2.57,0.61,82.73,1.77
Viggiano,40.313888,15.904444,18/02/2021 00:00,1.19,0.39,67.78,0.11,2.89,0.01,1.85,0.06,10.99,11.8,6.56,0.01,101.12,0.11,,0.0,952.6,0.99,9.23,2.44,0.62,84.19,1.15
Viggiano,40.313888,15.904444,18/02/2021 01:00,1.31,0.42,181.22,0.03,2.68,0.01,1.91,0.07,8.23,6.66,2.87,0.01,115.0,0.08,,0.0,952.66,0.99,9.24,1.67,0.6,88.87,0.5
Viggiano,40.313888,15.904444,18/02/2021 02:00,1.46,0.42,135.46,0.13,3.57,0.04,1.89,0.06,3.06,3.39,2.29,0.03,92.62,0.06,,0.0,952.6,1.0,8.08,1.63,0.74,90.49,0.6
Viggiano,40.313888,15.904444,18/02/2021 03:00,1.28,0.43,112.62,0.03,3.16,0.02,1.93,0.06,2.34,3.57,2.84,0.01,110.45,0.1,,0.0,952.44,0.99,8.93,1.3,0.64,91.13,0.84
Viggiano,40.313888,15.904444,18/02/2021 04:00,1.36,0.45,46.18,0.01,2.34,0.01,1.93,0.06,2.93,3.23,2.2,0.01,105.3,0.06,,0.0,952.32,0.97,8.77,0.29,0.65,94.04,0.49
Viggiano,40.313888,15.904444,18/02/2021 05:00,1.49,0.4,46.26,0.01,3.06,0.01,1.89,0.06,2.5,2.9,2.1,0.02,108.01,0.04,,0.0,952.4,0.87,8.44,-0.3,0.76,94.95,0.78
Viggiano,40.313888,15.904444,18/02/2021 06:00,1.33,0.39,0.67,0.01,3.02,0.01,1.95,0.06,7.28,7.45,4.15,0.02,81.73,0.01,,0.0,952.62,0.84,8.66,-0.3,0.64,96.16,1.23
Viggiano,40.313888,15.904444,18/02/2021 07:00,1.24,0.42,-9999.0,0.01,3.55,0.08,2.0,0.06,8.86,7.72,3.59,0.04,81.04,0.16,,0.0,953.03,1.79,8.45,-0.74,1.14,96.17,-9999.0
Viggiano,40.313888,15.904444,18/02/2021 08:00,1.24,0.45,45.1,0.07,3.37,0.02,2.029,0.07,9.78,8.08,3.47,0.02,108.9,0.04,,0.0,953.64,23.06,8.14,0.45,0.87,96.88,0.43
Viggiano,40.313888,15.904444,18/02/2021 09:00,1.49,0.51,156.63,0.07,2.59,0.05,2.1,0.09,15.77,17.09,9.36,0.02,173.47,0.02,,0.0,954.01,72.63,9.34,1.83,0.98,95.86,0.7
Viggiano,40.313888,15.904444,18/02/2021 10:00,-9999.0,0.42,135.13,-9999.0,3.72,-9999.0,2.04,0.11,10.72,10.28,5.18,-9999.0,149.52,-9999.0,,0.0,954.21,190.17,10.91,4.13,-9999.0,87.7,0.58
Viggiano,40.313888,15.904444,18/02/2021 11:00,-9999.0,-9999.0,202.1,-9999.0,3.99,-9999.0,-9999.0,-9999.0,13.94,14.23,7.45,-9999.0,52.11,-9999.0,,0.4,954.27,279.56,12.34,7.08,-9999.0,71.73,0.97
Viggiano,40.313888,15.904444,18/02/2021 12:00,-9999.0,0.32,335.77,-9999.0,4.68,-9999.0,1.9,0.18,11.63,10.34,4.77,-9999.0,56.86,-9999.0,,0.0,953.64,461.36,14.05,10.44,-9999.0,58.68,1.06
Viggiano,40.313888,15.904444,18/02/2021 13:00,-9999.0,0.17,135.42,-9999.0,3.45,-9999.0,1.8,0.07,1.26,2.31,2.17,-9999.0,77.61,-9999.0,,0.0,953.07,505.1,9.62,11.8,-9999.0,49.68,2.55
Viggiano,40.313888,15.904444,18/02/2021 14:00,0.78,0.14,156.89,0.04,2.52,0.01,1.79,0.07,0.49,2.15,2.44,0.0,80.36,0.02,,0.0,952.63,186.63,10.17,12.66,0.0,46.56,2.7
Viggiano,40.313888,15.904444,18/02/2021 15:00,0.68,-9999.0,135.59,0.03,2.78,0.01,-9999.0,-9999.0,0.42,2.14,2.49,0.01,83.41,0.01,,0.0,952.59,236.66,10.44,13.0,0.27,46.1,2.94
Viggiano,40.313888,15.904444,18/02/2021 16:00,0.68,0.15,135.55,0.01,3.51,0.01,1.8,0.09,-9999.0,-9999.0,-9999.0,0.01,83.76,0.01,,0.0,952.6,322.61,7.59,13.14,0.26,45.3,2.75
Viggiano,40.313888,15.904444,18/02/2021 17:00,0.7,0.2,158.39,0.02,2.07,0.0,1.8,0.09,1.08,2.6,2.53,0.0,84.05,0.01,,0.0,952.81,102.17,9.46,12.73,0.21,45.42,2.06
Viggiano,40.313888,15.904444,18/02/2021 18:00,0.69,0.23,114.06,0.01,3.06,0.01,1.8,0.09,0.98,2.27,2.25,0.01,81.14,0.01,,0.0,953.16,5.58,7.64,10.61,0.18,52.74,2.12
Viggiano,40.313888,15.904444,18/02/2021 19:00,0.76,0.33,22.68,0.01,2.67,0.01,1.82,0.09,5.99,5.61,2.98,0.0,61.74,0.01,,0.0,953.78,1.72,9.24,7.96,0.18,61.16,1.16
Viggiano,40.313888,15.904444,18/02/2021 20:00,1.24,0.33,24.0,0.02,3.3,0.02,1.83,0.09,1.48,2.59,2.32,0.01,64.15,0.05,,0.0,954.2,1.66,8.7,6.16,0.45,67.49,1.96
Viggiano,40.313888,15.904444,18/02/2021 21:00,0.99,0.36,23.32,0.03,2.76,0.02,1.84,0.09,1.35,2.44,2.24,0.01,59.97,0.02,,0.0,954.51,1.61,8.95,4.84,0.28,73.25,2.009
Viggiano,40.313888,15.904444,18/02/2021 22:00,1.22,0.36,21.65,0.03,2.44,0.01,1.84,0.09,1.55,2.91,2.59,0.01,57.4,0.01,,0.0,954.82,1.71,9.18,4.17,0.32,75.4,1.44
Viggiano,40.313888,15.904444,18/02/2021 23:00,1.01,0.38,23.85,0.05,3.13,0.01,1.85,0.09,1.66,2.52,2.15,0.01,50.48,0.01,,0.0,954.87,1.64,8.28,3.01,0.36,80.35,1.12
Viggiano,40.313888,15.904444,19/02/2021 00:00,1.01,0.46,359.23,0.09,2.82,0.0,1.88,0.09,3.47,3.62,2.31,0.01,44.59,0.01,,0.0,954.98,1.65,9.65,2.07,0.42,86.27,0.61
Viggiano,40.313888,15.904444,19/02/2021 01:00,1.6,0.52,0.7,0.1,3.06,0.01,1.93,0.1,3.56,3.89,2.53,0.02,39.06,0.04,,0.0,955.2,1.77,11.83,1.43,0.62,89.04,0.63
Viggiano,40.313888,15.904444,19/02/2021 02:00,1.75,0.44,23.88,0.11,3.45,0.01,1.88,0.09,1.94,2.94,2.43,0.02,36.27,0.05,,0.0,955.36,2.029,8.79,0.65,0.78,90.46,0.55
Viggiano,40.313888,15.904444,19/02/2021 03:00,1.07,0.64,336.78,0.03,2.25,0.02,2.04,0.1,4.4,4.48,2.68,0.02,29.76,0.03,,0.0,955.22,1.92,12.89,0.28,0.48,93.91,0.87
Viggiano,40.313888,15.904444,19/02/2021 04:00,1.88,0.61,227.46,0.11,2.63,0.05,2.09,0.1,5.2,4.56,2.34,0.0,27.67,0.01,,0.0,955.31,1.84,14.29,-0.17,1.06,95.55,0.38
Viggiano,40.313888,15.904444,19/02/2021 05:00,1.8,0.63,316.64,0.31,2.77,0.07,2.18,0.1,5.69,4.75,2.28,0.01,21.96,0.1,,0.0,955.25,1.93,13.53,-0.68,1.28,96.38,0.84
Viggiano,40.313888,15.904444,19/02/2021 06:00,1.89,0.52,47.21,0.29,3.01,0.09,2.11,0.09,6.51,9.08,6.18,0.03,20.68,0.18,,0.0,955.43,1.87,12.13,-1.01,1.33,97.03,0.54
Viggiano,40.313888,15.904444,19/02/2021 07:00,1.37,0.56,358.9,0.1,3.25,0.05,2.0,0.1,12.71,16.23,10.09,0.01,13.3,0.02,,0.0,955.73,4.85,10.82,-1.54,0.91,96.87,0.62
Viggiano,40.313888,15.904444,19/02/2021 08:00,1.24,0.64,359.66,0.12,3.46,0.04,2.06,0.11,14.27,15.35,8.39,0.01,12.24,0.15,,0.0,956.03,83.81,11.01,0.26,0.9,93.6,0.94
Viggiano,40.313888,15.904444,19/02/2021 09:00,1.6,0.55,314.38,0.23,3.51,0.13,2.07,0.13,11.64,14.67,9.09,0.0,23.83,0.19,,0.0,956.05,227.59,10.16,3.6,1.58,82.03,0.81
Viggiano,40.313888,15.904444,19/02/2021 10:00,1.83,0.38,315.97,0.07,2.71,0.18,1.96,0.11,6.77,7.71,4.67,0.0,48.45,0.05,,0.0,955.94,373.67,11.5,7.49,1.5,68.42,1.04
Viggiano,40.313888,15.904444,19/02/2021 11:00,1.25,0.28,314.8,0.14,5.11,0.22,1.89,0.11,5.49,5.93,3.56,0.01,64.82,0.05,,0.0,955.77,499.71,10.97,11.77,1.08,53.0,2.39
Viggiano,40.313888,15.904444,19/02/2021 12:00,0.96,0.21,315.58,0.07,3.42,0.13,1.83,0.09,4.79,5.39,3.39,0.01,78.58,0.03,,0.0,955.77,583.44,11.39,13.85,0.37,42.31,2.79
Viggiano,40.313888,15.904444,19/02/2021 13:00,0.64,0.22,315.27,0.06,15.87,0.01,1.84,0.11,4.14,4.76,3.1,0.01,81.29,0.03,,0.0,955.51,601.5,21.68,14.58,0.39,40.34,3.31
Viggiano,40.313888,15.904444,19/02/2021 14:00,0.79,-9999.0,315.43,0.01,9.07,0.01,-9999.0,-9999.0,3.52,4.21,2.88,0.01,83.81,0.01,,0.0,954.84,223.9,14.53,15.46,0.34,40.1,2.7
Viggiano,40.313888,15.904444,19/02/2021 15:00,0.77,0.18,315.04,0.01,2.54,0.01,1.81,0.1,-9999.0,-9999.0,-9999.0,0.01,85.1,0.01,,0.0,954.38,171.3,10.92,15.85,0.31,40.07,2.57
Viggiano,40.313888,15.904444,19/02/2021 16:00,0.71,0.22,225.97,0.01,3.36,0.04,1.81,0.12,12.57,11.18,5.12,0.01,71.83,0.01,,0.0,954.47,239.73,11.9,15.82,0.27,42.76,3.0
Viggiano,40.313888,15.904444,19/02/2021 17:00,0.87,0.2,226.35,0.02,3.31,0.01,1.8,0.16,10.48,9.19,4.22,0.01,68.74,0.01,,0.0,954.53,83.8,10.48,14.2,0.26,50.82,3.18
Viggiano,40.313888,15.904444,19/02/2021 18:00,0.96,0.2,337.38,0.02,3.64,0.01,1.82,0.19,7.46,6.34,2.94,0.01,67.0,0.01,,0.0,954.92,6.39,8.76,11.94,0.26,59.71,1.31
Viggiano,40.313888,15.904444,19/02/2021 19:00,1.09,0.27,43.86,0.05,3.02,0.08,1.83,0.14,3.88,3.87,2.34,0.01,64.79,0.06,,0.0,955.49,1.52,8.2,9.29,0.44,68.13,1.17
Viggiano,40.313888,15.904444,19/02/2021 20:00,1.53,0.29,24.1,0.01,3.53,0.03,1.84,0.12,2.35,3.0,2.27,0.01,55.71,0.01,,0.0,955.9,1.38,8.16,7.16,0.5,74.17,1.63
Viggiano,40.313888,15.904444,19/02/2021 21:00,1.35,0.36,24.2,0.02,3.51,0.01,1.85,0.11,1.91,3.17,2.67,0.01,52.97,0.01,,0.0,955.99,1.69,7.35,6.07,0.44,77.61,1.53
Viggiano,40.313888,15.904444,19/02/2021 22:00,2.15,0.39,2.69,0.1,2.71,0.01,1.87,0.12,5.2,5.06,2.85,0.01,42.82,0.01,,0.0,956.04,1.82,9.46,4.88,0.63,83.05,0.94
Viggiano,40.313888,15.904444,19/02/2021 23:00,2.17,0.32,44.1,0.07,2.75,0.1,1.87,0.1,3.03,3.26,2.18,0.01,40.3,0.05,,0.0,956.03,1.84,8.69,3.78,0.95,86.2,0.78
Viggiano,40.313888,15.904444,20/02/2021 00:00,1.65,0.42,1.18,0.11,3.19,0.02,1.98,0.1,5.03,4.44,2.31,0.01,32.18,0.03,,0.0,955.85,1.76,8.63,2.73,0.7,91.16,0.55
Viggiano,40.313888,15.904444,20/02/2021 01:00,1.91,0.33,22.71,0.15,3.09,0.04,1.92,0.1,3.87,3.99,2.47,0.0,29.07,0.01,,0.0,955.76,1.85,9.02,1.84,0.95,92.81,0.4
Viggiano,40.313888,15.904444,20/02/2021 02:00,1.2,0.4,42.72,0.07,3.23,0.02,1.97,0.1,7.2,6.42,3.16,0.01,22.17,0.05,,0.0,955.57,1.72,13.08,1.19,0.59,95.06,0.21
Viggiano,40.313888,15.904444,20/02/2021 03:00,1.39,0.46,359.27,0.18,2.68,0.04,2.12,0.1,6.71,6.0,3.0,0.01,21.27,0.08,,0.0,955.23,1.67,13.55,0.68,0.74,96.38,0.64
Viggiano,40.313888,15.904444,20/02/2021 04:00,1.88,0.49,224.03,0.28,2.47,0.11,2.11,0.1,5.76,5.11,2.61,0.03,24.47,0.23,,0.0,955.14,1.63,13.62,0.85,1.33,97.55,0.73
Viggiano,40.313888,15.904444,20/02/2021 05:00,1.95,0.49,336.65,0.18,2.87,0.09,2.14,0.13,9.3,8.6,4.24,0.03,16.96,0.15,,0.0,955.3,1.74,14.11,0.12,1.16,98.0,1.04
Viggiano,40.313888,15.904444,20/02/2021 06:00,1.95,0.41,336.66,0.29,3.07,0.06,2.02,0.11,10.64,9.56,4.5,0.06,19.32,0.22,,0.0,955.26,1.92,14.37,0.19,1.44,98.46,0.62
Viggiano,40.313888,15.904444,20/02/2021 07:00,1.63,0.37,91.01,0.23,2.62,0.06,2.009,0.11,8.48,7.49,3.56,0.01,17.05,0.16,,0.0,955.54,2.91,14.91,-0.44,1.22,98.01,0.37
Viggiano,40.313888,15.904444,20/02/2021 08:00,1.79,0.4,179.79,0.4,3.39,0.21,1.96,0.12,11.49,12.17,6.67,0.11,17.87,0.44,,0.0,955.82,74.52,13.17,1.12,2.3,95.43,0.24
Viggiano,40.313888,15.904444,20/02/2021 09:00,1.37,0.33,201.15,0.29,3.64,0.09,2.2,0.12,10.26,12.34,7.48,0.01,21.82,0.25,,0.0,956.2,230.68,11.95,5.6,1.25,78.49,0.54
Viggiano,40.313888,15.904444,20/02/2021 10:00,1.41,0.28,135.6,0.14,5.03,0.07,2.05,0.13,10.39,10.94,6.02,0.0,44.02,0.06,,0.0,956.3,378.77,14.6,9.45,1.03,63.57,0.67
Viggiano,40.313888,15.904444,20/02/2021 11:00,1.22,0.25,134.99,0.04,7.49,0.09,1.98,0.13,11.59,10.9,5.35,0.0,59.99,0.01,,0.0,955.99,506.13,26.63,13.26,0.6,50.59,0.91
Viggiano,40.313888,15.904444,20/02/2021 12:00,1.08,0.18,111.7,0.04,4.27,0.03,1.88,0.1,5.3,5.85,3.58,0.01,78.65,0.02,,0.0,955.65,591.85,19.76,15.55,0.54,37.55,1.66
Viggiano,40.313888,15.904444,20/02/2021 13:00,0.58,-9999.0,134.37,0.01,3.83,0.01,-9999.0,-9999.0,1.4,2.85,2.61,0.01,85.88,0.01,,0.0,954.85,612.6,10.12,17.38,0.21,32.18,1.43
Viggiano,40.313888,15.904444,20/02/2021 14:00,0.54,0.23,180.12,0.02,2.93,0.02,1.79,0.1,-9999.0,-9999.0,-9999.0,0.01,82.5,0.01,,0.0,954.12,204.31,10.61,18.77,0.23,27.02,2.09
Viggiano,40.313888,15.904444,20/02/2021 15:00,0.59,0.25,223.61,0.01,4.27,0.01,1.79,0.09,4.1,4.66,3.02,0.0,84.44,0.01,,0.0,953.68,172.08,8.48,18.99,0.15,28.78,2.97
Viggiano,40.313888,15.904444,20/02/2021 16:00,0.65,0.27,135.33,0.01,2.68,0.01,1.78,0.21,1.48,2.49,2.21,0.01,85.03,0.01,,0.0,953.68,262.5,10.75,16.88,0.13,43.59,4.93
Viggiano,40.313888,15.904444,20/02/2021 17:00,1.02,0.27,135.67,0.01,3.09,0.01,1.78,0.35,1.37,2.52,2.3,0.0,84.18,0.01,,0.0,953.99,84.97,9.45,15.19,0.17,52.2,4.36
Viggiano,40.313888,15.904444,20/02/2021 18:00,1.2,0.28,133.46,0.02,2.57,0.0,1.78,0.32,1.59,2.64,2.31,0.01,84.77,0.01,,0.0,954.38,7.27,8.57,12.54,0.19,61.49,3.47
Viggiano,40.313888,15.904444,20/02/2021 19:00,1.3,0.34,112.55,0.02,2.65,0.01,1.79,0.28,2.08,2.8,2.21,0.01,85.71,0.01,,0.0,955.15,1.64,8.44,11.11,0.24,65.53,2.8
Viggiano,40.313888,15.904444,20/02/2021 20:00,1.46,0.38,91.07,0.01,3.03,0.02,1.8,0.16,2.71,3.28,2.37,0.0,75.31,0.01,,0.0,955.52,1.56,7.8,9.83,0.26,68.43,1.07
Viggiano,40.313888,15.904444,20/02/2021 21:00,1.43,0.41,91.48,0.01,2.7,0.01,1.81,0.15,2.75,3.2,2.26,0.01,71.55,0.01,,0.0,955.83,1.52,8.95,8.18,0.33,76.73,1.12
Viggiano,40.313888,15.904444,20/02/2021 22:00,1.65,0.39,45.18,0.02,2.59,0.03,1.82,0.15,2.05,3.11,2.54,0.01,68.01,0.01,,0.0,956.26,1.71,10.32,7.56,0.44,80.42,1.13
Viggiano,40.313888,15.904444,20/02/2021 23:00,1.53,0.43,21.69,0.01,4.11,0.01,1.83,0.27,12.22,8.95,3.08,0.01,44.99,0.01,,0.0,956.35,1.64,8.52,7.82,0.41,80.74,0.53
Viggiano,40.313888,15.904444,21/02/2021 00:00,1.99,0.44,136.23,0.12,3.25,0.23,1.85,0.17,6.0,5.14,2.51,0.19,45.25,0.09,,0.0,956.46,1.64,8.47,7.01,1.65,83.13,0.66
Viggiano,40.313888,15.904444,21/02/2021 01:00,1.79,0.57,67.68,0.04,3.05,0.09,2.04,0.14,4.58,4.1,2.21,0.02,40.2,0.02,,0.0,956.52,1.64,8.52,5.16,0.66,91.1,0.86
Viggiano,40.313888,15.904444,21/02/2021 02:00,2.34,0.37,24.1,0.02,3.34,0.01,1.88,0.11,2.12,2.71,2.1,0.0,42.37,0.02,,0.0,956.39,1.6,8.85,3.79,0.85,91.26,0.83
Viggiano,40.313888,15.904444,21/02/2021 03:00,1.57,0.38,111.94,0.07,2.34,0.01,1.88,0.1,2.95,3.56,2.52,0.0,37.66,0.01,,0.0,956.16,1.75,8.25,2.64,0.6,94.08,0.44
Viggiano,40.313888,15.904444,21/02/2021 04:00,1.56,0.37,91.38,0.12,2.72,0.01,1.88,0.1,1.46,2.16,1.9,0.01,34.78,0.03,,0.0,955.93,1.68,9.55,2.02,0.76,95.92,0.55
Viggiano,40.313888,15.904444,21/02/2021 05:00,1.3,0.38,44.91,0.08,2.57,0.01,1.89,0.09,1.01,1.76,1.74,0.01,33.85,0.01,,0.0,955.93,1.66,9.42,1.43,0.53,97.07,0.71
Viggiano,40.313888,15.904444,21/02/2021 06:00,1.18,0.37,88.59,0.03,2.87,0.01,1.88,0.1,7.7,8.75,5.23,0.0,25.42,0.0,,0.0,956.01,1.74,9.13,0.94,0.45,96.97,0.51
Viggiano,40.313888,15.904444,21/02/2021 07:00,1.19,0.44,208.76,0.1,3.09,0.01,2.029,0.1,17.39,20.21,11.63,0.0,6.39,0.02,,0.0,956.13,2.82,12.05,-0.01,0.56,96.84,0.39
Viggiano,40.313888,15.904444,21/02/2021 08:00,1.7,0.49,356.39,0.27,2.7,0.07,2.38,0.1,12.45,14.96,8.96,0.0,7.45,0.08,,0.0,956.67,40.59,12.45,0.01,1.32,97.06,0.41
Viggiano,40.313888,15.904444,21/02/2021 09:00,1.81,0.49,179.75,0.22,3.53,0.01,2.15,0.13,9.86,11.83,7.18,0.0,18.18,0.05,,0.0,957.01,168.75,9.87,3.06,1.59,95.21,0.44
Viggiano,40.313888,15.904444,21/02/2021 10:00,2.05,0.45,222.9,0.07,2.97,0.16,2.1,0.15,7.98,8.33,4.66,0.02,34.03,0.05,,0.0,957.0,294.36,11.44,7.11,1.29,80.62,0.74
Viggiano,40.313888,15.904444,21/02/2021 11:00,2.029,0.41,134.94,0.06,3.7,0.09,1.98,0.19,5.11,5.61,3.44,0.01,64.4,0.02,,0.0,956.97,510.96,12.31,10.96,0.91,66.29,2.009
Viggiano,40.313888,15.904444,21/02/2021 12:00,1.62,-9999.0,134.49,0.03,3.12,0.01,-9999.0,-9999.0,2.03,2.48,1.92,0.01,93.82,0.01,,0.0,956.76,592.72,9.98,13.41,0.5,54.25,3.13
Viggiano,40.313888,15.904444,21/02/2021 13:00,1.21,0.27,156.24,0.01,2.93,0.01,1.8,0.13,-9999.0,-9999.0,-9999.0,0.01,93.68,0.01,,0.0,956.11,616.74,8.53,14.38,0.24,49.14,3.96
Viggiano,40.313888,15.904444,21/02/2021 14:00,1.1,0.28,157.11,0.01,2.83,0.01,1.8,0.14,1.43,2.24,1.99,0.0,93.08,0.01,,0.0,955.6,217.5,8.5,14.91,0.2,47.86,4.44
Viggiano,40.313888,15.904444,21/02/2021 15:00,1.15,0.3,136.36,0.01,2.18,0.01,1.8,0.15,1.52,2.82,2.52,0.01,92.93,0.01,,0.0,955.29,191.47,10.22,15.24,0.2,47.53,5.09
