Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,21/02/2021 16:00,1.2,0.29,113.62,0.03,2.86,0.01,1.79,0.31,1.19,2.49,2.37,0.01,92.48,0.01,,0.0,955.49,247.08,10.08,14.74,0.2,53.09,5.56
Viggiano,40.313888,15.904444,21/02/2021 17:00,1.27,0.19,110.54,0.02,2.93,0.01,1.79,0.25,1.28,2.6,2.43,0.0,92.81,0.01,,0.0,955.8,74.33,8.23,13.13,0.19,57.08,4.84
Viggiano,40.313888,15.904444,21/02/2021 18:00,1.14,0.16,110.8,0.01,2.46,0.01,1.79,0.15,1.22,2.34,2.21,0.0,89.25,0.01,,0.0,956.16,7.52,8.37,11.23,0.14,60.83,2.41
Viggiano,40.313888,15.904444,21/02/2021 19:00,1.08,0.3,113.11,0.01,2.92,0.0,1.8,0.12,1.68,2.97,2.59,0.01,83.39,0.01,,0.0,956.74,1.54,9.27,9.39,0.14,64.129,1.17
Viggiano,40.313888,15.904444,21/02/2021 20:00,1.1,0.33,115.31,0.01,3.62,0.01,1.8,0.15,1.75,2.52,2.11,0.01,79.2,0.0,,0.0,957.25,1.57,8.34,7.96,0.19,77.98,1.22
Viggiano,40.313888,15.904444,21/02/2021 21:00,1.35,0.4,21.7,0.01,2.95,0.01,1.83,0.12,1.98,2.67,2.14,0.01,70.23,0.01,,0.0,957.56,1.64,8.43,6.43,0.26,77.93,1.14
Viggiano,40.313888,15.904444,21/02/2021 22:00,1.38,0.37,22.06,0.01,2.29,0.01,1.83,0.1,1.6,2.6,2.3,0.0,64.55,0.01,,0.0,957.86,1.59,10.52,5.54,0.32,76.22,1.71
Viggiano,40.313888,15.904444,21/02/2021 23:00,1.21,0.39,23.69,0.01,2.56,0.01,1.84,0.1,4.3,4.07,2.33,0.0,54.53,0.01,,0.0,958.25,1.67,10.12,4.3,0.25,81.75,0.68
Viggiano,40.313888,15.904444,22/02/2021 00:00,1.35,0.36,0.38,0.02,2.87,0.01,1.85,0.1,3.68,4.19,2.77,0.01,49.73,0.01,,0.0,958.42,1.66,9.64,3.13,0.34,84.26,0.69
Viggiano,40.313888,15.904444,22/02/2021 01:00,1.56,0.45,89.76,0.07,3.45,0.01,1.92,0.1,4.87,4.42,2.37,0.01,43.0,0.01,,0.0,958.47,1.55,9.65,2.42,0.59,92.18,0.75
Viggiano,40.313888,15.904444,22/02/2021 02:00,1.71,0.41,0.5,0.12,3.4,0.01,1.89,0.1,3.69,3.8,2.38,0.0,42.14,0.0,,0.0,958.51,1.72,9.53,1.88,0.63,94.58,0.44
Viggiano,40.313888,15.904444,22/02/2021 03:00,1.59,0.37,23.62,0.11,2.94,0.01,1.88,0.09,3.77,4.06,2.61,0.0,39.8,0.02,,0.0,958.55,1.85,11.86,1.18,0.57,95.09,0.75
Viggiano,40.313888,15.904444,22/02/2021 04:00,1.45,0.41,0.62,0.09,2.92,0.02,2.15,0.09,6.2,5.56,2.82,0.0,23.64,0.01,,0.0,958.57,1.61,10.69,0.21,0.49,95.21,1.0
Viggiano,40.313888,15.904444,22/02/2021 05:00,1.69,0.5,24.28,0.16,3.11,0.06,2.23,0.09,8.65,6.77,2.75,0.0,17.96,0.05,,0.0,958.69,1.9,10.26,-0.41,1.17,97.17,0.43
Viggiano,40.313888,15.904444,22/02/2021 06:00,1.82,0.44,89.76,0.15,3.18,0.04,2.1,0.09,5.04,4.91,2.77,0.01,18.32,0.01,,0.0,958.94,1.87,8.77,-1.2,0.99,97.94,0.94
Viggiano,40.313888,15.904444,22/02/2021 07:00,1.36,0.48,42.49,0.09,2.86,0.01,2.04,0.09,7.31,6.54,3.22,0.01,18.25,0.03,,0.0,959.19,3.66,8.9,-1.15,0.65,98.54,0.46
Viggiano,40.313888,15.904444,22/02/2021 08:00,1.59,0.56,335.57,0.08,3.23,0.01,2.15,0.1,19.41,33.58,23.94,0.01,7.55,0.02,,0.0,959.64,55.53,10.3,-0.84,0.65,98.04,0.36
Viggiano,40.313888,15.904444,22/02/2021 09:00,2.3,0.55,157.35,0.22,4.33,0.08,2.35,0.14,19.36,36.14,26.52,0.0,11.95,0.19,,0.0,959.87,225.65,9.7,2.8,1.75,93.31,0.51
Viggiano,40.313888,15.904444,22/02/2021 10:00,2.04,0.45,157.45,0.15,5.22,0.22,2.11,0.14,11.83,15.03,9.36,0.01,30.89,0.08,,0.0,959.92,397.02,16.23,7.04,1.78,76.93,0.89
Viggiano,40.313888,15.904444,22/02/2021 11:00,1.82,-9999.0,111.77,0.09,19.61,0.06,-9999.0,-9999.0,16.12,17.5,9.58,0.01,51.82,0.01,,0.0,959.47,520.72,34.39,11.18,0.83,61.94,0.95
Viggiano,40.313888,15.904444,22/02/2021 12:00,1.56,0.31,111.26,0.04,2.64,0.08,1.93,0.17,-9999.0,-9999.0,-9999.0,0.01,65.06,0.01,,0.0,959.27,600.0,48.01,13.57,0.66,53.68,1.31
Viggiano,40.313888,15.904444,22/02/2021 13:00,1.35,0.27,156.44,0.01,2.8,0.03,1.84,0.13,5.15,5.44,3.25,0.0,86.23,0.01,,0.0,958.76,626.6,22.7,15.23,0.41,44.23,2.88
Viggiano,40.313888,15.904444,22/02/2021 14:00,0.94,0.27,135.28,0.01,3.15,0.01,1.81,0.15,1.23,2.83,2.68,0.01,88.21,0.01,,0.0,958.28,222.68,10.93,15.91,0.17,44.83,4.68
Viggiano,40.313888,15.904444,22/02/2021 15:00,1.09,0.23,135.92,0.01,2.89,0.01,1.8,0.25,1.05,2.57,2.54,0.01,87.12,0.01,,0.0,958.24,199.95,11.41,15.9,0.14,48.09,5.22
Viggiano,40.313888,15.904444,22/02/2021 16:00,1.1,0.21,135.75,0.02,2.58,0.01,1.8,0.35,1.5,2.3,2.02,0.01,86.37,0.01,,0.0,958.46,235.62,11.01,15.2,0.15,53.23,4.76
Viggiano,40.313888,15.904444,22/02/2021 17:00,1.09,0.21,134.49,0.01,2.86,0.01,1.79,0.36,1.92,3.15,2.65,0.01,86.93,0.01,,0.0,958.72,73.39,9.75,13.68,0.13,59.4,4.54
Viggiano,40.313888,15.904444,22/02/2021 18:00,1.14,0.18,134.48,0.01,3.15,0.01,1.79,0.33,1.48,2.95,2.68,0.01,86.44,0.01,,0.0,959.41,7.51,8.79,11.35,0.13,68.28,3.03
Viggiano,40.313888,15.904444,22/02/2021 19:00,1.14,0.17,113.46,0.01,2.83,0.01,1.8,0.33,1.44,2.27,2.02,0.01,82.1,0.01,,0.0,960.1,1.52,10.35,9.5,0.13,77.71,2.1
Viggiano,40.313888,15.904444,22/02/2021 20:00,1.19,0.28,114.87,0.02,3.44,0.01,1.82,0.31,3.11,3.63,2.51,0.01,72.92,0.01,,0.0,960.67,1.58,8.26,8.09,0.19,84.43,1.13
Viggiano,40.313888,15.904444,22/02/2021 21:00,1.6,0.33,23.76,0.03,2.73,0.01,1.84,0.15,2.09,3.12,2.52,0.01,57.03,0.01,,0.0,961.12,1.51,8.7,6.57,0.33,85.77,1.59
Viggiano,40.313888,15.904444,22/02/2021 22:00,1.68,0.32,20.15,0.02,1.45,0.01,1.85,0.13,2.99,3.78,2.72,0.01,47.29,0.01,,0.0,961.53,1.63,11.65,5.52,0.4,87.01,1.42
Viggiano,40.313888,15.904444,22/02/2021 23:00,1.42,0.27,22.28,0.02,2.44,0.01,1.85,0.12,5.91,6.35,3.76,0.01,36.62,0.01,,0.0,961.83,1.69,10.16,4.8,0.36,88.08,1.05
Viggiano,40.313888,15.904444,23/02/2021 00:00,1.48,0.23,88.54,0.03,2.23,0.01,1.88,0.13,2.52,3.27,2.45,0.01,81.23,0.01,,0.0,962.11,1.78,10.32,4.89,0.37,90.97,1.09
Viggiano,40.313888,15.904444,23/02/2021 01:00,1.7,0.35,90.95,0.05,3.14,0.01,1.92,0.14,2.4,3.29,2.53,0.01,77.33,0.01,,0.0,962.36,1.66,7.86,4.98,0.39,93.32,1.2
Viggiano,40.313888,15.904444,23/02/2021 02:00,1.81,0.28,44.49,0.01,2.95,0.03,1.85,0.14,1.18,2.34,2.22,0.01,78.73,0.01,,0.0,962.51,1.74,9.08,5.56,0.49,89.94,1.37
Viggiano,40.313888,15.904444,23/02/2021 03:00,1.17,0.24,21.26,0.02,3.75,0.01,1.84,0.14,0.88,2.4,2.51,0.01,55.51,0.01,,0.0,962.4,1.55,7.74,5.5,0.21,89.87,2.86
Viggiano,40.313888,15.904444,23/02/2021 04:00,1.16,0.25,20.68,0.01,3.15,0.01,1.84,0.13,0.66,2.1,2.29,0.01,73.86,0.01,,0.0,962.39,1.71,8.38,4.99,0.15,89.89,3.31
Viggiano,40.313888,15.904444,23/02/2021 05:00,1.17,0.28,21.35,0.01,3.35,0.01,1.85,0.11,0.69,2.29,2.47,0.01,124.67,0.01,,0.0,962.69,1.87,7.25,4.44,0.18,87.79,2.97
Viggiano,40.313888,15.904444,23/02/2021 06:00,1.08,0.25,22.11,0.01,2.24,0.02,1.86,0.11,0.89,2.41,2.48,0.01,76.71,0.01,,0.0,962.97,1.66,9.31,4.13,0.17,89.06,2.93
Viggiano,40.313888,15.904444,23/02/2021 07:00,1.12,0.26,21.47,0.01,2.98,0.01,1.87,0.11,2.4,3.37,2.61,0.01,108.3,0.01,,0.0,963.33,2.95,8.41,3.97,0.18,91.59,2.76
Viggiano,40.313888,15.904444,23/02/2021 08:00,1.17,0.27,20.85,0.01,3.31,0.01,1.89,0.12,3.44,3.59,2.29,0.0,74.84,0.02,,0.0,963.91,35.16,9.52,4.15,0.22,90.81,2.57
Viggiano,40.313888,15.904444,23/02/2021 09:00,1.27,0.31,20.69,0.01,3.02,0.03,1.89,0.14,5.15,5.06,2.87,0.0,82.84,0.02,,0.0,964.41,92.16,9.71,5.26,0.33,90.34,2.05
Viggiano,40.313888,15.904444,23/02/2021 10:00,1.62,-9999.0,313.55,0.02,4.61,0.06,-9999.0,-9999.0,4.96,5.1,3.01,0.01,114.05,0.01,,0.0,964.66,249.69,8.12,6.26,0.43,83.87,3.11
Viggiano,40.313888,15.904444,23/02/2021 11:00,-9999.0,-9999.0,226.46,-9999.0,6.02,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,0.0,964.74,530.53,13.0,9.19,-9999.0,69.5,2.17
Viggiano,40.313888,15.904444,23/02/2021 12:00,-9999.0,0.85,224.33,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,0.0,964.0,604.61,-9999.0,12.64,-9999.0,55.19,1.51
Viggiano,40.313888,15.904444,23/02/2021 13:00,-9999.0,0.32,-9999.0,-9999.0,8.14,-9999.0,-9999.0,-9999.0,13.02,8.91,2.61,-9999.0,76.23,-9999.0,,0.0,963.12,622.38,2.32,15.64,-9999.0,42.23,-9999.0
Viggiano,40.313888,15.904444,23/02/2021 14:00,-9999.0,0.46,157.87,-9999.0,4.24,-9999.0,1.85,0.11,3.69,2.06,0.68,-9999.0,89.53,-9999.0,,0.0,962.56,229.94,0.99,17.3,-9999.0,36.77,2.82
Viggiano,40.313888,15.904444,23/02/2021 15:00,-9999.0,0.5,157.33,-9999.0,2.26,-9999.0,1.84,0.11,1.63,0.49,0.27,-9999.0,92.3,-9999.0,,0.0,962.32,213.87,0.95,18.34,-9999.0,35.92,2.18
Viggiano,40.313888,15.904444,23/02/2021 16:00,-9999.0,0.3,134.99,-9999.0,-9999.0,-9999.0,1.82,0.13,1.71,0.4,0.11,-9999.0,89.1,-9999.0,,0.0,962.33,221.72,-9999.0,18.43,-9999.0,37.25,2.84
Viggiano,40.313888,15.904444,23/02/2021 17:00,-9999.0,0.25,44.93,-9999.0,-9999.0,-9999.0,1.82,0.1,1.31,0.19,0.07,-9999.0,83.72,-9999.0,,0.0,962.69,81.67,-9999.0,17.43,-9999.0,29.05,3.85
Viggiano,40.313888,15.904444,23/02/2021 18:00,-9999.0,0.31,44.24,-9999.0,-9999.0,-9999.0,1.82,0.08,-9999.0,-9999.0,-9999.0,-9999.0,81.78,-9999.0,,0.0,963.06,9.96,-9999.0,15.54,-9999.0,29.15,1.99
Viggiano,40.313888,15.904444,23/02/2021 19:00,0.84,0.23,23.27,0.01,3.67,0.01,1.84,0.08,-9999.0,-9999.0,-9999.0,0.01,69.09,0.01,,0.0,963.46,2.67,1.66,12.52,0.3,36.54,1.8
Viggiano,40.313888,15.904444,23/02/2021 20:00,0.84,0.27,45.5,0.02,3.04,0.01,1.85,0.08,-9999.0,-9999.0,-9999.0,0.0,63.01,0.01,,0.0,963.44,1.2,2.05,10.56,0.19,45.19,1.4
Viggiano,40.313888,15.904444,23/02/2021 21:00,1.44,-9999.0,46.05,0.02,3.13,0.01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,59.82,0.01,,0.0,963.83,1.51,1.69,8.55,0.42,49.11,1.56
Viggiano,40.313888,15.904444,23/02/2021 22:00,1.21,0.31,90.34,0.03,2.92,0.01,1.85,0.08,-9999.0,-9999.0,-9999.0,0.01,54.61,0.02,,0.0,964.2,1.36,2.03,7.12,0.38,53.23,1.45
Viggiano,40.313888,15.904444,23/02/2021 23:00,1.44,0.27,46.32,0.04,3.33,0.01,1.85,0.08,-9999.0,-9999.0,-9999.0,0.01,52.75,0.02,,0.0,964.19,1.58,1.76,6.17,0.41,55.04,1.07
Viggiano,40.313888,15.904444,24/02/2021 00:00,1.13,0.3,336.49,0.03,3.42,0.01,1.89,0.09,-9999.0,-9999.0,-9999.0,0.01,42.0,0.01,,0.0,963.97,1.67,2.18,4.81,0.34,59.54,1.03
Viggiano,40.313888,15.904444,24/02/2021 01:00,1.34,0.3,68.25,0.01,4.29,0.02,1.96,0.09,-9999.0,-9999.0,-9999.0,0.01,40.09,0.02,,0.0,963.86,1.49,1.35,3.93,0.54,62.99,0.54
Viggiano,40.313888,15.904444,24/02/2021 02:00,1.28,0.29,2.009,0.01,3.69,0.07,1.91,0.09,-9999.0,-9999.0,-9999.0,0.0,38.07,0.02,,0.0,963.92,1.51,1.73,2.64,0.55,67.96,0.62
Viggiano,40.313888,15.904444,24/02/2021 03:00,1.13,0.3,338.09,0.04,4.08,0.06,1.9,0.09,-9999.0,-9999.0,-9999.0,0.0,35.4,0.01,,0.0,963.69,1.68,1.89,2.48,0.6,68.26,0.73
Viggiano,40.313888,15.904444,24/02/2021 04:00,1.08,0.23,1.96,0.01,4.15,0.05,1.89,0.08,-9999.0,-9999.0,-9999.0,0.01,36.86,0.01,,0.0,963.5,1.67,1.26,1.74,0.48,70.79,0.69
Viggiano,40.313888,15.904444,24/02/2021 05:00,0.79,0.29,358.65,0.01,4.56,0.01,1.94,0.11,-9999.0,-9999.0,-9999.0,0.01,26.43,0.01,,0.0,963.49,1.8,1.77,1.48,0.38,72.32,0.62
Viggiano,40.313888,15.904444,24/02/2021 06:00,1.16,0.24,-9999.0,0.01,3.51,0.05,1.91,0.09,-9999.0,-9999.0,-9999.0,0.01,29.32,0.03,,0.0,963.44,1.62,2.35,1.22,0.64,72.38,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 07:00,0.87,0.24,67.65,0.02,3.73,0.04,1.88,0.08,-9999.0,-9999.0,-9999.0,0.0,32.71,0.01,,0.0,963.44,5.15,1.5,0.75,0.47,73.8,0.84
Viggiano,40.313888,15.904444,24/02/2021 08:00,0.83,0.33,246.4,0.01,4.48,0.05,2.02,0.1,-9999.0,-9999.0,-9999.0,0.0,19.37,0.01,,0.0,963.53,72.93,1.77,3.26,0.38,65.83,0.59
Viggiano,40.313888,15.904444,24/02/2021 09:00,1.39,0.33,312.93,0.13,4.86,0.04,2.15,0.11,-9999.0,-9999.0,-9999.0,0.0,29.35,0.01,,0.0,963.58,230.04,4.96,7.85,0.96,52.61,1.07
Viggiano,40.313888,15.904444,24/02/2021 10:00,1.43,0.4,202.09,0.12,8.34,0.06,2.28,0.15,-9999.0,-9999.0,-9999.0,0.0,28.66,0.01,,0.0,963.37,389.04,7.11,13.06,1.04,45.44,0.9
Viggiano,40.313888,15.904444,24/02/2021 11:00,1.82,0.57,313.7,0.14,4.96,0.03,1.98,0.11,-9999.0,-9999.0,-9999.0,0.01,66.33,0.15,,0.0,963.16,521.39,4.19,16.69,1.29,34.79,1.71
Viggiano,40.313888,15.904444,24/02/2021 12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 13:00,0.88,0.29,224.49,0.02,4.9,0.01,1.85,0.08,8.9,4.68,0.77,0.01,85.33,0.02,,0.0,961.97,614.07,3.07,20.57,1.01,23.28,1.61
Viggiano,40.313888,15.904444,24/02/2021 14:00,0.6,0.18,111.9,0.02,2.9,0.01,1.83,0.09,3.2,1.29,0.38,0.01,93.88,0.01,,0.0,960.86,229.03,1.72,21.69,0.26,20.85,2.75
Viggiano,40.313888,15.904444,24/02/2021 15:00,0.46,-9999.0,44.87,0.01,-9999.0,0.01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.01,94.12,0.01,,0.0,960.55,236.85,-9999.0,21.24,0.11,20.57,4.67
Viggiano,40.313888,15.904444,24/02/2021 16:00,0.45,0.19,133.42,0.01,-9999.0,0.01,1.83,0.09,-9999.0,-9999.0,-9999.0,0.0,94.44,0.01,,0.0,960.32,218.58,-9999.0,20.53,0.12,26.27,3.97
Viggiano,40.313888,15.904444,24/02/2021 17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,74.79,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,8.47,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,1.18,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,1.45,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,24/02/2021 21:00,1.44,0.35,91.96,0.06,3.16,0.02,1.97,0.1,11.45,5.24,0.09,0.01,69.42,0.01,,0.0,961.98,1.57,2.09,9.46,0.51,51.73,1.11
Viggiano,40.313888,15.904444,24/02/2021 22:00,1.7,0.26,47.48,0.12,2.72,0.01,1.86,0.09,4.7,1.26,0.0,0.01,71.17,0.07,,0.0,962.2,1.42,1.56,7.52,0.75,52.48,1.58
Viggiano,40.313888,15.904444,24/02/2021 23:00,1.43,0.28,67.53,0.07,3.22,0.01,1.87,0.09,4.71,1.54,0.01,0.01,66.46,0.02,,0.0,962.23,1.44,1.4,6.42,0.48,56.79,1.18
Viggiano,40.313888,15.904444,25/02/2021 00:00,1.3,0.28,359.22,0.07,3.41,0.02,1.88,0.09,7.04,2.46,0.0,0.01,55.2,0.05,,0.0,962.28,1.62,1.35,3.98,0.45,62.28,0.72
Viggiano,40.313888,15.904444,25/02/2021 01:00,1.64,0.35,136.75,0.07,3.72,0.02,1.97,0.09,10.71,4.69,0.03,0.0,48.71,0.09,,0.0,962.11,1.59,1.66,3.0,0.72,65.95,0.6
Viggiano,40.313888,15.904444,25/02/2021 02:00,1.67,0.29,65.86,0.13,3.58,0.03,1.93,0.09,5.4,1.98,0.02,0.01,50.31,0.11,,0.0,962.03,1.53,1.4,1.99,0.89,71.93,0.91
Viggiano,40.313888,15.904444,25/02/2021 03:00,1.34,0.27,317.95,0.05,3.1,0.02,1.94,0.09,5.52,2.1,0.04,0.01,48.43,0.02,,0.0,961.99,1.79,1.35,1.52,0.55,73.58,0.74
Viggiano,40.313888,15.904444,25/02/2021 04:00,1.34,0.32,338.45,0.06,2.73,0.03,2.0,0.09,12.28,5.97,0.25,0.01,35.33,0.03,,0.0,961.83,1.7,2.61,0.49,0.66,77.49,0.83
Viggiano,40.313888,15.904444,25/02/2021 05:00,1.87,0.28,159.24,0.17,3.18,0.06,1.98,0.09,7.65,3.14,0.03,0.01,38.93,0.1,,0.0,961.78,1.5,1.94,-0.33,1.24,79.95,0.68
Viggiano,40.313888,15.904444,25/02/2021 06:00,1.32,0.19,47.12,0.13,3.7,0.04,1.92,0.08,7.17,3.5,0.54,0.03,38.5,0.08,,0.0,961.93,1.6,1.59,-0.61,0.78,77.92,0.61
Viggiano,40.313888,15.904444,25/02/2021 07:00,0.92,0.38,313.06,0.04,4.2,0.01,2.02,0.09,28.12,20.54,6.39,0.01,18.04,0.01,,0.0,961.89,4.22,1.94,-0.89,0.47,81.9,0.79
Viggiano,40.313888,15.904444,25/02/2021 08:00,2.22,0.4,110.96,0.24,3.57,0.13,2.17,0.1,18.21,12.61,3.61,0.09,23.44,0.3,,0.0,961.94,71.46,1.76,1.06,1.78,77.74,0.55
Viggiano,40.313888,15.904444,25/02/2021 09:00,1.87,0.33,135.62,0.18,3.08,0.07,2.11,0.1,15.97,12.64,4.8,0.03,32.87,0.11,,0.0,962.05,228.01,1.96,5.32,1.18,63.39,0.68
Viggiano,40.313888,15.904444,25/02/2021 10:00,1.57,0.39,135.79,0.12,11.1,0.03,2.17,0.19,31.85,30.23,14.1,0.01,34.38,0.1,,0.0,962.0,382.39,23.46,11.04,0.81,47.39,0.61
Viggiano,40.313888,15.904444,25/02/2021 11:00,1.84,0.39,293.32,0.11,38.64,0.06,2.18,0.24,30.25,25.26,9.97,0.11,49.28,0.1,,0.0,961.76,501.52,30.96,14.98,2.39,38.11,1.07
Viggiano,40.313888,15.904444,25/02/2021 12:00,1.7,0.21,134.28,0.23,3.97,0.1,1.87,0.08,6.02,3.0,0.6,0.11,86.55,0.29,,0.0,961.18,588.12,6.14,17.88,4.27,28.19,3.2
Viggiano,40.313888,15.904444,25/02/2021 13:00,0.82,0.19,156.65,0.02,3.18,0.02,1.83,0.08,2.52,0.41,0.02,0.01,92.56,0.03,,0.0,960.26,608.08,3.62,19.16,0.52,27.41,4.56
Viggiano,40.313888,15.904444,25/02/2021 14:00,0.79,-9999.0,155.85,0.01,3.55,0.01,-9999.0,-9999.0,2.7,0.6,0.02,0.01,94.19,0.01,,0.0,959.64,278.53,1.23,19.79,0.12,28.61,6.07
Viggiano,40.313888,15.904444,25/02/2021 15:00,0.92,0.2,137.17,0.02,3.16,0.01,1.82,0.09,-9999.0,-9999.0,-9999.0,0.01,97.15,0.01,,0.0,959.23,261.959,2.45,19.85,0.16,28.2,5.82
Viggiano,40.313888,15.904444,25/02/2021 16:00,0.89,0.18,114.27,0.01,3.23,0.01,1.82,0.1,3.5,0.69,0.02,0.01,96.12,0.01,,0.0,958.84,189.33,1.41,19.29,0.17,30.44,5.94
Viggiano,40.313888,15.904444,25/02/2021 17:00,1.01,0.17,132.3,0.01,3.47,0.01,1.82,0.11,3.55,1.18,0.06,0.01,94.72,0.01,,0.0,959.11,74.84,1.81,17.37,0.2,36.52,5.54
Viggiano,40.313888,15.904444,25/02/2021 18:00,1.09,0.17,113.18,0.02,3.53,0.01,1.82,0.11,4.62,1.39,0.03,0.01,95.83,0.01,,0.0,959.74,10.67,1.71,15.21,0.2,41.53,3.7
Viggiano,40.313888,15.904444,25/02/2021 19:00,1.13,0.3,111.37,0.02,3.29,0.01,1.84,0.1,4.67,1.17,0.02,0.01,90.15,0.01,,0.0,960.03,1.26,2.15,13.85,0.23,43.58,1.71
Viggiano,40.313888,15.904444,25/02/2021 20:00,1.5,0.25,23.04,0.05,2.64,0.01,1.85,0.1,4.57,1.62,0.05,0.0,78.4,0.01,,0.0,960.3,1.2,2.16,11.23,0.44,50.86,1.54
Viggiano,40.313888,15.904444,25/02/2021 21:00,1.38,0.23,358.97,0.03,3.44,0.01,1.85,0.1,4.54,1.51,0.03,0.0,76.48,0.01,,0.0,960.52,1.36,1.4,9.92,0.37,53.46,1.13
Viggiano,40.313888,15.904444,25/02/2021 22:00,1.4,0.23,0.84,0.04,3.4,0.02,1.85,0.1,4.37,1.24,0.01,0.01,66.17,0.01,,0.0,960.76,1.46,1.49,7.88,0.51,60.48,0.98
Viggiano,40.313888,15.904444,25/02/2021 23:00,1.3,0.23,22.08,0.02,3.02,0.01,1.86,0.1,3.86,1.46,0.19,0.01,64.6,0.01,,0.0,960.84,1.31,1.73,6.82,0.41,63.12,1.27
Viggiano,40.313888,15.904444,26/02/2021 00:00,1.33,0.2,22.78,0.03,2.64,0.01,1.86,0.09,3.47,0.88,0.02,0.01,60.83,0.01,,0.0,960.76,1.28,1.4,6.03,0.47,64.0,1.42
Viggiano,40.313888,15.904444,26/02/2021 01:00,1.18,0.21,45.7,0.02,2.89,0.01,1.88,0.09,3.86,1.04,0.0,0.01,55.88,0.01,,0.0,960.59,1.7,1.59,4.49,0.43,71.31,0.96
Viggiano,40.313888,15.904444,26/02/2021 02:00,1.24,0.23,359.82,0.06,3.5,0.01,1.9,0.1,4.13,1.06,0.01,0.01,48.01,0.01,,0.0,960.25,1.62,1.1,3.26,0.49,75.81,0.66
Viggiano,40.313888,15.904444,26/02/2021 03:00,1.43,0.27,134.67,0.1,3.62,0.01,2.02,0.1,6.63,2.85,0.09,0.02,41.97,0.06,,0.0,959.83,1.41,1.43,2.48,0.73,82.67,0.38
Viggiano,40.313888,15.904444,26/02/2021 04:00,1.57,0.23,68.79,0.08,3.16,0.01,1.94,0.09,4.64,1.52,0.03,0.01,44.83,0.05,,0.0,959.43,1.33,1.36,1.73,0.84,86.09,0.85
Viggiano,40.313888,15.904444,26/02/2021 05:00,1.39,0.24,316.91,0.04,3.59,0.02,1.94,0.09,4.18,1.21,0.01,0.01,41.2,0.01,,0.0,959.21,1.61,1.65,1.02,0.61,86.44,0.38
Viggiano,40.313888,15.904444,26/02/2021 06:00,1.24,0.31,-9999.0,0.12,2.94,0.05,2.02,0.09,8.64,4.22,0.45,0.01,31.52,0.08,,0.0,959.23,1.51,2.32,0.51,0.93,89.22,-9999.0
Viggiano,40.313888,15.904444,26/02/2021 07:00,1.4,0.33,339.43,0.08,3.3,0.02,1.98,0.1,7.85,3.74,0.31,0.01,32.27,0.01,,0.0,959.29,6.38,1.89,0.18,0.83,90.34,0.41
Viggiano,40.313888,15.904444,26/02/2021 08:00,1.75,0.35,135.51,0.3,4.26,0.17,2.09,0.13,22.84,21.68,10.25,0.06,16.69,0.28,,0.0,959.39,97.8,3.21,2.58,2.029,82.94,0.47
