Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Etilbenzene (µg/m³),mp-Xilene (µg/m³),o-Xilene (µg/m³),PM10 (µg/m³),Toluene (µg/m³)
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 16:00,1.34,0.0,0.03,0.53,0.2,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 17:00,1.32,0.0,0.03,0.61,0.21,,0.59
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 18:00,1.32,0.0,0.03,0.85,0.22,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,27/06/2021 23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 11:00,1.33,-9999.0,0.16,1.28,0.58,,0.92
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 12:00,-9999.0,0.28,0.03,-9999.0,0.46,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 13:00,-9999.0,0.25,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 14:00,-9999.0,0.18,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 15:00,-9999.0,-9999.0,0.02,-9999.0,-0.09,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 16:00,0.02,0.08,0.01,0.5,0.2,,0.1
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 17:00,0.02,0.11,0.58,0.42,0.19,,-0.14
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 18:00,0.01,0.14,0.27,0.21,0.2,,-0.16
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 19:00,0.02,0.15,0.0,0.18,0.17,,-0.14
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 20:00,0.25,0.15,0.05,1.23,0.31,,1.15
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 21:00,0.22,0.11,0.21,2.23,0.57,,2.06
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 22:00,0.13,0.18,0.37,2.93,0.74,,2.57
Potenza_Viale_Unicef,40.627777,15.796388,28/06/2021 23:00,0.32,0.21,0.76,4.41,1.12,,3.72
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 00:00,0.21,0.27,0.3,2.48,0.5,,1.78
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 01:00,0.23,0.27,0.07,2.25,0.26,,1.53
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 02:00,0.22,0.26,0.07,1.96,0.23,,1.31
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 03:00,0.23,0.25,0.08,1.64,0.05,,0.94
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 04:00,0.24,0.26,0.07,1.61,0.05,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 05:00,0.23,0.29,0.07,1.2,0.04,,0.51
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 06:00,0.23,0.4,0.11,1.98,0.29,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 07:00,0.6,0.48,0.6,3.46,0.83,,3.11
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 08:00,0.9,0.31,0.56,3.35,0.59,,2.72
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 09:00,0.29,0.24,0.04,2.19,0.47,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 10:00,0.17,0.19,0.04,1.63,0.04,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 11:00,0.16,0.15,0.03,1.39,0.06,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 12:00,0.14,0.13,0.26,1.95,0.31,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 13:00,0.11,0.12,0.03,2.14,0.22,,1.38
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 14:00,0.09,0.04,0.03,1.84,0.15,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 15:00,0.05,0.05,0.03,1.58,0.07,,0.94
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 16:00,0.03,0.05,0.03,1.49,0.02,,0.89
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 17:00,0.02,0.12,0.34,1.11,0.05,,0.51
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 18:00,0.02,0.14,0.3,1.44,0.08,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 19:00,0.04,0.14,0.06,2.18,0.51,,1.8
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 20:00,0.14,0.15,0.15,2.18,0.56,,1.57
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 21:00,0.37,0.11,0.41,2.99,0.65,,2.58
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 22:00,0.12,0.14,0.21,2.17,0.44,,1.42
Potenza_Viale_Unicef,40.627777,15.796388,29/06/2021 23:00,0.17,0.21,0.03,2.17,0.3,,1.41
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 00:00,0.2,0.24,0.09,1.98,0.44,,1.35
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 01:00,0.22,0.28,0.29,2.029,0.49,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 02:00,0.22,0.27,0.34,2.02,0.32,,1.17
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 03:00,0.24,0.28,0.11,1.61,0.27,,0.89
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 04:00,0.24,0.28,0.12,1.46,0.05,,0.87
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 05:00,0.23,0.28,0.12,1.18,0.05,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 06:00,0.24,0.3,0.12,1.1,0.05,,0.5
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 07:00,0.23,0.3,0.11,1.51,0.05,,1.1
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 08:00,0.23,0.3,0.1,1.74,0.27,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 09:00,0.21,0.26,0.07,1.99,0.28,,1.34
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 10:00,0.3,0.23,0.04,1.72,0.42,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 11:00,0.18,0.24,0.04,1.98,0.37,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 12:00,0.16,0.23,0.03,2.2,0.47,,1.35
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 13:00,0.29,0.17,0.3,2.17,0.47,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 14:00,0.16,0.15,0.03,1.92,0.31,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 15:00,0.15,0.13,0.03,1.59,0.16,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 16:00,0.13,0.08,0.03,1.4,0.15,,1.15
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 17:00,0.12,0.12,0.06,1.71,0.25,,1.05
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 18:00,0.11,0.13,0.24,2.42,0.4,,1.85
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 19:00,0.14,0.13,0.22,2.14,0.39,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 20:00,0.28,0.16,0.06,1.95,0.3,,1.29
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 21:00,0.45,0.17,0.51,1.99,0.46,,1.61
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 22:00,0.19,0.19,0.04,1.3,0.18,,0.88
Potenza_Viale_Unicef,40.627777,15.796388,30/06/2021 23:00,0.21,0.21,0.06,0.89,0.04,,0.41
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 00:00,0.22,0.22,0.1,0.95,0.05,,0.75
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 01:00,0.24,0.22,0.12,1.1,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 02:00,0.23,0.22,0.11,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 03:00,0.23,0.22,0.13,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 04:00,0.24,0.21,0.13,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 05:00,0.23,0.23,0.13,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 06:00,0.23,0.28,0.13,0.77,0.05,,0.4
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 07:00,0.24,0.3,0.13,1.2,0.08,,1.05
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 08:00,0.24,0.29,0.13,1.41,0.25,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 09:00,0.24,0.3,0.13,1.31,0.08,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 10:00,0.23,0.28,0.34,1.59,0.48,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 11:00,0.19,0.24,0.05,1.63,0.23,,1.08
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 12:00,0.2,0.23,0.05,1.31,0.04,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 13:00,0.2,0.23,0.04,1.39,0.26,,1.13
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 14:00,0.19,0.15,0.3,1.81,0.36,,1.34
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 15:00,0.18,0.14,0.03,1.03,0.04,,0.39
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 16:00,0.18,0.16,0.03,0.85,0.04,,0.71
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 17:00,0.18,0.17,0.04,1.34,0.22,,0.88
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 18:00,0.17,0.14,0.03,1.56,0.33,,1.06
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 19:00,0.17,0.15,0.03,1.36,0.07,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 20:00,0.19,0.18,0.04,1.58,0.39,,1.11
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 21:00,0.22,0.23,0.08,1.1,0.22,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 22:00,0.24,0.23,0.13,1.04,0.05,,0.64
Potenza_Viale_Unicef,40.627777,15.796388,01/07/2021 23:00,0.23,0.22,0.35,2.12,0.32,,1.93
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 00:00,0.24,0.2,0.1,1.31,0.05,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 01:00,0.24,0.2,0.11,1.02,0.05,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 02:00,0.23,0.19,0.1,0.85,0.06,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 03:00,0.23,0.2,0.1,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 04:00,0.24,0.2,0.1,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 05:00,0.24,0.23,0.1,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 06:00,0.23,0.26,0.1,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 07:00,0.63,0.28,0.1,1.18,0.05,,0.83
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 08:00,0.32,0.26,0.11,1.31,0.05,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 09:00,0.24,0.26,0.13,1.31,0.06,,0.84
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 10:00,0.22,0.26,0.08,1.31,0.26,,0.81
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 11:00,0.22,0.24,0.07,1.11,0.05,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 12:00,0.22,0.25,0.06,1.31,0.26,,1.01
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 13:00,0.2,0.22,0.05,1.31,0.23,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 14:00,0.19,0.15,0.04,1.37,0.23,,1.06
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 15:00,0.18,0.13,0.04,0.87,0.04,,0.49
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 16:00,0.19,0.12,0.03,1.3,0.2,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 17:00,0.17,0.1,0.03,1.3,0.19,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 18:00,0.17,0.12,0.03,1.34,0.06,,0.88
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 19:00,0.18,0.14,0.03,1.84,0.36,,1.16
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 20:00,0.19,0.27,0.07,1.96,0.41,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 21:00,0.21,0.22,0.28,2.36,0.53,,1.83
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 22:00,0.24,0.22,0.1,1.47,0.24,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,02/07/2021 23:00,0.24,0.24,0.11,1.0,0.08,,0.78
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 00:00,0.24,0.24,0.11,1.31,0.24,,0.79
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 01:00,0.24,0.24,0.11,1.31,0.05,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 02:00,0.24,0.25,0.11,1.41,0.05,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 03:00,0.25,0.23,0.12,1.11,0.05,,0.75
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 04:00,0.23,0.25,0.12,1.16,0.05,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 05:00,0.24,0.26,0.11,1.31,0.05,,1.07
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 06:00,0.24,0.29,0.13,1.42,0.05,,1.24
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 07:00,0.26,0.3,0.12,1.61,0.27,,1.28
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 08:00,0.32,0.24,0.11,1.66,0.08,,1.07
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 09:00,0.22,0.25,0.09,1.39,0.23,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 10:00,0.21,0.2,0.06,1.44,0.26,,1.13
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 11:00,0.19,0.18,0.04,1.31,0.05,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 12:00,0.18,0.18,0.04,1.3,0.07,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 13:00,0.17,0.18,0.03,1.57,0.48,,1.15
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 14:00,0.17,0.07,0.03,1.34,0.32,,0.92
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 15:00,0.15,0.07,0.03,1.01,0.04,,0.44
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 16:00,0.15,0.07,0.03,1.06,0.06,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 17:00,0.16,0.1,0.03,1.3,0.16,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 18:00,0.16,0.14,0.03,1.57,0.18,,1.08
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 19:00,0.19,0.16,0.03,1.36,0.2,,0.92
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 20:00,0.4,0.21,0.33,1.97,0.35,,1.81
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 21:00,0.31,0.28,0.53,2.16,0.58,,1.65
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 22:00,0.23,0.29,0.09,1.82,0.44,,1.31
Potenza_Viale_Unicef,40.627777,15.796388,03/07/2021 23:00,0.25,0.31,0.12,1.53,0.05,,1.22
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 00:00,0.26,0.32,0.11,1.71,0.3,,1.11
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 01:00,0.31,0.32,0.11,1.58,0.24,,1.28
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 02:00,0.24,0.31,0.11,1.83,0.26,,1.31
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 03:00,0.23,0.29,0.09,1.54,0.08,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 04:00,0.23,0.27,0.09,1.66,0.27,,1.28
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 05:00,0.24,0.25,0.11,1.4,0.24,,1.05
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 06:00,0.24,0.28,0.1,1.31,0.05,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 07:00,0.24,0.26,0.34,2.12,0.32,,1.77
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 08:00,0.23,0.25,0.12,1.1,0.05,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 09:00,0.23,0.24,0.11,0.98,0.05,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 10:00,0.22,0.22,0.07,1.28,0.05,,0.84
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 11:00,0.21,0.22,0.06,1.13,0.05,,0.66
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 12:00,0.19,0.17,0.04,1.28,0.04,,0.69
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 13:00,0.19,0.13,0.04,1.07,0.04,,0.46
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 14:00,0.17,0.09,0.03,1.06,0.04,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 15:00,0.16,0.05,0.03,0.76,0.04,,0.42
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 16:00,0.14,0.05,0.03,0.75,0.04,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 17:00,0.15,0.07,0.03,0.76,0.04,,0.41
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 18:00,0.16,0.11,0.03,0.84,0.04,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 19:00,0.3,0.14,0.04,1.31,0.23,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 20:00,0.22,0.2,0.07,1.46,0.42,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 21:00,0.37,0.23,0.27,1.84,0.49,,1.53
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 22:00,0.23,0.24,0.08,1.41,0.05,,0.78
Potenza_Viale_Unicef,40.627777,15.796388,04/07/2021 23:00,0.25,0.24,0.1,1.29,0.05,,0.78
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 00:00,0.24,0.24,0.12,0.87,0.05,,0.41
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 01:00,0.25,0.21,0.12,1.13,0.05,,0.78
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 02:00,0.24,0.21,0.12,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 03:00,0.24,0.2,0.11,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 04:00,0.24,0.21,0.13,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 05:00,0.24,0.23,0.11,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 06:00,0.24,0.24,0.12,0.77,0.05,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 07:00,0.23,0.27,0.1,1.07,0.05,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 08:00,0.23,0.26,0.1,1.31,0.05,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 09:00,0.22,0.24,0.07,1.31,0.04,,0.75
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 10:00,0.21,0.22,0.06,1.31,0.04,,0.77
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 11:00,0.2,0.21,0.04,1.36,0.04,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 12:00,0.18,0.16,0.04,1.57,0.04,,1.16
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 13:00,0.17,0.1,0.03,1.33,0.2,,0.91
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 14:00,0.15,0.07,0.03,1.07,0.04,,0.89
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 15:00,-9999.0,0.29,-1.48,-9999.0,-1.47,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 16:00,-9999.0,0.55,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 17:00,-9999.0,0.28,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 18:00,-9999.0,0.11,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 19:00,-9999.0,0.09,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 20:00,-9999.0,0.13,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 21:00,-9999.0,0.19,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 22:00,-9999.0,0.46,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,05/07/2021 23:00,-9999.0,0.26,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 00:00,-9999.0,0.3,0.22,-9999.0,0.06,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 01:00,0.29,0.29,0.26,0.16,0.09,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 02:00,0.29,0.27,0.46,0.19,0.12,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 03:00,0.29,0.27,0.53,0.31,0.29,,0.28
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 04:00,0.29,0.27,0.43,0.17,0.11,,0.45
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 05:00,0.29,0.29,0.29,0.19,0.52,,0.25
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 06:00,0.28,0.35,0.29,0.23,0.31,,0.05
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 07:00,0.29,0.47,0.67,0.76,0.11,,0.47
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 08:00,0.29,0.3,0.4,0.5,0.52,,0.45
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 09:00,0.28,0.24,0.41,0.52,0.1,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 10:00,0.25,0.18,0.34,0.13,0.29,,0.19
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 11:00,0.23,0.13,0.54,1.67,0.27,,0.65
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 12:00,0.21,0.13,0.11,0.26,0.07,,0.25
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 13:00,0.21,0.11,0.61,0.72,0.43,,0.61
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 14:00,0.18,0.07,0.27,0.8,0.04,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 15:00,0.19,0.04,0.33,0.52,0.19,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 16:00,0.24,0.05,0.55,0.03,0.05,,0.02
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 17:00,-1.35,0.09,-1.25,-1.57,-2.02,,-1.77
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 18:00,-9999.0,0.31,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 19:00,-9999.0,0.15,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 20:00,-9999.0,0.21,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 21:00,-9999.0,0.2,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 22:00,-9999.0,0.3,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,06/07/2021 23:00,-9999.0,0.21,0.05,-9999.0,0.45,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,07/07/2021 00:00,0.21,0.26,0.17,0.09,0.24,,0.47
