Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (µg/m³),Metano (ugC/m³),NMHC (ugC/m³),NO2 (µg/m³),NOx (µg/m³),NO (µg/m³),o-Xilene (µg/m³),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (hPa),Radiazione_Globale (W/m²),Radiazione_Netta (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s),Xilene (µg/m³)
Grumento3,40.288333,15.891388,01/01/2022 14:00,0.33,0.41,279.0,0.06,1.94,931.69,36.38,1.53,3.41,1.23,0.04,78.2,17.32,10.08,0.0,934.12,260.56,22.97,3.27,18.05,0.11,41.37,3.69,0.04
Grumento3,40.288333,15.891388,01/01/2022 15:00,0.3,0.44,259.0,0.06,1.94,935.97,37.09,1.64,3.45,1.18,0.04,78.36,11.61,7.83,0.0,934.0,292.91,565.22,2.39,18.28,0.11,41.65,4.12,0.04
Grumento3,40.288333,15.891388,01/01/2022 16:00,0.21,0.44,259.0,0.06,2.31,932.62,37.97,1.66,3.41,1.14,0.04,79.83,16.77,13.21,0.0,934.21,151.74,575.24,2.22,17.17,0.11,43.48,5.71,0.04
Grumento3,40.288333,15.891388,01/01/2022 17:00,0.3,0.43,262.0,0.06,1.85,929.64,38.39,1.51,3.29,1.16,0.04,80.34,14.56,9.39,0.0,934.66,9.8,61.72,2.04,14.77,0.11,48.08,5.19,0.04
Grumento3,40.288333,15.891388,01/01/2022 18:00,0.2,0.41,245.0,0.06,2.52,928.68,39.97,1.73,3.44,1.11,0.04,80.02,23.35,19.42,0.0,934.98,0.0,-11.44,2.15,13.93,0.11,48.71,4.65,0.04
Grumento3,40.288333,15.891388,01/01/2022 19:00,0.31,0.45,35.0,0.06,2.31,932.8,45.85,3.83,5.89,1.34,0.04,77.64,14.53,11.42,0.0,935.58,0.0,-16.64,2.97,13.31,0.11,49.39,1.16,0.04
Grumento3,40.288333,15.891388,01/01/2022 20:00,0.45,0.41,265.0,0.06,2.26,943.72,41.62,3.19,4.89,1.11,0.04,74.83,11.17,5.98,0.0,935.86,0.0,-12.73,2.82,11.87,0.11,54.96,2.32,0.04
Grumento3,40.288333,15.891388,01/01/2022 21:00,0.24,0.46,272.0,0.06,2.11,947.04,45.04,4.34,6.05,1.12,0.04,70.7,9.28,4.25,0.0,936.03,0.0,-8.7,2.97,11.25,0.11,57.75,1.46,0.04
Grumento3,40.288333,15.891388,01/01/2022 22:00,0.52,0.49,283.0,0.06,2.17,949.36,47.61,5.42,7.15,1.13,0.04,67.37,7.22,2.74,0.0,936.26,0.0,-8.83,3.26,10.05,0.11,61.51,1.08,0.04
Grumento3,40.288333,15.891388,01/01/2022 23:00,0.63,0.62,238.0,0.07,2.24,945.3,66.68,8.03,10.01,1.3,0.04,65.21,5.8,3.26,0.0,936.34,0.0,-12.33,3.35,10.18,0.11,58.91,1.31,0.04
Grumento3,40.288333,15.891388,02/01/2022 00:00,1.46,0.52,271.0,0.07,2.72,954.88,61.35,12.85,14.67,1.19,0.04,56.06,10.3,6.05,0.0,936.48,0.0,-14.46,3.4,8.75,0.43,63.79,1.04,0.04
Grumento3,40.288333,15.891388,02/01/2022 01:00,1.24,0.48,274.0,0.07,2.67,935.35,49.32,4.68,6.48,1.18,0.04,66.63,12.15,9.02,0.0,936.52,0.0,-7.72,3.13,8.91,0.17,61.71,1.13,0.04
Grumento3,40.288333,15.891388,02/01/2022 02:00,0.5,0.47,243.0,0.07,2.62,933.11,51.25,4.97,6.71,1.13,0.04,66.91,13.37,7.78,0.0,936.5,0.0,-8.63,3.12,8.66,0.11,61.45,0.92,0.04
Grumento3,40.288333,15.891388,02/01/2022 03:00,0.52,0.47,240.0,0.07,2.25,934.78,55.19,4.44,6.21,1.15,0.04,64.17,16.48,12.32,0.0,936.59,0.0,-14.57,2.37,7.94,0.11,61.78,1.57,0.04
Grumento3,40.288333,15.891388,02/01/2022 04:00,0.54,0.43,216.0,0.07,-9999.0,922.37,48.63,4.42,6.27,1.21,0.04,63.26,15.28,10.02,0.0,936.36,0.0,-11.31,3.81,7.39,0.11,63.72,1.03,0.04
Grumento3,40.288333,15.891388,02/01/2022 05:00,0.57,0.39,215.0,0.07,2.37,916.72,44.94,2.98,4.69,1.12,0.04,69.09,9.86,5.19,0.0,936.14,0.0,-13.9,2.92,7.82,0.12,60.42,0.8,0.04
Grumento3,40.288333,15.891388,02/01/2022 06:00,0.34,0.38,249.0,0.07,2.24,922.82,45.3,3.1,4.89,1.16,0.04,66.89,9.67,5.54,0.0,935.88,0.0,-11.59,2.76,7.39,0.14,60.33,0.87,0.04
Grumento3,40.288333,15.891388,02/01/2022 07:00,0.31,0.36,234.0,0.07,2.19,927.75,45.99,2.57,4.34,1.16,0.04,63.86,12.08,6.12,0.0,935.91,0.0,-9.1,2.75,6.35,0.11,63.76,1.73,0.04
Grumento3,40.288333,15.891388,02/01/2022 08:00,0.39,0.33,260.0,0.07,2.27,927.93,45.03,2.16,3.94,1.16,0.04,62.05,5.52,5.41,0.0,935.99,0.0,-9.66,2.13,5.55,0.11,65.29,2.09,0.04
Grumento3,40.288333,15.891388,02/01/2022 09:00,0.47,0.42,268.0,0.07,1.93,917.5,54.3,3.78,5.74,1.28,0.04,69.42,9.85,5.98,0.0,936.12,0.48,-8.47,2.8,7.71,0.11,55.32,1.11,0.04
Grumento3,40.288333,15.891388,02/01/2022 10:00,0.21,0.55,172.0,0.07,2.3,928.41,67.43,7.63,10.26,1.72,0.04,70.74,14.2,8.67,0.0,936.22,5.6,-7.28,2.66,9.72,0.11,48.71,1.03,0.04
Grumento3,40.288333,15.891388,02/01/2022 11:00,0.92,0.4,298.0,0.07,2.07,926.32,55.36,5.18,7.23,1.34,0.04,77.33,12.85,7.52,0.0,936.09,9.51,-6.0,3.11,11.49,0.2,42.9,0.4,0.04
Grumento3,40.288333,15.891388,02/01/2022 12:00,0.93,0.29,240.0,0.06,1.93,919.8,46.67,3.68,5.8,1.38,0.04,78.68,23.83,14.37,0.0,935.72,21.67,4.52,3.11,13.17,0.11,38.95,0.73,0.04
Grumento3,40.288333,15.891388,02/01/2022 13:00,0.28,0.27,293.0,0.06,2.06,924.14,41.88,2.8,4.97,1.41,0.04,77.59,18.34,13.02,0.0,935.04,15.32,119.32,2.36,15.57,0.11,35.56,0.6,0.04
Grumento3,40.288333,15.891388,02/01/2022 14:00,0.2,0.31,255.0,0.06,1.92,944.42,41.75,2.42,4.47,1.34,0.04,78.32,8.0,5.11,0.0,934.26,270.57,28.81,2.74,17.99,0.11,34.78,2.1,0.04
Grumento3,40.288333,15.891388,02/01/2022 15:00,0.31,0.34,243.0,0.06,1.9,937.0,38.4,1.72,3.61,1.23,0.04,77.49,9.27,4.19,0.0,933.92,309.25,556.17,1.78,19.44,0.11,31.45,4.29,0.04
Grumento3,40.288333,15.891388,02/01/2022 16:00,0.28,0.33,241.0,0.06,1.45,928.33,39.11,1.32,3.08,1.15,0.04,75.34,8.46,6.08,0.0,933.94,160.04,634.56,1.45,19.01,0.13,32.32,3.96,0.04
Grumento3,40.288333,15.891388,02/01/2022 17:00,0.21,0.37,294.0,0.07,2.07,944.93,43.47,4.62,6.45,1.19,0.04,67.26,14.19,11.67,0.0,933.98,10.05,81.09,2.46,14.96,0.11,45.7,2.5,0.04
Grumento3,40.288333,15.891388,02/01/2022 18:00,0.26,0.43,277.0,0.07,2.16,949.34,46.66,6.78,8.61,1.19,0.04,60.45,17.73,12.07,0.0,934.15,0.0,-13.13,2.24,11.32,0.11,58.51,2.24,0.04
Grumento3,40.288333,15.891388,02/01/2022 19:00,0.5,0.48,271.0,0.07,2.17,949.03,51.22,7.64,9.49,1.21,0.04,56.63,34.33,26.53,0.0,934.31,0.0,-11.36,2.02,8.9,0.16,69.28,1.66,0.04
Grumento3,40.288333,15.891388,02/01/2022 20:00,1.06,0.51,271.0,0.07,2.36,945.24,51.38,7.42,9.34,1.25,0.04,53.29,23.03,18.05,0.0,934.41,0.0,-13.53,2.29,7.26,0.11,77.61,2.73,0.04
Grumento3,40.288333,15.891388,02/01/2022 21:00,0.4,0.54,79.0,0.07,2.02,936.09,53.78,5.91,7.7,1.17,0.09,54.62,15.6,12.92,0.0,934.73,0.0,-16.86,2.55,6.38,0.15,79.76,2.13,0.04
Grumento3,40.288333,15.891388,02/01/2022 22:00,0.6,0.54,272.0,0.07,2.21,931.89,51.11,4.53,6.34,1.18,0.04,56.45,15.29,8.96,0.0,934.72,0.0,-12.13,2.88,6.11,0.11,81.18,1.93,0.04
Grumento3,40.288333,15.891388,02/01/2022 23:00,0.85,0.6,303.0,0.07,2.37,930.3,54.69,5.38,7.34,1.28,0.04,57.85,6.39,4.33,0.0,934.4,0.0,-15.75,2.57,5.63,0.11,82.01,1.65,0.04
Grumento3,40.288333,15.891388,03/01/2022 00:00,0.67,0.49,266.0,0.07,2.06,926.06,44.76,3.34,5.15,1.18,0.04,59.35,11.34,4.91,0.0,934.18,0.0,-12.83,2.49,5.33,0.11,85.5,2.61,0.04
Grumento3,40.288333,15.891388,03/01/2022 01:00,0.54,0.53,253.0,0.06,2.11,914.54,42.17,2.64,4.4,1.14,0.04,61.79,10.19,6.16,0.0,934.1,0.0,-12.65,2.26,5.43,0.12,86.46,2.88,0.05
Grumento3,40.288333,15.891388,03/01/2022 02:00,0.35,0.5,256.0,0.06,2.3,914.83,41.48,2.39,4.15,1.15,0.04,63.82,7.07,5.59,0.0,933.75,0.0,-11.98,2.37,5.65,0.11,86.59,4.01,0.04
Grumento3,40.288333,15.891388,03/01/2022 03:00,0.41,0.49,252.0,0.06,2.24,907.73,40.38,2.06,3.85,1.17,0.04,66.94,16.75,8.71,0.0,933.36,0.0,-9.67,1.94,5.85,0.11,86.74,5.66,0.04
Grumento3,40.288333,15.891388,03/01/2022 04:00,0.43,0.49,247.0,0.06,2.31,893.3,39.11,2.01,3.7,1.1,0.04,67.64,10.69,6.07,0.0,933.1,0.0,-10.62,-9999.0,6.17,0.11,84.65,5.89,0.04
Grumento3,40.288333,15.891388,03/01/2022 05:00,0.43,0.49,252.0,0.06,2.56,907.13,33.61,1.89,3.6,1.12,0.04,68.94,7.91,3.48,0.0,932.71,0.0,-8.38,2.5,6.23,0.11,82.49,5.52,0.04
Grumento3,40.288333,15.891388,03/01/2022 06:00,0.59,0.47,244.0,0.06,2.26,907.19,32.41,1.6,3.28,1.1,0.04,68.71,7.96,5.73,0.0,932.32,0.0,-16.39,2.37,6.14,0.11,80.78,6.07,0.04
Grumento3,40.288333,15.891388,03/01/2022 07:00,0.22,0.49,243.0,0.06,2.55,904.14,36.3,1.76,3.49,1.13,0.04,68.82,9.0,5.52,0.0,932.28,0.0,-8.4,4.64,6.64,0.11,77.77,6.8,0.04
Grumento3,40.288333,15.891388,03/01/2022 08:00,0.29,0.38,245.0,0.06,2.41,910.81,35.87,2.08,3.82,1.13,0.04,66.19,11.27,7.07,0.0,932.37,0.0,0.38,4.42,7.19,0.11,76.56,4.94,0.04
Grumento3,40.288333,15.891388,03/01/2022 09:00,0.21,0.38,253.0,0.06,2.31,918.38,34.83,2.55,4.39,1.2,0.04,62.73,12.8,7.83,0.0,932.47,30.16,6.53,4.76,7.41,0.11,77.14,4.69,0.04
Grumento3,40.288333,15.891388,03/01/2022 10:00,0.39,0.37,246.0,0.06,2.47,908.91,33.35,1.96,3.87,1.24,0.04,65.68,8.27,7.36,0.0,932.38,89.71,19.39,4.01,8.24,0.11,75.08,5.96,0.04
Grumento3,40.288333,15.891388,03/01/2022 11:00,0.28,0.36,246.0,0.06,1.87,902.67,32.39,1.48,3.35,1.22,0.04,67.06,7.97,6.82,0.0,931.95,122.33,15.72,3.58,9.07,0.11,71.82,6.77,0.04
Grumento3,40.288333,15.891388,03/01/2022 12:00,0.24,0.36,243.0,0.06,2.07,902.28,32.22,1.61,3.49,1.23,0.04,67.72,10.16,8.67,0.0,931.67,106.94,11.59,3.63,9.6,0.11,70.97,7.97,0.04
Grumento3,40.288333,15.891388,03/01/2022 13:00,0.21,0.38,247.0,0.06,2.11,899.31,31.35,1.6,3.54,1.27,0.04,68.08,-9999.0,-9999.0,0.0,931.14,84.27,101.08,3.55,10.46,0.11,69.65,7.98,0.04
Grumento3,40.288333,15.891388,03/01/2022 14:00,0.39,0.37,247.0,0.06,2.17,897.66,31.24,1.75,3.67,1.25,0.04,67.03,22.07,13.56,0.0,930.52,210.25,44.4,4.06,10.65,0.11,70.44,7.81,0.04
Grumento3,40.288333,15.891388,03/01/2022 15:00,0.21,0.39,249.0,0.06,2.17,896.57,31.47,1.58,3.41,1.19,0.04,67.94,22.38,18.35,0.0,930.33,158.67,152.05,4.02,10.45,0.11,71.7,7.79,0.04
Grumento3,40.288333,15.891388,03/01/2022 16:00,0.33,0.37,244.0,0.06,2.23,897.83,31.57,1.82,3.56,1.13,0.04,68.38,15.23,12.76,0.0,930.45,69.94,125.26,4.27,10.77,0.11,70.41,6.11,0.04
Grumento3,40.288333,15.891388,03/01/2022 17:00,0.21,0.39,247.0,0.06,2.4,896.82,31.53,1.89,3.62,1.12,0.04,69.91,21.5,18.75,0.0,930.4,0.08,1.11,3.63,9.87,0.11,73.07,7.1,0.04
Grumento3,40.288333,15.891388,03/01/2022 18:00,0.21,0.39,241.0,0.06,2.22,898.63,32.14,2.07,3.88,1.21,0.04,69.15,14.64,-9999.0,0.0,930.6,0.0,-2.01,3.91,9.42,0.11,75.02,5.21,0.04
Grumento3,40.288333,15.891388,03/01/2022 19:00,0.21,0.4,238.0,0.06,2.09,899.55,33.18,2.21,3.98,1.15,0.04,67.58,11.89,11.72,0.0,930.7,0.0,-2.33,4.25,9.21,0.11,76.56,5.24,0.04
Grumento3,40.288333,15.891388,03/01/2022 20:00,0.21,0.4,239.0,0.06,1.52,897.21,33.41,2.13,3.91,1.16,0.04,70.44,14.83,8.61,0.0,930.16,0.0,-6.22,4.63,9.09,0.11,75.79,6.23,0.04
Grumento3,40.288333,15.891388,03/01/2022 21:00,0.37,0.4,244.0,0.06,0.31,898.69,32.47,2.09,3.82,1.13,0.04,71.35,10.92,8.97,0.0,930.36,0.0,-0.28,3.12,9.18,0.11,75.4,5.26,0.04
Grumento3,40.288333,15.891388,03/01/2022 22:00,0.3,0.4,237.0,0.06,0.35,896.11,33.33,1.82,3.56,1.14,0.04,70.25,15.26,11.52,0.0,930.09,0.0,-9.29,3.87,8.91,0.11,75.83,5.31,0.04
Grumento3,40.288333,15.891388,03/01/2022 23:00,0.21,0.39,241.0,0.06,0.25,894.34,33.65,1.32,3.05,1.13,0.04,72.85,22.85,16.17,0.0,929.9,0.0,-12.25,3.77,8.63,0.11,76.09,6.42,0.04
Grumento3,40.288333,15.891388,04/01/2022 00:00,0.21,0.39,240.0,0.06,0.26,894.81,33.01,1.57,3.26,1.11,0.04,72.08,20.57,13.03,0.0,930.04,0.0,-1.92,3.72,8.8,0.11,76.01,6.21,0.04
Grumento3,40.288333,15.891388,04/01/2022 01:00,0.21,0.4,241.0,0.06,0.25,891.79,30.82,1.6,3.35,1.14,0.04,71.04,20.7,17.1,0.0,929.55,0.0,-2.18,3.96,8.89,0.11,77.11,6.1,0.04
Grumento3,40.288333,15.891388,04/01/2022 02:00,0.21,0.39,240.0,0.06,0.51,889.03,31.31,1.25,2.97,1.12,0.04,70.69,15.61,12.71,0.0,929.25,0.0,-4.08,4.07,8.87,0.11,77.62,6.11,0.04
Grumento3,40.288333,15.891388,04/01/2022 03:00,0.21,0.39,241.0,0.06,0.3,887.04,31.58,1.17,2.91,1.14,0.04,72.08,11.59,11.35,0.0,928.97,0.0,-12.42,4.08,8.56,0.11,77.93,6.38,0.04
Grumento3,40.288333,15.891388,04/01/2022 04:00,0.24,0.39,241.0,0.06,0.38,-9999.0,-9999.0,0.8,2.52,1.12,0.04,70.89,27.04,17.64,0.0,928.69,0.0,-13.23,4.78,8.24,0.11,79.65,6.2,0.04
Grumento3,40.288333,15.891388,04/01/2022 05:00,0.21,0.4,243.0,0.06,0.28,885.96,26.21,0.88,2.57,1.1,0.04,72.13,34.27,23.94,0.0,928.47,0.0,-5.81,4.35,8.39,0.11,78.58,6.57,0.04
Grumento3,40.288333,15.891388,04/01/2022 06:00,0.21,0.38,252.0,0.06,0.27,887.64,27.2,0.71,2.46,1.14,0.04,71.09,17.57,12.01,0.0,928.38,0.0,-0.15,4.35,8.47,0.11,78.1,4.5,0.04
Grumento3,40.288333,15.891388,04/01/2022 07:00,0.21,0.38,255.0,0.06,0.56,883.31,31.73,0.81,2.58,1.15,0.04,71.19,12.62,12.46,0.0,928.49,0.0,0.02,2.35,8.34,0.11,79.61,5.59,0.04
Grumento3,40.288333,15.891388,04/01/2022 08:00,0.26,0.33,247.0,0.06,0.49,881.34,35.39,1.03,2.78,1.14,0.04,73.76,14.9,11.52,0.0,928.54,0.0,0.78,1.42,8.47,0.11,77.5,5.87,0.04
Grumento3,40.288333,15.891388,04/01/2022 09:00,0.21,0.35,246.0,0.06,0.57,882.95,35.59,1.18,2.92,1.13,0.04,73.4,19.48,13.82,0.0,928.71,8.9,2.96,2.07,8.72,0.11,77.56,6.45,0.04
Grumento3,40.288333,15.891388,04/01/2022 10:00,0.21,0.35,247.0,0.06,0.47,914.67,44.79,1.02,2.82,1.17,0.04,72.59,23.69,20.94,0.0,928.67,93.05,18.17,2.07,9.22,0.11,75.92,6.96,0.04
Grumento3,40.288333,15.891388,04/01/2022 11:00,0.21,0.35,251.0,0.06,0.43,884.67,34.97,0.84,2.68,1.2,0.04,72.63,26.46,24.6,0.0,928.54,66.48,8.77,2.43,9.4,0.11,74.89,7.07,0.04
Grumento3,40.288333,15.891388,04/01/2022 12:00,0.26,0.35,246.0,0.06,0.33,881.16,36.08,0.74,2.6,1.22,0.04,73.44,28.94,25.38,0.0,927.86,37.81,3.12,1.26,9.9,0.11,71.58,7.4,0.04
Grumento3,40.288333,15.891388,04/01/2022 13:00,0.21,0.34,242.0,0.06,0.41,879.52,35.88,0.86,2.7,1.2,0.04,74.43,26.45,-9999.0,0.0,927.14,28.13,107.43,1.34,10.79,0.11,68.2,7.92,0.04
Grumento3,40.288333,15.891388,04/01/2022 14:00,0.21,0.33,242.0,0.06,0.31,880.57,35.57,0.94,2.75,1.18,0.04,73.63,18.6,17.1,0.0,926.63,265.81,60.68,1.28,11.41,0.11,66.72,7.53,0.04
Grumento3,40.288333,15.891388,04/01/2022 15:00,0.26,0.34,240.0,0.06,0.44,882.68,34.76,1.0,2.84,1.2,0.04,72.82,11.87,9.61,0.0,926.25,272.27,392.24,1.11,11.4,0.11,67.47,7.97,0.04
Grumento3,40.288333,15.891388,04/01/2022 16:00,0.21,0.34,232.0,0.06,0.42,879.69,34.38,1.07,2.87,1.17,0.04,71.21,31.21,19.09,0.0,926.09,46.97,123.54,1.49,10.11,0.11,73.71,8.09,0.04
Grumento3,40.288333,15.891388,04/01/2022 17:00,-9999.0,0.37,233.0,-9999.0,0.54,-9999.0,-9999.0,1.04,3.03,1.35,-9999.0,71.4,69.93,35.1,0.0,926.0,0.01,-32.81,1.1,9.13,-9999.0,77.81,7.73,-9999.0
Grumento3,40.288333,15.891388,04/01/2022 18:00,-9999.0,0.36,237.0,-9999.0,0.55,-9999.0,-9999.0,1.89,3.95,1.35,-9999.0,70.39,18.72,12.2,0.0,925.81,0.0,-50.27,1.36,8.66,-9999.0,79.45,8.8,-9999.0
Grumento3,40.288333,15.891388,04/01/2022 19:00,-9999.0,0.34,245.0,-9999.0,0.41,870.53,27.46,2.89,5.25,1.54,-9999.0,72.26,12.43,6.66,0.0,925.92,0.0,-50.28,2.55,8.36,-9999.0,80.2,6.75,-9999.0
Grumento3,40.288333,15.891388,04/01/2022 20:00,-9999.0,0.33,245.0,-9999.0,0.71,867.77,30.13,1.29,3.02,1.13,-9999.0,73.05,9.66,4.58,0.0,925.71,0.0,-50.14,2.83,8.17,-9999.0,80.59,6.74,-9999.0
Grumento3,40.288333,15.891388,04/01/2022 21:00,-9999.0,0.28,248.0,-9999.0,0.6,870.88,30.78,1.05,2.93,1.23,-9999.0,74.93,9.53,4.98,0.0,925.3,0.0,-49.66,1.12,8.05,-9999.0,81.22,6.75,-9999.0
Grumento3,40.288333,15.891388,04/01/2022 22:00,0.22,0.28,246.0,0.08,0.18,870.19,29.93,0.9,2.64,1.13,0.72,72.21,13.59,7.26,0.0,925.1,0.0,-49.66,0.82,8.0,0.14,82.55,5.23,2.08
Grumento3,40.288333,15.891388,04/01/2022 23:00,0.28,0.27,245.0,0.07,0.37,868.07,31.36,0.98,2.74,1.15,0.05,73.8,13.61,9.32,0.0,924.6,0.0,-49.59,0.64,8.15,0.12,80.37,4.17,0.27
Grumento3,40.288333,15.891388,05/01/2022 00:00,0.22,0.29,268.0,0.07,0.43,882.17,36.06,2.55,4.27,1.12,0.05,65.8,22.82,11.86,0.0,923.82,0.0,-49.43,0.82,7.22,0.12,82.31,3.84,0.06
Grumento3,40.288333,15.891388,05/01/2022 01:00,0.23,0.27,253.0,0.07,0.43,871.48,33.76,1.81,3.56,1.14,0.05,66.68,18.3,10.21,0.0,923.11,0.0,-48.85,1.09,7.41,0.12,80.87,3.82,0.06
Grumento3,40.288333,15.891388,05/01/2022 02:00,0.22,0.25,241.0,0.07,0.27,860.16,31.12,0.67,2.38,1.12,0.05,73.18,12.17,8.75,0.0,923.0,0.0,-50.55,0.59,8.08,0.12,78.8,4.4,0.06
Grumento3,40.288333,15.891388,05/01/2022 03:00,0.22,-9999.0,270.0,0.07,0.44,865.22,30.61,0.88,2.6,1.13,0.05,72.87,14.64,5.85,0.0,923.05,0.0,-47.69,0.97,7.92,0.12,82.07,4.49,0.06
Grumento3,40.288333,15.891388,05/01/2022 04:00,0.21,0.23,286.0,0.06,0.57,862.54,32.2,1.26,2.98,1.12,0.04,69.0,11.92,6.13,0.0,922.63,0.0,-49.65,0.61,7.18,0.12,84.29,3.38,0.05
Grumento3,40.288333,15.891388,05/01/2022 05:00,0.21,0.23,280.0,0.06,0.48,889.92,27.36,1.3,3.04,1.13,0.04,65.57,8.28,5.23,0.0,921.84,0.0,-49.17,0.76,6.38,0.12,85.75,3.08,0.05
Grumento3,40.288333,15.891388,05/01/2022 06:00,0.21,0.22,285.0,0.06,0.6,878.63,27.67,0.96,2.65,1.11,0.04,68.6,10.95,7.11,0.0,921.51,0.0,-51.96,0.75,6.27,0.12,85.73,2.59,0.05
Grumento3,40.288333,15.891388,05/01/2022 07:00,0.24,0.21,272.0,0.06,0.36,875.92,29.88,0.82,2.55,1.13,0.04,69.05,12.89,10.06,0.0,921.32,0.0,-51.48,2.93,6.36,0.12,84.46,3.05,0.05
Grumento3,40.288333,15.891388,05/01/2022 08:00,0.26,0.28,226.0,0.06,0.31,876.67,36.68,2.48,4.28,1.18,0.04,69.54,14.85,9.91,0.0,921.29,0.0,-47.68,2.5,6.8,0.12,78.85,1.94,0.1
Grumento3,40.288333,15.891388,05/01/2022 09:00,0.37,0.49,94.0,0.06,0.4,882.34,44.5,6.09,8.29,1.44,0.04,66.75,13.11,10.16,0.0,921.23,1.11,-34.76,2.89,7.63,0.12,73.01,1.15,0.05
Grumento3,40.288333,15.891388,05/01/2022 10:00,0.72,0.32,317.0,0.06,0.42,875.67,38.44,4.13,6.37,1.47,0.04,70.79,17.25,13.29,0.0,920.89,5.36,-31.22,2.99,8.62,0.18,65.24,1.54,0.05
Grumento3,40.288333,15.891388,05/01/2022 11:00,0.23,0.32,239.0,0.06,0.4,882.03,41.9,2.44,4.51,1.35,0.04,74.16,12.11,7.72,0.0,920.34,9.51,-27.27,1.99,10.19,0.12,59.79,2.09,0.04
