Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.313888,15.904444,20/02/2022 15:00,0.11,350.0,9.79,5.84,0.73,45.78,,0.0,953.45,85.18,1.51,11.93,77.75,2.88
Melfi,40.313888,15.904444,20/02/2022 16:00,0.12,350.0,11.02,6.75,0.98,44.59,,0.0,953.25,68.43,1.38,11.93,77.81,2.45
Melfi,40.313888,15.904444,20/02/2022 17:00,0.12,351.0,12.11,7.54,1.21,44.9,,0.0,953.37,16.73,1.31,11.45,79.84,1.58
Melfi,40.313888,15.904444,20/02/2022 18:00,0.11,291.0,16.48,13.69,5.07,39.22,,0.0,953.5,7.21,1.68,11.22,81.76,0.77
Melfi,40.313888,15.904444,20/02/2022 19:00,0.12,304.0,17.41,15.02,5.91,36.01,,0.0,954.02,0.0,1.67,10.78,84.59,0.87
Melfi,40.313888,15.904444,20/02/2022 20:00,0.15,292.0,15.86,13.81,5.52,32.54,,0.0,954.25,0.0,1.95,10.34,84.0,0.69
Melfi,40.313888,15.904444,20/02/2022 21:00,0.13,240.0,12.02,9.17,2.89,32.36,,0.0,954.45,0.0,1.88,9.89,81.26,1.08
Melfi,40.313888,15.904444,20/02/2022 22:00,0.13,216.0,9.58,6.41,1.41,33.41,,0.0,954.31,0.0,1.7,9.97,78.52,1.28
Melfi,40.313888,15.904444,20/02/2022 23:00,0.11,228.0,8.5,6.42,1.98,34.59,,0.0,953.9,0.0,2.48,9.27,79.78,1.34
Melfi,40.313888,15.904444,21/02/2022 00:00,0.11,259.0,10.34,7.92,2.51,37.75,,0.0,953.6,0.0,1.98,10.32,82.99,2.5
Melfi,40.313888,15.904444,21/02/2022 01:00,0.12,285.0,10.16,7.09,1.77,38.19,,0.0,953.28,0.0,1.48,10.17,85.6,1.84
Melfi,40.313888,15.904444,21/02/2022 02:00,0.11,279.0,10.55,7.23,1.71,37.51,,0.0,952.58,0.0,1.28,9.55,89.09,2.27
Melfi,40.313888,15.904444,21/02/2022 03:00,0.11,267.0,9.69,7.45,2.38,36.77,,0.0,951.88,0.0,1.66,9.13,87.53,2.32
Melfi,40.313888,15.904444,21/02/2022 04:00,0.12,292.0,7.73,4.83,0.8,42.77,,0.0,951.19,0.0,1.63,9.16,81.7,2.72
Melfi,40.313888,15.904444,21/02/2022 05:00,0.12,268.0,7.55,4.86,0.91,42.22,,0.0,950.61,0.0,1.41,8.95,73.5,3.72
Melfi,40.313888,15.904444,21/02/2022 06:00,0.11,272.0,6.19,4.03,0.8,46.01,,0.0,950.02,0.0,1.31,8.61,63.87,4.75
Melfi,40.313888,15.904444,21/02/2022 07:00,0.11,250.0,5.27,3.33,0.59,53.24,,0.0,948.82,1.51,1.28,8.88,64.72,6.27
Melfi,40.313888,15.904444,21/02/2022 08:00,0.11,271.0,5.8,3.59,0.57,48.9,,0.0,948.31,69.08,1.49,9.46,67.84,5.56
Melfi,40.313888,15.904444,21/02/2022 09:00,0.12,248.0,5.88,3.76,0.7,48.41,,0.0,947.69,217.77,1.88,10.35,61.56,7.1
Melfi,40.313888,15.904444,21/02/2022 10:00,0.11,241.0,6.35,4.02,0.71,49.75,,0.0,946.82,452.33,1.84,10.93,53.92,9.41
Melfi,40.313888,15.904444,21/02/2022 11:00,0.11,248.0,5.26,3.36,0.62,50.68,,0.0,946.4,592.55,2.04,11.17,51.84,9.63
Melfi,40.313888,15.904444,21/02/2022 12:00,0.12,248.0,6.26,4.0,0.74,51.23,,0.0,946.15,677.74,1.58,11.67,55.45,10.06
Melfi,40.313888,15.904444,21/02/2022 13:00,0.11,247.0,6.17,3.99,0.77,48.96,,0.0,945.6,652.71,1.36,12.25,55.65,6.62
Melfi,40.313888,15.904444,21/02/2022 14:00,0.12,249.0,6.54,4.09,0.68,46.81,,0.0,944.49,275.33,1.81,11.23,60.72,6.35
Melfi,40.313888,15.904444,21/02/2022 15:00,0.11,250.0,6.26,3.91,0.65,46.07,,0.0,943.14,224.27,2.0,11.2,60.09,7.0
Melfi,40.313888,15.904444,21/02/2022 16:00,0.11,251.0,6.27,4.09,0.82,48.86,,0.0,942.56,76.54,1.74,11.06,62.2,5.04
Melfi,40.313888,15.904444,21/02/2022 17:00,0.11,251.0,6.31,4.1,0.81,46.29,,0.0,941.38,59.38,1.86,10.37,67.31,5.84
Melfi,40.313888,15.904444,21/02/2022 18:00,0.11,250.0,6.01,3.95,0.82,47.6,,0.0,941.18,20.88,1.96,10.2,65.79,7.03
Melfi,40.313888,15.904444,21/02/2022 19:00,0.13,250.0,5.81,3.81,0.78,49.23,,0.0,940.9,0.0,3.17,9.6,70.13,7.7
Melfi,40.313888,15.904444,21/02/2022 20:00,0.11,249.0,5.66,3.75,0.8,48.46,,0.0,940.28,0.0,3.36,9.28,70.66,6.17
Melfi,40.313888,15.904444,21/02/2022 21:00,0.12,269.0,6.11,4.01,0.82,49.19,,0.0,940.1,0.0,3.15,8.86,75.64,5.08
Melfi,40.313888,15.904444,21/02/2022 22:00,0.12,269.0,6.49,4.22,0.83,44.52,,0.0,939.51,0.0,2.63,8.68,74.49,3.12
Melfi,40.313888,15.904444,21/02/2022 23:00,0.12,267.0,5.52,3.61,0.73,48.54,,0.0,939.12,0.0,3.31,8.65,69.98,4.38
Melfi,40.313888,15.904444,22/02/2022 00:00,0.11,251.0,5.84,3.96,0.91,44.92,,0.0,938.35,0.0,2.95,8.19,65.14,3.23
Melfi,40.313888,15.904444,22/02/2022 01:00,0.11,269.0,6.4,4.41,1.06,48.32,,0.0,937.85,0.0,2.56,7.95,63.76,2.45
Melfi,40.313888,15.904444,22/02/2022 02:00,0.11,261.0,8.33,6.62,2.26,45.21,,0.0,937.81,0.0,2.32,7.13,75.58,1.77
Melfi,40.313888,15.904444,22/02/2022 03:00,0.12,348.0,7.34,5.29,1.45,45.69,,1.8,938.0,0.01,2.27,6.27,85.94,3.98
Melfi,40.313888,15.904444,22/02/2022 04:00,0.12,345.0,5.94,3.58,0.5,47.54,,1.8,938.58,0.0,2.31,4.13,99.86,4.46
Melfi,40.313888,15.904444,22/02/2022 05:00,0.13,308.0,5.51,3.31,0.46,49.43,,2.2,938.43,0.0,2.36,4.14,99.85,4.38
Melfi,40.313888,15.904444,22/02/2022 06:00,0.13,346.0,5.34,2.93,0.23,49.19,,3.6,938.8,0.0,2.01,4.53,99.86,6.95
Melfi,40.313888,15.904444,22/02/2022 07:00,0.13,346.0,5.3,2.97,0.26,50.9,,2.2,939.32,0.0,2.01,4.42,99.86,8.08
Melfi,40.313888,15.904444,22/02/2022 08:00,0.13,347.0,5.83,3.44,0.42,45.8,,1.2,939.94,5.4,2.54,4.37,99.86,8.21
Melfi,40.313888,15.904444,22/02/2022 09:00,0.12,336.0,6.05,3.57,0.44,47.83,,1.2,940.95,22.71,2.56,4.15,99.87,7.65
Melfi,40.313888,15.904444,22/02/2022 10:00,0.13,338.0,6.63,3.81,0.37,61.06,,1.4,942.07,55.98,2.09,4.09,99.86,7.33
Melfi,40.313888,15.904444,22/02/2022 11:00,0.13,346.0,7.52,4.36,0.46,23.72,,1.2,943.2,72.03,1.89,4.37,99.86,6.18
Melfi,40.313888,15.904444,22/02/2022 12:00,0.13,347.0,7.64,4.47,0.5,43.11,,0.4,944.05,151.8,1.91,4.66,99.63,4.92
Melfi,40.313888,15.904444,22/02/2022 13:00,0.13,352.0,7.05,4.22,0.56,-9999.0,,0.0,944.46,171.66,2.32,6.24,79.74,5.17
Melfi,40.313888,15.904444,22/02/2022 14:00,0.19,352.0,5.43,3.55,0.72,76.62,,0.0,944.85,332.83,2.51,7.56,59.08,7.22
Melfi,40.313888,15.904444,22/02/2022 15:00,0.16,350.0,5.61,3.63,0.71,81.56,,0.0,945.15,534.97,2.43,8.6,52.75,7.89
Melfi,40.313888,15.904444,22/02/2022 16:00,0.14,353.0,5.71,3.62,0.64,83.39,,0.0,945.63,201.93,2.05,8.1,55.84,7.32
Melfi,40.313888,15.904444,22/02/2022 17:00,0.16,351.0,6.25,3.88,0.63,82.36,,0.0,946.41,133.79,2.05,7.85,57.32,6.35
Melfi,40.313888,15.904444,22/02/2022 18:00,0.15,349.0,7.46,4.53,0.64,79.7,,0.0,947.53,16.22,2.17,7.02,60.46,5.54
Melfi,40.313888,15.904444,22/02/2022 19:00,0.13,346.0,6.25,3.63,0.41,78.33,,0.0,948.64,0.0,2.0,6.03,63.8,4.45
Melfi,40.313888,15.904444,22/02/2022 20:00,0.13,323.0,6.37,3.8,0.49,75.64,,0.0,949.37,0.0,2.03,5.37,63.87,3.06
Melfi,40.313888,15.904444,22/02/2022 21:00,0.13,324.0,5.69,3.34,0.41,75.34,,0.0,950.31,0.0,1.83,5.1,63.91,3.22
Melfi,40.313888,15.904444,22/02/2022 22:00,0.13,325.0,5.55,3.52,0.63,74.17,,0.0,950.94,0.0,1.62,4.98,66.14,2.91
Melfi,40.313888,15.904444,22/02/2022 23:00,0.13,325.0,5.48,3.3,0.47,73.8,,0.0,951.49,0.0,2.35,4.93,65.92,2.7
Melfi,40.313888,15.904444,23/02/2022 00:00,0.13,329.0,5.2,3.36,0.66,72.89,,0.0,951.68,0.0,2.07,4.78,66.07,2.41
Melfi,40.313888,15.904444,23/02/2022 01:00,0.13,324.0,5.18,3.37,0.67,71.9,,0.0,952.01,0.0,1.76,4.65,68.48,2.83
Melfi,40.313888,15.904444,23/02/2022 02:00,0.13,332.0,4.76,2.94,0.48,73.0,,0.0,952.35,0.0,1.56,4.76,67.09,3.34
Melfi,40.313888,15.904444,23/02/2022 03:00,0.13,336.0,5.27,3.28,0.55,74.23,,0.0,952.8,0.0,1.32,4.89,67.61,3.32
Melfi,40.313888,15.904444,23/02/2022 04:00,0.12,329.0,5.15,3.14,0.48,72.26,,0.0,952.99,0.0,1.42,4.66,69.53,2.63
Melfi,40.313888,15.904444,23/02/2022 05:00,0.13,324.0,5.01,3.02,0.44,71.91,,0.0,953.35,0.0,1.33,4.48,68.97,2.57
Melfi,40.313888,15.904444,23/02/2022 06:00,0.13,324.0,4.95,3.14,0.57,72.12,,0.0,953.88,0.0,1.49,4.37,68.18,2.47
Melfi,40.313888,15.904444,23/02/2022 07:00,0.14,281.0,5.44,3.53,0.7,66.86,,0.0,954.37,1.93,1.43,3.8,70.89,2.16
Melfi,40.313888,15.904444,23/02/2022 08:00,0.13,346.0,7.28,4.87,1.08,71.89,,0.0,955.26,98.9,1.45,4.63,66.47,2.98
Melfi,40.313888,15.904444,23/02/2022 09:00,0.13,349.0,7.14,4.58,0.85,73.02,,0.0,955.96,298.83,1.22,5.9,62.75,2.96
Melfi,40.313888,15.904444,23/02/2022 10:00,0.13,348.0,6.98,4.44,0.79,76.11,,0.0,956.55,461.35,0.92,6.98,59.09,3.11
Melfi,40.313888,15.904444,23/02/2022 11:00,0.12,350.0,6.57,4.29,0.85,79.36,,0.0,956.9,545.47,0.93,7.95,60.52,4.59
Melfi,40.313888,15.904444,23/02/2022 12:00,0.13,352.0,6.82,4.48,0.92,84.49,,0.0,957.26,636.63,0.84,8.75,56.69,5.79
Melfi,40.313888,15.904444,23/02/2022 13:00,0.12,353.0,6.75,4.24,0.72,87.94,,0.0,957.06,680.82,1.1,9.33,54.79,5.61
Melfi,40.313888,15.904444,23/02/2022 14:00,0.12,353.0,7.22,4.47,0.71,89.96,,0.0,956.99,595.28,1.01,9.92,52.69,4.68
Melfi,40.313888,15.904444,23/02/2022 15:00,0.13,354.0,7.5,4.59,0.68,91.54,,0.0,957.3,406.64,0.87,9.83,57.49,4.97
Melfi,40.313888,15.904444,23/02/2022 16:00,0.14,350.0,8.08,4.97,0.76,90.34,,0.0,957.79,278.48,0.79,9.55,62.26,4.45
Melfi,40.313888,15.904444,23/02/2022 17:00,0.14,349.0,8.99,5.21,0.54,88.43,,0.0,958.17,130.1,0.73,9.2,66.46,3.79
Melfi,40.313888,15.904444,23/02/2022 18:00,0.15,315.0,9.47,5.62,0.68,81.01,,0.0,958.58,11.65,1.05,7.95,74.58,1.94
Melfi,40.313888,15.904444,23/02/2022 19:00,0.14,258.0,11.04,7.19,1.43,75.86,,0.0,959.15,0.0,1.11,6.88,77.61,1.79
Melfi,40.313888,15.904444,23/02/2022 20:00,0.13,297.0,6.94,4.26,0.64,86.66,,0.0,959.52,0.0,1.09,7.07,69.39,2.07
Melfi,40.313888,15.904444,23/02/2022 21:00,0.14,323.0,7.54,4.56,0.64,85.45,,0.0,959.73,0.0,1.41,6.59,71.76,2.12
Melfi,40.313888,15.904444,23/02/2022 22:00,0.14,335.0,7.59,4.58,0.62,86.49,,0.0,959.9,0.0,1.51,6.37,72.99,2.16
Melfi,40.313888,15.904444,23/02/2022 23:00,0.14,217.0,6.32,3.92,0.63,79.37,,0.0,959.98,0.0,1.44,5.78,75.25,1.54
Melfi,40.313888,15.904444,24/02/2022 00:00,0.15,243.0,6.12,3.93,0.74,73.77,,0.0,960.06,0.0,1.56,5.68,76.71,1.13
Melfi,40.313888,15.904444,24/02/2022 01:00,0.14,249.0,5.79,3.74,0.73,75.79,,0.0,960.01,0.0,1.21,5.5,79.89,1.31
Melfi,40.313888,15.904444,24/02/2022 02:00,0.13,231.0,5.8,3.72,0.7,67.93,,0.0,960.06,0.0,0.89,4.74,82.66,1.87
Melfi,40.313888,15.904444,24/02/2022 03:00,0.12,235.0,5.04,3.3,0.67,62.27,,0.0,959.67,0.0,0.73,3.95,85.62,1.52
Melfi,40.313888,15.904444,24/02/2022 04:00,0.13,227.0,4.81,3.16,0.66,61.31,,0.0,959.67,0.0,0.83,3.66,87.99,1.92
Melfi,40.313888,15.904444,24/02/2022 05:00,0.12,246.0,4.77,3.09,0.61,60.93,,0.0,959.81,0.0,0.73,3.59,90.36,1.53
Melfi,40.313888,15.904444,24/02/2022 06:00,0.13,259.0,6.49,4.3,0.91,62.87,,0.0,959.85,0.0,0.75,4.18,91.24,1.43
Melfi,40.313888,15.904444,24/02/2022 07:00,0.13,227.0,6.99,4.62,0.97,56.44,,0.0,959.73,2.41,0.76,3.55,92.9,1.86
Melfi,40.313888,15.904444,24/02/2022 08:00,0.17,247.0,8.19,6.31,2.03,53.12,,0.0,960.13,105.25,0.84,4.26,90.21,1.52
Melfi,40.313888,15.904444,24/02/2022 09:00,0.14,265.0,9.4,6.66,1.74,75.55,,0.0,960.13,308.32,0.69,8.23,69.52,1.23
Melfi,40.313888,15.904444,24/02/2022 10:00,0.11,351.0,6.29,4.22,0.94,85.77,,0.0,960.02,473.73,0.83,9.63,51.65,1.33
Melfi,40.313888,15.904444,24/02/2022 11:00,0.13,313.0,5.75,3.67,0.67,87.57,,0.0,959.88,618.4,0.77,10.39,43.66,1.4
Melfi,40.313888,15.904444,24/02/2022 12:00,0.12,346.0,4.9,3.29,0.74,92.28,,0.0,959.33,692.46,0.72,11.93,27.38,1.24
Melfi,40.313888,15.904444,24/02/2022 13:00,0.12,347.0,4.62,2.83,0.45,92.54,,0.0,958.49,694.45,0.73,12.85,22.31,1.73
Melfi,40.313888,15.904444,24/02/2022 14:00,0.13,352.0,5.1,3.23,0.58,96.16,,0.0,957.61,643.72,0.38,12.91,22.03,1.69
Melfi,40.313888,15.904444,24/02/2022 15:00,0.12,85.0,4.58,2.99,0.61,98.28,,0.0,956.75,540.26,0.77,12.91,27.39,1.91
Melfi,40.313888,15.904444,24/02/2022 16:00,0.13,83.0,12.61,7.82,1.23,88.23,,0.0,955.88,390.17,3.06,12.8,27.71,1.77
Melfi,40.313888,15.904444,24/02/2022 17:00,0.13,94.0,7.34,4.43,0.61,93.68,,0.0,955.4,151.72,1.56,12.08,36.48,1.36
Melfi,40.313888,15.904444,24/02/2022 18:00,0.15,180.0,9.93,6.77,1.58,62.01,,0.0,955.07,16.25,1.56,8.75,48.86,1.23
Melfi,40.313888,15.904444,24/02/2022 19:00,0.14,206.0,7.07,4.64,0.97,60.18,,0.0,955.04,0.0,1.93,5.88,56.6,1.21
Melfi,40.313888,15.904444,24/02/2022 20:00,0.21,232.0,9.85,7.17,2.02,57.88,,0.0,955.04,0.0,1.38,6.23,53.06,1.36
Melfi,40.313888,15.904444,24/02/2022 21:00,0.16,249.0,10.18,6.83,1.51,71.0,,0.0,955.02,0.0,2.97,7.68,49.95,2.43
Melfi,40.313888,15.904444,24/02/2022 22:00,0.12,265.0,9.54,6.22,1.23,76.32,,0.0,955.05,0.0,1.56,8.5,50.55,2.64
Melfi,40.313888,15.904444,24/02/2022 23:00,0.13,247.0,9.81,6.07,0.95,80.64,,0.0,954.71,0.0,1.73,8.24,53.0,2.64
Melfi,40.313888,15.904444,25/02/2022 00:00,0.13,285.0,6.89,4.33,0.74,88.29,,0.0,954.18,0.0,1.81,8.09,50.47,2.43
Melfi,40.313888,15.904444,25/02/2022 01:00,0.12,247.0,6.62,4.13,0.68,81.04,,0.0,953.53,0.0,1.27,6.57,56.43,3.3
Melfi,40.313888,15.904444,25/02/2022 02:00,0.12,246.0,6.13,3.88,0.68,84.41,,0.0,953.11,0.0,1.08,6.43,60.24,4.2
Melfi,40.313888,15.904444,25/02/2022 03:00,0.12,244.0,5.09,3.35,0.69,89.29,,0.0,952.85,0.0,1.34,7.23,52.4,5.45
Melfi,40.313888,15.904444,25/02/2022 04:00,0.13,235.0,5.07,3.17,0.55,93.38,,0.0,952.48,0.0,1.21,8.03,43.12,5.36
Melfi,40.313888,15.904444,25/02/2022 05:00,0.12,236.0,5.26,3.19,0.47,91.95,,0.0,952.69,0.0,1.16,7.23,46.25,5.25
Melfi,40.313888,15.904444,25/02/2022 06:00,0.12,239.0,4.45,2.8,0.5,95.49,,0.0,952.78,0.0,1.43,7.53,41.99,5.35
Melfi,40.313888,15.904444,25/02/2022 07:00,0.13,242.0,4.48,2.83,0.51,96.79,,0.0,952.82,2.74,1.37,7.44,43.86,5.06
Melfi,40.313888,15.904444,25/02/2022 08:00,0.13,237.0,5.22,3.31,0.6,95.27,,0.0,953.2,102.93,1.18,7.47,48.12,5.03
Melfi,40.313888,15.904444,25/02/2022 09:00,0.13,236.0,6.08,3.92,0.75,94.18,,0.0,953.42,298.72,1.67,8.67,53.4,4.6
Melfi,40.313888,15.904444,25/02/2022 10:00,0.13,234.0,6.52,4.21,0.8,91.96,,0.0,953.56,461.93,1.82,9.94,54.88,3.77
Melfi,40.313888,15.904444,25/02/2022 11:00,0.13,227.0,6.7,4.39,0.89,92.68,,0.0,953.3,601.38,1.66,11.25,52.85,2.96
Melfi,40.313888,15.904444,25/02/2022 12:00,0.13,230.0,6.26,4.02,0.76,94.88,,0.0,952.94,667.64,1.64,12.53,49.19,3.2
Melfi,40.313888,15.904444,25/02/2022 13:00,0.12,229.0,6.62,4.2,0.74,98.6,,0.0,952.32,669.14,1.41,13.56,46.58,2.92
Melfi,40.313888,15.904444,25/02/2022 14:00,0.12,296.0,6.82,4.37,0.81,105.49,,0.0,951.68,618.75,1.62,14.2,40.24,2.92
Melfi,40.313888,15.904444,25/02/2022 15:00,0.12,347.0,7.21,4.48,0.72,111.85,,0.0,951.44,453.26,1.46,14.11,38.8,2.54
Melfi,40.313888,15.904444,25/02/2022 16:00,0.13,308.0,-9999.0,-9999.0,-9999.0,110.19,,0.0,951.3,186.84,1.75,13.27,40.26,2.21
Melfi,40.313888,15.904444,25/02/2022 17:00,0.24,306.0,-9999.0,-9999.0,-9999.0,108.74,,0.0,951.29,126.69,2.8,13.02,44.35,2.35
Melfi,40.313888,15.904444,25/02/2022 18:00,0.36,245.0,-9999.0,-9999.0,-9999.0,96.09,,0.0,951.7,25.88,3.46,11.34,60.78,3.25
Melfi,40.313888,15.904444,25/02/2022 19:00,0.25,245.0,12.24,7.66,1.26,93.76,,0.0,952.03,0.0,2.66,9.58,69.06,3.47
Melfi,40.313888,15.904444,25/02/2022 20:00,0.15,247.0,11.06,6.76,0.98,94.92,,0.0,952.03,0.0,2.48,8.83,72.44,3.29
Melfi,40.313888,15.904444,25/02/2022 21:00,0.15,248.0,10.35,6.52,1.11,94.54,,0.0,951.88,0.0,2.85,8.56,72.79,3.09
Melfi,40.313888,15.904444,25/02/2022 22:00,0.15,253.0,9.62,5.96,0.94,95.36,,0.0,951.65,0.0,2.55,8.31,69.09,4.02
Melfi,40.313888,15.904444,25/02/2022 23:00,0.17,254.0,8.6,5.51,1.02,96.82,,0.0,951.62,0.0,2.59,7.85,70.77,4.61
Melfi,40.313888,15.904444,26/02/2022 00:00,0.14,252.0,7.74,4.93,0.89,98.67,,0.0,951.22,0.0,2.53,8.01,59.97,4.24
Melfi,40.313888,15.904444,26/02/2022 01:00,0.16,251.0,7.05,4.43,0.75,96.86,,0.0,951.04,0.0,1.89,7.37,59.55,4.17
Melfi,40.313888,15.904444,26/02/2022 02:00,0.14,249.0,6.48,4.22,0.84,96.32,,0.0,950.68,0.0,1.77,7.19,55.84,3.86
Melfi,40.313888,15.904444,26/02/2022 03:00,0.14,241.0,5.65,3.82,0.87,98.72,,0.0,950.07,0.0,1.76,7.17,56.29,3.44
Melfi,40.313888,15.904444,26/02/2022 04:00,0.14,237.0,5.35,3.79,0.99,100.61,,0.0,949.44,0.0,2.13,7.31,56.99,3.71
Melfi,40.313888,15.904444,26/02/2022 05:00,0.16,237.0,5.68,3.97,1.0,99.02,,0.0,949.17,0.0,1.97,7.25,56.79,3.41
Melfi,40.313888,15.904444,26/02/2022 06:00,0.15,236.0,6.0,4.1,0.96,95.6,,0.0,949.02,0.0,2.08,6.73,63.67,2.53
Melfi,40.313888,15.904444,26/02/2022 07:00,0.15,261.0,7.11,4.88,1.16,92.69,,0.0,949.21,4.03,2.28,6.14,72.97,3.22
Melfi,40.313888,15.904444,26/02/2022 08:00,0.15,278.0,7.72,5.19,1.16,89.26,,0.0,949.35,36.75,2.4,6.86,71.8,2.55
Melfi,40.313888,15.904444,26/02/2022 09:00,0.16,356.0,9.38,6.07,1.17,71.27,,0.0,949.85,70.56,2.48,5.33,81.88,2.34
Melfi,40.313888,15.904444,26/02/2022 10:00,0.16,3.0,9.05,5.71,0.98,66.71,,0.0,949.9,90.95,2.2,4.41,88.73,1.58
Melfi,40.313888,15.904444,26/02/2022 11:00,0.17,13.0,8.91,5.74,1.08,68.28,,0.0,949.87,85.39,2.57,3.81,89.97,1.72
Melfi,40.313888,15.904444,26/02/2022 12:00,0.16,67.0,8.82,5.46,0.85,67.91,,0.0,949.33,65.92,2.54,3.65,90.25,1.6
Melfi,40.313888,15.904444,26/02/2022 13:00,0.17,359.0,9.67,6.34,1.28,67.21,,0.0,948.67,45.92,2.75,3.36,91.02,1.81
Melfi,40.313888,15.904444,26/02/2022 14:00,0.16,349.0,8.51,5.5,1.05,69.04,,0.0,947.63,54.16,2.54,2.85,92.53,2.38
Melfi,40.313888,15.904444,26/02/2022 15:00,0.16,3.0,8.07,5.21,0.99,67.36,,0.0,946.85,23.98,2.66,2.29,94.58,2.14
Melfi,40.313888,15.904444,26/02/2022 16:00,0.15,296.0,9.63,6.94,1.9,59.5,,0.2,946.34,7.97,2.55,1.22,95.85,0.68
Melfi,40.313888,15.904444,26/02/2022 17:00,0.16,286.0,7.62,5.07,1.09,66.37,,0.2,946.44,1.07,3.0,0.79,97.94,1.34
Melfi,40.313888,15.904444,26/02/2022 18:00,0.18,292.0,12.02,7.46,1.17,58.9,,0.0,945.59,0.11,3.43,0.88,98.9,0.57
Melfi,40.313888,15.904444,26/02/2022 19:00,0.15,298.0,12.63,9.02,2.42,54.42,,0.0,944.9,0.0,3.66,0.98,99.62,0.55
Melfi,40.313888,15.904444,26/02/2022 20:00,0.17,289.0,10.57,6.73,1.2,55.53,,0.2,944.5,0.0,3.19,0.83,99.83,0.99
Melfi,40.313888,15.904444,26/02/2022 21:00,0.15,284.0,6.72,4.69,1.18,65.37,,0.0,944.21,0.0,3.17,1.01,99.93,1.67
Melfi,40.313888,15.904444,26/02/2022 22:00,0.16,272.0,7.19,4.97,1.22,71.33,,0.0,944.11,0.0,2.8,1.15,99.93,1.68
Melfi,40.313888,15.904444,26/02/2022 23:00,0.15,286.0,7.4,4.74,0.88,67.8,,0.4,943.86,0.0,3.03,1.14,99.93,1.63
Melfi,40.313888,15.904444,27/02/2022 00:00,0.14,248.0,6.25,4.17,0.9,74.6,,0.4,943.32,0.0,3.09,1.27,99.93,3.31
Melfi,40.313888,15.904444,27/02/2022 01:00,0.14,247.0,6.14,3.99,0.78,73.9,,0.6,943.1,0.0,2.79,1.2,99.93,3.59
Melfi,40.313888,15.904444,27/02/2022 02:00,0.14,288.0,6.24,3.97,0.72,76.1,,0.4,943.52,0.0,2.73,0.91,99.93,3.69
Melfi,40.313888,15.904444,27/02/2022 03:00,0.15,347.0,5.81,3.56,0.54,73.54,,9.0,944.32,0.0,2.36,2.44,100.21,7.77
Melfi,40.313888,15.904444,27/02/2022 04:00,0.16,345.0,5.77,3.68,0.67,46.57,,8.4,945.4,0.0,2.47,5.44,101.53,8.48
Melfi,40.313888,15.904444,27/02/2022 05:00,0.15,336.0,5.6,3.61,52.52,155.09,,6.6,946.0,142.77,139.89,72.38,111.13,10.01
Melfi,40.313888,15.904444,27/02/2022 06:00,0.16,-9999.0,-9999.0,3.51,347.22,-9999.0,,4.0,947.24,-9999.0,747.8,229.86,148.91,7.97
Melfi,40.313888,15.904444,27/02/2022 07:00,0.15,346.0,5.88,3.75,13.05,88.3,,1.6,947.94,41.98,35.24,229.86,200.56,6.23
Melfi,40.313888,15.904444,27/02/2022 08:00,0.14,347.0,6.33,4.09,0.79,69.46,,0.2,948.84,3.37,2.4,229.86,194.68,5.12
Melfi,40.313888,15.904444,27/02/2022 09:00,0.15,310.0,6.48,4.07,0.68,68.49,,0.0,949.61,23.38,2.23,204.0,109.25,4.12
Melfi,40.313888,15.904444,27/02/2022 10:00,0.15,292.0,6.09,3.91,0.73,65.52,,0.0,949.96,105.96,2.06,229.78,108.86,4.09
Melfi,40.313888,15.904444,27/02/2022 11:00,0.15,303.0,6.65,4.54,1.06,61.65,,0.0,950.45,227.63,2.48,229.86,99.06,3.33
Melfi,40.313888,15.904444,27/02/2022 12:00,0.16,301.0,6.8,4.4,0.85,61.54,,0.0,950.77,75.35,4.44,229.86,89.48,2.58
Melfi,40.313888,15.904444,27/02/2022 13:00,0.15,311.0,6.48,4.14,0.96,65.3,,0.0,950.92,83.08,4.21,229.86,85.19,3.22
Melfi,40.313888,15.904444,27/02/2022 14:00,0.16,336.0,6.26,4.1,0.83,67.7,,0.0,950.92,111.14,3.44,229.86,79.69,3.63
Melfi,40.313888,15.904444,27/02/2022 15:00,0.15,345.0,6.85,4.33,1.56,67.07,,0.0,951.11,55.05,5.42,229.86,88.73,3.48
Melfi,40.313888,15.904444,27/02/2022 16:00,0.16,330.0,6.63,4.0,1.96,67.22,,0.0,951.27,46.12,7.8,229.86,88.58,2.73
Melfi,40.313888,15.904444,27/02/2022 17:00,0.15,331.0,6.68,4.17,0.69,64.18,,0.0,951.68,11.83,4.0,229.86,87.22,2.88
Melfi,40.313888,15.904444,27/02/2022 18:00,0.15,328.0,7.35,4.69,0.85,62.41,,0.2,952.22,0.83,3.9,229.86,90.74,2.63
Melfi,40.313888,15.904444,27/02/2022 19:00,0.14,331.0,7.49,4.41,1.13,63.11,,0.4,952.71,2.26,5.59,229.86,96.74,2.98
Melfi,40.313888,15.904444,27/02/2022 20:00,0.14,324.0,6.76,4.33,0.8,62.2,,1.4,953.02,0.0,3.25,229.86,99.12,2.84
