Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Ferrandina,40.313888,15.904444,03/01/2022 00:00,0.8,0.3,1.5,0.0,0.01,2.09,0.09,13.66,10.0,2.88,0.0,17.82,0.07,0.0,991.49,0.0,0.08,4.3,0.87,95.74,0.55
Ferrandina,40.313888,15.904444,03/01/2022 01:00,0.86,0.31,24.66,0.0,0.0,2.05,0.09,10.47,8.31,2.86,0.0,22.2,0.03,0.0,991.36,0.0,0.92,4.44,0.81,97.29,0.87
Ferrandina,40.313888,15.904444,03/01/2022 02:00,0.84,0.31,22.43,0.0,0.0,2.04,0.09,5.99,5.56,2.45,0.0,21.12,0.01,0.0,991.31,0.0,0.02,3.91,0.55,97.09,0.48
Ferrandina,40.313888,15.904444,03/01/2022 03:00,0.83,0.29,357.99,0.0,0.01,2.03,0.07,9.45,8.05,3.13,0.0,11.13,0.0,0.0,991.33,0.0,0.07,2.55,0.58,97.74,0.14
Ferrandina,40.313888,15.904444,03/01/2022 04:00,0.8,0.31,0.01,0.0,0.01,2.08,0.09,8.01,8.46,4.3,0.0,11.82,0.01,0.0,990.91,0.0,0.1,2.43,0.76,98.92,0.23
Ferrandina,40.313888,15.904444,03/01/2022 05:00,0.85,0.3,0.69,0.01,0.0,2.13,0.11,7.87,7.67,3.57,0.0,12.56,0.06,0.0,990.63,0.0,0.06,2.15,0.67,99.02,0.4
Ferrandina,40.313888,15.904444,03/01/2022 06:00,0.89,0.32,1.66,0.0,0.0,2.07,0.14,15.17,15.02,7.13,0.0,5.06,0.02,0.0,990.14,0.0,0.17,1.82,0.64,99.02,0.39
Ferrandina,40.313888,15.904444,03/01/2022 07:00,0.88,0.33,43.88,0.01,0.04,2.07,0.1,20.73,34.74,24.0,0.0,4.62,0.06,0.0,990.27,0.0,0.22,1.76,0.72,99.02,1.0
Ferrandina,40.313888,15.904444,03/01/2022 08:00,0.91,0.32,43.89,0.05,0.01,2.05,0.07,18.88,19.13,9.31,0.0,9.18,0.08,0.0,990.43,9.31,0.05,2.64,0.71,99.02,1.49
Ferrandina,40.313888,15.904444,03/01/2022 09:00,0.86,0.31,44.29,0.01,0.0,2.04,0.08,17.45,23.03,13.97,0.0,16.17,0.0,0.0,990.6,93.6,0.02,4.84,0.47,99.0,1.05
Ferrandina,40.313888,15.904444,03/01/2022 10:00,0.89,0.32,67.05,0.13,0.07,-9999.0,-9999.0,12.93,12.74,6.01,0.01,22.53,0.23,0.0,990.59,300.12,0.03,8.01,1.04,90.33,1.34
Ferrandina,40.313888,15.904444,03/01/2022 11:00,0.9,0.31,68.13,0.0,0.9,2.01,0.12,12.83,12.65,5.97,0.41,37.36,0.03,0.0,989.77,312.45,0.16,11.07,0.79,73.69,1.05
Ferrandina,40.313888,15.904444,03/01/2022 12:00,0.92,0.32,44.21,0.0,0.14,1.99,0.11,9.73,10.64,5.58,0.78,52.76,0.54,0.0,989.03,474.62,0.05,14.53,0.0,59.97,1.17
Ferrandina,40.313888,15.904444,03/01/2022 13:00,0.93,0.31,44.15,0.0,0.0,1.97,0.1,5.78,5.83,2.82,0.02,62.71,0.09,0.0,987.97,486.65,-9999.0,16.08,0.0,52.33,1.05
Ferrandina,40.313888,15.904444,03/01/2022 14:00,0.86,0.31,293.42,0.0,0.0,1.97,0.09,8.4,8.45,4.09,0.01,63.82,0.09,0.0,986.7,412.07,0.12,16.87,0.0,47.77,0.68
Ferrandina,40.313888,15.904444,03/01/2022 15:00,0.3,0.31,269.5,0.0,0.0,1.97,0.07,7.89,7.73,3.63,0.0,64.1,0.02,0.0,986.2,307.28,0.08,16.53,0.0,49.52,1.15
Ferrandina,40.313888,15.904444,03/01/2022 16:00,0.17,0.33,270.66,0.0,0.0,1.98,0.09,15.12,14.1,6.24,0.0,50.95,0.0,0.0,986.76,106.9,0.11,15.23,0.01,57.18,0.91
Ferrandina,40.313888,15.904444,03/01/2022 17:00,0.16,0.37,339.22,0.0,0.0,1.99,0.09,30.05,25.29,9.65,0.0,24.24,0.0,0.0,987.09,8.95,0.16,12.09,0.01,73.25,0.54
Ferrandina,40.313888,15.904444,03/01/2022 18:00,0.64,0.48,0.15,0.0,0.0,2.01,0.11,48.67,75.32,50.07,0.13,2.36,0.07,0.0,987.51,0.0,0.16,9.39,0.0,82.37,0.27
Ferrandina,40.313888,15.904444,03/01/2022 19:00,1.52,0.5,339.38,0.0,0.1,2.03,0.11,42.5,78.92,56.9,0.05,2.12,0.02,0.0,987.63,0.0,0.1,7.45,0.0,88.93,0.24
Ferrandina,40.313888,15.904444,03/01/2022 20:00,1.6,0.4,358.29,0.0,0.02,2.02,0.09,29.06,32.72,17.61,0.47,4.35,0.0,0.0,987.21,0.0,0.04,6.43,0.0,93.18,0.32
Ferrandina,40.313888,15.904444,03/01/2022 21:00,1.31,0.38,21.54,0.0,0.0,2.06,0.18,28.38,24.08,9.3,0.06,3.15,0.01,0.0,987.47,0.0,0.04,6.0,0.0,96.19,0.57
Ferrandina,40.313888,15.904444,03/01/2022 22:00,1.36,0.34,42.31,0.0,0.0,2.05,0.12,15.76,12.14,3.92,1.09,11.68,1.16,0.0,987.22,0.0,0.24,5.74,0.0,97.93,0.7
Ferrandina,40.313888,15.904444,03/01/2022 23:00,0.71,0.34,1.15,0.0,0.0,2.04,0.08,15.89,14.58,6.31,1.04,9.08,0.97,0.0,987.23,0.0,0.03,5.05,0.0,98.94,0.39
Ferrandina,40.313888,15.904444,04/01/2022 00:00,0.08,0.32,21.18,0.0,0.0,2.03,0.07,11.59,9.86,3.83,0.01,14.17,0.0,0.0,987.09,0.0,0.02,5.02,0.0,99.02,1.04
Ferrandina,40.313888,15.904444,04/01/2022 01:00,0.16,0.3,22.49,0.0,0.0,2.01,0.1,9.02,7.92,3.22,0.0,16.75,0.0,0.0,986.4,0.0,0.91,5.24,0.0,99.02,0.57
Ferrandina,40.313888,15.904444,04/01/2022 02:00,0.33,0.29,22.52,0.0,0.0,2.02,0.07,8.34,7.04,2.69,0.0,12.49,0.0,0.0,986.04,0.0,0.01,4.3,0.0,99.02,0.61
Ferrandina,40.313888,15.904444,04/01/2022 03:00,0.29,0.28,44.85,0.0,0.0,2.02,0.06,5.67,5.83,2.88,0.0,16.62,0.0,0.0,985.8,0.0,0.07,4.32,0.0,99.02,0.96
Ferrandina,40.313888,15.904444,04/01/2022 04:00,0.28,0.27,359.49,0.0,0.0,2.03,0.08,6.14,6.08,2.89,0.0,13.91,0.0,0.0,985.2,0.0,0.18,3.7,0.0,99.02,0.42
Ferrandina,40.313888,15.904444,04/01/2022 05:00,0.3,0.28,0.11,0.0,0.0,2.04,0.08,8.93,8.51,3.86,0.0,8.03,0.0,0.0,984.87,0.0,0.1,3.06,0.0,99.02,0.35
Ferrandina,40.313888,15.904444,04/01/2022 06:00,0.29,0.34,359.16,0.0,0.0,2.08,0.14,13.31,23.49,16.59,0.0,2.49,0.0,0.0,984.67,0.0,0.1,2.44,0.0,99.02,0.19
Ferrandina,40.313888,15.904444,04/01/2022 07:00,0.31,0.28,359.02,0.0,0.0,2.04,0.12,15.66,31.83,23.72,0.0,2.16,0.0,0.0,984.96,0.0,0.13,2.51,0.0,99.02,0.5
Ferrandina,40.313888,15.904444,04/01/2022 08:00,0.32,0.3,357.59,0.0,0.0,2.03,0.07,20.51,51.57,40.99,0.0,1.53,0.0,0.0,985.06,10.97,0.15,2.7,0.0,99.02,0.26
Ferrandina,40.313888,15.904444,04/01/2022 09:00,0.3,0.29,22.67,0.0,0.0,-9999.0,-9999.0,17.35,39.78,30.82,0.0,4.16,0.0,0.0,985.35,68.16,0.06,3.36,0.0,99.02,0.55
Ferrandina,40.313888,15.904444,04/01/2022 10:00,1.65,0.3,22.33,8.14,0.0,2.01,0.12,16.83,24.79,16.06,0.0,15.4,0.01,0.0,985.11,287.58,0.06,7.52,0.76,98.55,0.44
Ferrandina,40.313888,15.904444,04/01/2022 11:00,0.2,0.29,337.07,1.32,0.79,1.98,0.12,11.1,12.21,6.44,0.02,30.46,0.0,0.0,984.5,305.22,0.03,11.11,0.76,82.53,0.32
Ferrandina,40.313888,15.904444,04/01/2022 12:00,0.01,0.3,270.31,0.0,0.0,1.96,0.08,8.72,8.87,4.33,0.5,47.78,0.0,0.0,983.27,484.1,-9999.0,13.23,0.52,69.95,0.97
Ferrandina,40.313888,15.904444,04/01/2022 13:00,0.0,0.32,269.02,0.0,0.0,1.96,0.1,9.26,8.51,3.69,0.0,50.39,0.0,0.0,981.8,487.77,0.41,14.84,0.42,66.64,1.84
Ferrandina,40.313888,15.904444,04/01/2022 14:00,0.0,0.3,269.27,0.0,0.0,1.94,0.07,6.26,5.91,2.66,0.0,58.24,0.0,0.0,980.83,419.34,0.38,16.31,0.45,63.88,1.73
Ferrandina,40.313888,15.904444,04/01/2022 15:00,0.01,0.27,269.62,0.0,0.0,1.93,0.07,7.41,7.42,3.57,0.0,60.94,0.0,0.0,980.32,293.2,0.01,16.34,0.4,61.23,1.51
Ferrandina,40.313888,15.904444,04/01/2022 16:00,0.05,0.27,270.49,0.0,0.0,1.93,0.08,8.34,7.42,3.08,0.0,63.82,0.0,0.0,980.33,163.55,0.11,15.62,0.38,65.85,1.19
Ferrandina,40.313888,15.904444,04/01/2022 17:00,0.02,0.3,292.3,0.38,0.0,1.93,0.07,20.68,18.49,7.72,0.0,47.82,0.0,0.0,980.56,14.04,0.1,13.29,0.04,75.15,0.9
Ferrandina,40.313888,15.904444,04/01/2022 18:00,0.02,0.35,314.97,0.08,0.0,1.93,0.09,42.75,35.49,13.22,0.22,11.41,0.0,0.0,980.38,0.0,0.08,10.42,0.13,86.63,0.39
Ferrandina,40.313888,15.904444,04/01/2022 19:00,0.02,0.36,0.8,0.0,0.0,1.95,0.1,41.69,46.17,24.48,0.04,3.28,0.38,0.0,980.24,0.0,0.08,8.22,0.12,92.98,0.09
Ferrandina,40.313888,15.904444,04/01/2022 20:00,0.05,0.37,0.63,0.0,1.1,1.99,0.13,42.44,51.25,29.19,0.0,1.48,0.08,0.0,980.09,0.0,0.17,7.36,0.97,97.11,0.17
Ferrandina,40.313888,15.904444,04/01/2022 21:00,0.05,0.36,0.19,0.0,1.05,2.02,0.15,34.24,39.22,21.41,0.0,2.43,0.0,0.0,979.66,0.0,0.05,6.5,1.13,98.9,0.33
Ferrandina,40.313888,15.904444,04/01/2022 22:00,0.06,0.29,359.67,0.0,4.81,2.01,0.18,24.58,20.11,7.31,0.0,4.95,0.0,0.0,979.41,0.0,0.19,5.74,1.22,99.02,0.25
Ferrandina,40.313888,15.904444,04/01/2022 23:00,0.06,0.31,1.72,0.0,13.89,1.99,0.11,26.97,31.57,17.55,0.47,2.76,0.0,0.0,978.86,0.0,0.18,4.87,1.01,99.02,0.19
Ferrandina,40.313888,15.904444,05/01/2022 00:00,0.02,0.29,43.06,0.0,3.48,1.98,0.07,14.76,11.76,4.07,0.0,8.79,0.0,0.0,978.38,0.0,0.02,4.79,1.13,99.02,0.99
Ferrandina,40.313888,15.904444,05/01/2022 01:00,0.01,0.26,45.18,0.0,0.0,2.0,0.06,9.38,6.65,1.77,0.0,12.34,0.31,0.0,977.76,0.0,1.02,4.59,0.1,99.02,0.93
Ferrandina,40.313888,15.904444,05/01/2022 02:00,0.01,0.26,24.85,0.0,0.0,1.98,0.06,6.84,5.68,2.12,0.0,13.86,0.71,0.0,977.4,0.0,0.11,4.34,0.01,99.02,1.14
Ferrandina,40.313888,15.904444,05/01/2022 03:00,0.01,0.25,43.14,0.0,0.0,1.98,0.06,5.87,5.4,2.35,0.0,13.54,0.59,0.0,977.28,0.0,0.01,4.06,0.0,99.02,1.73
Ferrandina,40.313888,15.904444,05/01/2022 04:00,0.0,0.26,43.91,0.0,0.0,1.99,0.06,4.56,4.83,2.46,0.0,16.56,0.34,0.0,976.77,0.0,0.15,3.93,0.02,99.02,0.98
Ferrandina,40.313888,15.904444,05/01/2022 05:00,0.0,0.25,45.4,0.0,0.0,2.0,0.06,4.28,4.97,2.75,0.0,14.69,0.47,0.0,976.34,0.0,0.13,3.35,0.0,99.02,1.44
Ferrandina,40.313888,15.904444,05/01/2022 06:00,0.0,0.25,22.75,0.0,0.0,1.98,0.05,6.46,6.9,3.54,0.0,11.14,0.32,0.0,976.13,0.0,0.16,3.11,0.0,99.02,0.91
Ferrandina,40.313888,15.904444,05/01/2022 07:00,0.0,0.26,3.32,0.0,0.0,1.98,0.09,20.87,31.22,20.39,0.0,4.81,0.0,0.0,976.07,0.0,0.38,2.68,0.0,99.02,0.45
Ferrandina,40.313888,15.904444,05/01/2022 08:00,0.0,0.26,43.53,0.0,0.0,-9999.0,-9999.0,16.7,23.6,14.92,0.0,3.1,0.0,0.2,976.12,12.0,0.07,2.79,0.0,99.02,0.82
Ferrandina,40.313888,15.904444,05/01/2022 09:00,0.01,0.26,43.97,0.0,0.0,1.97,0.09,14.26,16.87,9.46,0.53,10.59,0.0,0.0,975.77,59.59,0.15,4.82,0.01,99.02,1.11
Ferrandina,40.313888,15.904444,05/01/2022 10:00,0.0,0.25,42.79,0.42,0.0,1.96,0.18,13.81,15.58,8.4,0.11,14.56,0.0,0.0,975.38,112.77,4.71,6.76,1.46,99.01,0.82
Ferrandina,40.313888,15.904444,05/01/2022 11:00,0.04,0.27,1.4,0.13,0.0,1.95,0.18,16.85,22.18,13.42,0.02,14.26,0.04,0.0,974.4,267.72,-9999.0,9.38,0.0,96.91,0.31
Ferrandina,40.313888,15.904444,05/01/2022 12:00,0.0,0.29,269.23,0.01,0.05,1.93,0.1,11.3,12.89,7.01,0.01,36.09,0.04,0.0,973.04,493.7,5.63,12.97,0.01,82.42,1.37
Ferrandina,40.313888,15.904444,05/01/2022 13:00,0.0,0.3,269.01,0.0,0.0,1.91,0.08,9.98,8.96,3.76,0.05,54.93,0.01,0.0,972.23,503.7,5.98,15.12,0.0,74.97,2.44
Ferrandina,40.313888,15.904444,05/01/2022 14:00,-9999.0,0.29,247.77,-9999.0,-9999.0,1.9,0.13,6.56,5.97,2.55,-9999.0,61.87,-9999.0,0.0,971.24,427.91,5.98,16.3,-9999.0,65.22,1.97
Ferrandina,40.313888,15.904444,05/01/2022 15:00,-9999.0,0.29,268.64,-9999.0,-9999.0,1.91,0.07,7.84,7.2,3.12,-9999.0,63.95,-9999.0,0.0,970.73,286.97,5.45,15.03,-9999.0,71.66,2.28
Ferrandina,40.313888,15.904444,05/01/2022 16:00,0.74,0.27,268.59,0.01,0.01,1.91,0.06,8.8,7.73,3.15,0.0,66.48,0.01,0.0,970.76,69.21,6.23,13.92,0.72,80.57,1.59
Ferrandina,40.313888,15.904444,05/01/2022 17:00,0.62,0.29,271.19,0.0,0.0,1.91,0.07,-9999.0,-9999.0,-9999.0,0.0,62.21,0.0,0.0,970.99,8.99,-9999.0,13.34,0.27,84.86,0.92
Ferrandina,40.313888,15.904444,05/01/2022 18:00,0.63,0.35,291.7,0.0,0.0,1.91,0.07,30.26,27.06,11.31,0.0,34.82,0.0,0.0,971.11,0.0,3.04,12.04,0.34,91.14,0.74
Ferrandina,40.313888,15.904444,05/01/2022 19:00,0.66,0.31,314.05,0.0,0.01,1.91,0.08,21.38,15.69,4.55,0.0,28.02,0.01,0.0,971.12,0.0,3.29,10.61,0.7,94.64,0.53
Ferrandina,40.313888,15.904444,05/01/2022 20:00,0.63,0.32,313.24,0.03,0.01,1.94,0.09,26.54,18.67,4.84,0.0,17.37,0.07,0.0,971.31,0.0,2.46,8.73,1.51,98.25,0.57
Ferrandina,40.313888,15.904444,05/01/2022 21:00,0.75,0.3,292.88,0.05,0.08,1.94,0.11,17.25,12.72,3.79,0.0,21.61,0.18,0.0,970.91,0.0,1.12,8.09,2.56,99.02,0.72
Ferrandina,40.313888,15.904444,05/01/2022 22:00,0.78,0.3,0.44,0.08,0.03,1.95,0.08,14.13,9.91,2.55,0.0,16.16,0.2,0.0,970.53,0.0,1.54,6.43,2.88,99.02,0.3
Ferrandina,40.313888,15.904444,05/01/2022 23:00,0.67,0.31,357.11,0.01,0.01,1.94,0.07,14.14,10.92,3.56,0.0,36.06,0.0,0.0,970.3,0.0,2.7,8.38,1.84,97.93,1.95
